LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
convolution,Conv,149520384,353818688,0,175538176,2742336,0,0,0,0
batchnorm,BatchNorm,5537792,16621568,2777088,5537792,2768896,8192,0,0,0
activation,Relu,5537792,5537792,0,2768896,0,0,0,0,0
pooling,Pooling,0,692224,0,0,692224,0,0,0,0
convolution1,Conv,398721024,392706176,0,195674112,1357952,0,0,0,0
batchnorm1,BatchNorm,2768896,8323072,1400832,2768896,1384448,16384,0,0,0
activation1,Relu,2768896,2768896,0,1384448,0,0,0,0,0
pooling1,Pooling,0,346112,0,0,346112,0,0,0,0
convolution2,Conv,398721024,385231104,0,192282624,665856,0,0,0,0
batchnorm2,BatchNorm,1384448,4186112,724992,1384448,692224,32768,0,0,0
activation2,Relu,1384448,1384448,0,692224,0,0,0,0,0
pooling2,Pooling,0,173056,0,0,173056,0,0,0,0
convolution3,Conv,398721024,373088768,0,186384384,320000,0,0,0,0
batchnorm3,BatchNorm,692224,2142208,411648,692224,346112,65536,0,0,0
activation3,Relu,692224,692224,0,346112,0,0,0,0,0
pooling3,Pooling,0,86528,0,0,86528,0,0,0,0
convolution4,Conv,398721024,339886080,0,169869312,147456,0,0,0,0
batchnorm4,BatchNorm,346112,1103872,238592,346112,173056,65536,0,0,0
activation4,Relu,346112,346112,0,173056,0,0,0,0,0
pooling4,Pooling,0,43264,0,0,43264,0,0,0,0
convolution5,Conv,398721024,302051840,0,150994944,61952,0,0,0,0
batchnorm5,BatchNorm,173056,551936,119296,173056,86528,32768,0,0,0
activation5,Relu,173056,173056,0,86528,0,0,0,0,0
pooling5,Pooling,0,73728,0,0,73728,0,0,0,0
convolution6,Conv,1358954496,1208061952,0,603979776,102400,0,0,0,0
batchnorm6,BatchNorm,294912,950272,212992,294912,147456,65536,0,0,0
activation6,Relu,294912,294912,0,147456,0,0,0,0,0
convolution7,Conv,2717908992,2416021504,0,1207959552,102400,0,0,0,0
batchnorm7,BatchNorm,294912,950272,212992,294912,147456,65536,0,0,0
activation7,Relu,294912,294912,0,147456,0,0,0,0,0
convolution8,Conv,36864000,41961040,0,20971520,18000,0,0,0,0
convolution8,Conv,36864000,72000,0,36000,0,0,0,0,0
