LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
squeezenet0_conv0_fwd,Conv,42581376,51382336,0,25296896,788544,0,0,0,0
squeezenet0_conv0_fwd,Conv,42581376,3154176,0,1577088,0,0,0,0,0
squeezenet0_relu0_fwd,Relu,1577088,1577088,0,788544,0,0,0,0,0
squeezenet0_pool0_fwd,Pooling,0,193600,0,0,193600,0,0,0,0
squeezenet0_conv1_fwd,Conv,6195200,12500240,0,6225920,48400,0,0,0,0
squeezenet0_conv1_fwd,Conv,6195200,193600,0,96800,0,0,0,0,0
squeezenet0_relu1_fwd,Relu,96800,96800,0,48400,0,0,0,0,0
squeezenet0_conv2_fwd,Conv,6195200,6419520,0,3112960,193600,0,0,0,0
squeezenet0_conv2_fwd,Conv,6195200,774400,0,387200,0,0,0,0,0
squeezenet0_relu2_fwd,Relu,387200,387200,0,193600,0,0,0,0,0
squeezenet0_conv3_fwd,Conv,55756800,56226880,0,28016640,193600,0,0,0,0
squeezenet0_conv3_fwd,Conv,55756800,774400,0,387200,0,0,0,0,0
squeezenet0_relu3_fwd,Relu,387200,387200,0,193600,0,0,0,0,0
squeezenet0_conv4_fwd,Conv,12390400,24952080,0,12451840,48400,0,0,0,0
squeezenet0_conv4_fwd,Conv,12390400,193600,0,96800,0,0,0,0,0
squeezenet0_relu4_fwd,Relu,96800,96800,0,48400,0,0,0,0,0
squeezenet0_conv5_fwd,Conv,6195200,6419520,0,3112960,193600,0,0,0,0
squeezenet0_conv5_fwd,Conv,6195200,774400,0,387200,0,0,0,0,0
squeezenet0_relu5_fwd,Relu,387200,387200,0,193600,0,0,0,0,0
squeezenet0_conv6_fwd,Conv,55756800,56226880,0,28016640,193600,0,0,0,0
squeezenet0_conv6_fwd,Conv,55756800,774400,0,387200,0,0,0,0,0
squeezenet0_relu6_fwd,Relu,387200,387200,0,193600,0,0,0,0,0
squeezenet0_pool1_fwd,Pooling,0,93312,0,0,93312,0,0,0,0
squeezenet0_conv7_fwd,Conv,5971968,6052640,0,3014656,23328,0,0,0,0
squeezenet0_conv7_fwd,Conv,5971968,93312,0,46656,0,0,0,0,0
squeezenet0_relu7_fwd,Relu,46656,46656,0,23328,0,0,0,0,0
squeezenet0_conv8_fwd,Conv,5971968,6122624,0,3014656,93312,0,0,0,0
squeezenet0_conv8_fwd,Conv,5971968,373248,0,186624,0,0,0,0,0
squeezenet0_relu8_fwd,Relu,186624,186624,0,93312,0,0,0,0,0
squeezenet0_conv9_fwd,Conv,53747712,54357120,0,27131904,93312,0,0,0,0
squeezenet0_conv9_fwd,Conv,53747712,373248,0,186624,0,0,0,0,0
squeezenet0_relu9_fwd,Relu,186624,186624,0,93312,0,0,0,0,0
squeezenet0_conv10_fwd,Conv,11943936,12081952,0,6029312,23328,0,0,0,0
squeezenet0_conv10_fwd,Conv,11943936,93312,0,46656,0,0,0,0,0
squeezenet0_relu10_fwd,Relu,46656,46656,0,23328,0,0,0,0,0
squeezenet0_conv11_fwd,Conv,5971968,6122624,0,3014656,93312,0,0,0,0
squeezenet0_conv11_fwd,Conv,5971968,373248,0,186624,0,0,0,0,0
squeezenet0_relu11_fwd,Relu,186624,186624,0,93312,0,0,0,0,0
squeezenet0_conv12_fwd,Conv,53747712,54357120,0,27131904,93312,0,0,0,0
squeezenet0_conv12_fwd,Conv,53747712,373248,0,186624,0,0,0,0,0
squeezenet0_relu12_fwd,Relu,186624,186624,0,93312,0,0,0,0,0
squeezenet0_pool2_fwd,Pooling,0,46592,0,0,46592,0,0,0,0
squeezenet0_conv13_fwd,Conv,4153344,6299568,0,3145728,8112,0,0,0,0
squeezenet0_conv13_fwd,Conv,4153344,32448,0,16224,0,0,0,0,0
squeezenet0_relu13_fwd,Relu,16224,16224,0,8112,0,0,0,0,0
squeezenet0_conv14_fwd,Conv,3115008,3571392,0,1769472,32448,0,0,0,0
squeezenet0_conv14_fwd,Conv,3115008,129792,0,64896,0,0,0,0,0
squeezenet0_relu14_fwd,Relu,64896,64896,0,32448,0,0,0,0,0
squeezenet0_conv15_fwd,Conv,28035072,31882944,0,15925248,32448,0,0,0,0
squeezenet0_conv15_fwd,Conv,28035072,129792,0,64896,0,0,0,0,0
squeezenet0_relu15_fwd,Relu,64896,64896,0,32448,0,0,0,0,0
squeezenet0_conv16_fwd,Conv,6230016,9445296,0,4718592,8112,0,0,0,0
squeezenet0_conv16_fwd,Conv,6230016,32448,0,16224,0,0,0,0,0
squeezenet0_relu16_fwd,Relu,16224,16224,0,8112,0,0,0,0,0
squeezenet0_conv17_fwd,Conv,3115008,3571392,0,1769472,32448,0,0,0,0
squeezenet0_conv17_fwd,Conv,3115008,129792,0,64896,0,0,0,0,0
squeezenet0_relu17_fwd,Relu,64896,64896,0,32448,0,0,0,0,0
squeezenet0_conv18_fwd,Conv,28035072,31882944,0,15925248,32448,0,0,0,0
squeezenet0_conv18_fwd,Conv,28035072,129792,0,64896,0,0,0,0,0
squeezenet0_relu18_fwd,Relu,64896,64896,0,32448,0,0,0,0,0
squeezenet0_conv19_fwd,Conv,8306688,9448000,0,4718592,10816,0,0,0,0
squeezenet0_conv19_fwd,Conv,8306688,43264,0,21632,0,0,0,0,0
squeezenet0_relu19_fwd,Relu,21632,21632,0,10816,0,0,0,0,0
squeezenet0_conv20_fwd,Conv,5537792,6334720,0,3145728,43264,0,0,0,0
squeezenet0_conv20_fwd,Conv,5537792,173056,0,86528,0,0,0,0,0
squeezenet0_relu20_fwd,Relu,86528,86528,0,43264,0,0,0,0,0
squeezenet0_conv21_fwd,Conv,49840128,56666368,0,28311552,43264,0,0,0,0
squeezenet0_conv21_fwd,Conv,49840128,173056,0,86528,0,0,0,0,0
squeezenet0_relu21_fwd,Relu,86528,86528,0,43264,0,0,0,0,0
squeezenet0_conv22_fwd,Conv,11075584,12593728,0,6291456,10816,0,0,0,0
squeezenet0_conv22_fwd,Conv,11075584,43264,0,21632,0,0,0,0,0
squeezenet0_relu22_fwd,Relu,21632,21632,0,10816,0,0,0,0,0
squeezenet0_conv23_fwd,Conv,5537792,6334720,0,3145728,43264,0,0,0,0
squeezenet0_conv23_fwd,Conv,5537792,173056,0,86528,0,0,0,0,0
squeezenet0_relu23_fwd,Relu,86528,86528,0,43264,0,0,0,0,0
squeezenet0_conv24_fwd,Conv,49840128,56666368,0,28311552,43264,0,0,0,0
squeezenet0_conv24_fwd,Conv,49840128,173056,0,86528,0,0,0,0,0
squeezenet0_relu24_fwd,Relu,86528,86528,0,43264,0,0,0,0,0
squeezenet0_dropout0_fwd,Dropout,0,707890,163840,250368,43314,166544,0,0,0
squeezenet0_conv25_fwd,Conv,173056000,201495592,0,100663296,169000,0,0,0,0
squeezenet0_conv25_fwd,Conv,173056000,676000,0,338000,0,0,0,0,0
squeezenet0_relu25_fwd,Relu,338000,338000,0,169000,0,0,0,0,0
squeezenet0_pool3_fwd,Pooling,169000,197000,182000,7000,1000,1000,0,0,0
