LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
_plus18,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit4_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit4_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit4_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit4_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit4_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit4_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus19,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit5_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit5_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit5_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit5_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit5_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit5_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus20,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit6_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit6_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit6_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit6_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit6_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit6_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus21,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit7_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit7_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit7_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit7_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit7_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit7_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus22,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit8_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit8_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit8_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit8_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit8_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit8_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus23,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit9_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit9_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit9_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit9_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit9_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit9_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus24,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit10_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit10_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit10_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit10_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit10_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit10_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus25,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit11_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit11_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit11_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit11_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit11_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit11_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus26,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit12_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit12_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit12_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit12_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit12_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit12_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus27,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit13_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit13_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit13_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit13_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit13_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit13_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus28,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit14_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit14_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit14_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit14_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit14_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit14_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus29,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit15_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit15_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit15_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit15_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit15_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit15_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus30,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit16_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit16_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit16_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit16_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit16_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit16_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus31,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit17_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit17_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit17_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit17_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit17_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit17_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus32,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit18_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit18_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit18_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit18_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit18_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit18_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus33,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit19_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit19_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit19_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit19_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit19_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit19_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus34,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit20_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit20_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit20_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit20_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit20_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit20_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus35,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit21_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit21_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit21_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit21_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit21_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit21_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus36,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit22_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit22_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit22_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit22_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit22_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit22_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus37,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit23_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit23_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit23_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit23_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit23_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit23_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus38,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit24_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit24_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit24_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit24_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit24_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit24_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus39,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit25_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit25_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit25_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit25_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit25_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit25_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus40,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit26_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit26_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit26_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit26_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit26_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit26_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus41,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit27_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit27_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit27_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit27_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit27_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit27_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus42,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit28_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit28_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit28_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit28_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit28_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit28_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus43,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit29_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit29_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit29_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit29_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit29_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit29_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus44,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage3_unit30_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit30_conv1,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit30_bn2,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage3_unit30_relu1,Relu,100352,100352,0,50176,0,0,0,0,0
stage3_unit30_conv2,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
stage3_unit30_bn3,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
_plus45,ElementWise,50176,200704,0,100352,0,0,0,0,0
stage4_unit1_bn1,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
stage4_unit1_conv1,Conv,462422016,528582656,0,264241152,100352,0,0,0,0
stage4_unit1_bn2,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
stage4_unit1_relu1,Relu,200704,200704,0,100352,0,0,0,0,0
stage4_unit1_conv2,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
stage4_unit1_bn3,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
stage4_unit1_conv1sc,Conv,12845056,16802304,0,8388608,25088,0,0,0,0
stage4_unit1_sc,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
_plus46,ElementWise,25088,100352,0,50176,0,0,0,0,0
stage4_unit2_bn1,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
