LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
resnetv24_stage3_activation3,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv24_stage3_conv4_fwd,Conv,102760448,117490688,0,58720256,50176,0,0,0,0
resnetv24_stage3_batchnorm4_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation4,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv5_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv24_stage3_batchnorm5_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation5,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv6_fwd,Conv,102760448,117641216,0,58720256,200704,0,0,0,0
resnetv24_stage3__plus1,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv24_stage3_batchnorm6_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv24_stage3_activation6,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv24_stage3_conv7_fwd,Conv,102760448,117490688,0,58720256,50176,0,0,0,0
resnetv24_stage3_batchnorm7_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation7,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv8_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv24_stage3_batchnorm8_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation8,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv9_fwd,Conv,102760448,117641216,0,58720256,200704,0,0,0,0
resnetv24_stage3__plus2,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv24_stage3_batchnorm9_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv24_stage3_activation9,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv24_stage3_conv10_fwd,Conv,102760448,117490688,0,58720256,50176,0,0,0,0
resnetv24_stage3_batchnorm10_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation10,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv11_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv24_stage3_batchnorm11_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation11,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv12_fwd,Conv,102760448,117641216,0,58720256,200704,0,0,0,0
resnetv24_stage3__plus3,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv24_stage3_batchnorm12_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv24_stage3_activation12,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv24_stage3_conv13_fwd,Conv,102760448,117490688,0,58720256,50176,0,0,0,0
resnetv24_stage3_batchnorm13_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation13,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv14_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv24_stage3_batchnorm14_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation14,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv15_fwd,Conv,102760448,117641216,0,58720256,200704,0,0,0,0
resnetv24_stage3__plus4,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv24_stage3_batchnorm15_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv24_stage3_activation15,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv24_stage3_conv16_fwd,Conv,102760448,117490688,0,58720256,50176,0,0,0,0
resnetv24_stage3_batchnorm16_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation16,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv17_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv24_stage3_batchnorm17_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv24_stage3_activation17,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv24_stage3_conv18_fwd,Conv,102760448,117641216,0,58720256,200704,0,0,0,0
resnetv24_stage3__plus5,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv24_stage4_batchnorm0_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv24_stage4_activation0,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv24_stage4_conv0_fwd,Conv,205520896,234981376,0,117440512,100352,0,0,0,0
resnetv24_stage4_batchnorm1_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv24_stage4_activation1,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv24_stage4_conv1_fwd,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
resnetv24_stage4_batchnorm2_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv24_stage4_activation2,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv24_stage4_conv2_fwd,Conv,102760448,134318080,0,67108864,100352,0,0,0,0
resnetv24_stage4_conv3_fwd,Conv,205520896,268535808,0,134217728,100352,0,0,0,0
resnetv24_stage4__plus0,ElementWise,100352,401408,0,200704,0,0,0,0,0
resnetv24_stage4_batchnorm3_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv24_stage4_activation3,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv24_stage4_conv4_fwd,Conv,102760448,134242816,0,67108864,25088,0,0,0,0
resnetv24_stage4_batchnorm4_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv24_stage4_activation4,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv24_stage4_conv5_fwd,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
resnetv24_stage4_batchnorm5_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv24_stage4_activation5,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv24_stage4_conv6_fwd,Conv,102760448,134318080,0,67108864,100352,0,0,0,0
resnetv24_stage4__plus1,ElementWise,100352,401408,0,200704,0,0,0,0,0
resnetv24_stage4_batchnorm6_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv24_stage4_activation6,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv24_stage4_conv7_fwd,Conv,102760448,134242816,0,67108864,25088,0,0,0,0
resnetv24_stage4_batchnorm7_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv24_stage4_activation7,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv24_stage4_conv8_fwd,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
resnetv24_stage4_batchnorm8_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv24_stage4_activation8,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv24_stage4_conv9_fwd,Conv,102760448,134318080,0,67108864,100352,0,0,0,0
resnetv24_stage4__plus2,ElementWise,100352,401408,0,200704,0,0,0,0,0
resnetv24_batchnorm2_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv24_relu1_fwd,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv24_dense0_fwd,Gemm,4097000,4266024,39000,2049000,129024,0,0,0,0
