LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
conv_1,Conv,236027904,244858880,0,122028032,802816,0,0,0,0
batchnormalization_1,BatchNorm,1605632,15253504,3211264,4816896,2408448,1605632,0,0,0
mul_1,ElementWise,1605632,3211264,0,802816,1605632,0,0,0,0
add_1,ElementWise,802816,3211264,0,1605632,0,0,0,0,0
relu_1,Relu,1605632,1605632,0,802816,0,0,0,0,0
maxpool_1,Pooling,0,200704,0,0,200704,0,0,0,0
batchnormalization_2,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
mul_2,ElementWise,401408,802816,0,200704,401408,0,0,0,0
add_2,ElementWise,200704,802816,0,401408,0,0,0,0,0
relu_2,Relu,401408,401408,0,200704,0,0,0,0,0
conv_2,Conv,51380224,51781632,0,25690112,401408,0,0,0,0
batchnormalization_3,BatchNorm,802816,2473984,466944,802816,401408,65536,0,0,0
mul_3,ElementWise,802816,1605632,0,401408,802816,0,0,0,0
add_3,ElementWise,401408,1605632,0,802816,0,0,0,0,0
relu_3,Relu,802816,802816,0,401408,0,0,0,0,0
conv_3,Conv,231211008,231311360,0,115605504,100352,0,0,0,0
batchnormalization_4,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
mul_4,ElementWise,602112,1204224,0,301056,602112,0,0,0,0
add_4,ElementWise,301056,1204224,0,602112,0,0,0,0,0
relu_4,Relu,602112,602112,0,301056,0,0,0,0,0
conv_4,Conv,77070336,77471744,0,38535168,401408,0,0,0,0
batchnormalization_5,BatchNorm,802816,2473984,466944,802816,401408,65536,0,0,0
mul_5,ElementWise,802816,1605632,0,401408,802816,0,0,0,0
add_5,ElementWise,401408,1605632,0,802816,0,0,0,0,0
relu_5,Relu,802816,802816,0,401408,0,0,0,0,0
conv_5,Conv,231211008,231311360,0,115605504,100352,0,0,0,0
batchnormalization_6,BatchNorm,802816,2473984,466944,802816,401408,65536,0,0,0
mul_6,ElementWise,802816,1605632,0,401408,802816,0,0,0,0
add_6,ElementWise,401408,1605632,0,802816,0,0,0,0,0
relu_6,Relu,802816,802816,0,401408,0,0,0,0,0
conv_6,Conv,102760448,103161856,0,51380224,401408,0,0,0,0
