LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
conv_30,Conv,115605504,200704,0,100352,0,0,0,0,0
relu_30,Relu,100352,100352,0,50176,0,0,0,0,0
conv_31,Conv,4816896,7344736,0,3670016,4704,0,0,0,0
conv_31,Conv,4816896,18816,0,9408,0,0,0,0,0
relu_31,Relu,9408,9408,0,4704,0,0,0,0,0
conv_32,Conv,15052800,17215744,0,8601600,12544,0,0,0,0
conv_32,Conv,15052800,50176,0,25088,0,0,0,0,0
relu_32,Relu,25088,25088,0,12544,0,0,0,0,0
maxpool_8,Pooling,0,100352,0,0,100352,0,0,0,0
conv_33,Conv,12845056,14692608,0,7340032,12544,0,0,0,0
conv_33,Conv,12845056,50176,0,25088,0,0,0,0,0
relu_33,Relu,25088,25088,0,12544,0,0,0,0,0
conv_34,Conv,22478848,29382080,0,14680064,21952,0,0,0,0
conv_34,Conv,22478848,87808,0,43904,0,0,0,0,0
relu_34,Relu,43904,43904,0,21952,0,0,0,0,0
conv_35,Conv,28901376,36728384,0,18350080,28224,0,0,0,0
conv_35,Conv,28901376,112896,0,56448,0,0,0,0,0
relu_35,Relu,56448,56448,0,28224,0,0,0,0,0
conv_36,Conv,146313216,167271552,0,83607552,56448,0,0,0,0
conv_36,Conv,146313216,225792,0,112896,0,0,0,0,0
relu_36,Relu,112896,112896,0,56448,0,0,0,0,0
conv_37,Conv,6422528,7346304,0,3670016,6272,0,0,0,0
conv_37,Conv,6422528,25088,0,12544,0,0,0,0,0
relu_37,Relu,12544,12544,0,6272,0,0,0,0,0
conv_38,Conv,20070400,22950144,0,11468800,12544,0,0,0,0
conv_38,Conv,20070400,50176,0,25088,0,0,0,0,0
relu_38,Relu,25088,25088,0,12544,0,0,0,0,0
maxpool_9,Pooling,0,100352,0,0,100352,0,0,0,0
conv_39,Conv,12845056,14692608,0,7340032,12544,0,0,0,0
conv_39,Conv,12845056,50176,0,25088,0,0,0,0,0
relu_39,Relu,25088,25088,0,12544,0,0,0,0,0
conv_40,Conv,52985856,60605440,0,30277632,50176,0,0,0,0
conv_40,Conv,52985856,200704,0,100352,0,0,0,0,0
relu_40,Relu,100352,100352,0,50176,0,0,0,0,0
conv_41,Conv,33116160,37878400,0,18923520,31360,0,0,0,0
conv_41,Conv,33116160,125440,0,62720,0,0,0,0,0
relu_41,Relu,62720,62720,0,31360,0,0,0,0,0
conv_42,Conv,180633600,206501120,0,103219200,62720,0,0,0,0
conv_42,Conv,180633600,250880,0,125440,0,0,0,0,0
relu_42,Relu,125440,125440,0,62720,0,0,0,0,0
conv_43,Conv,6623232,7575680,0,3784704,6272,0,0,0,0
conv_43,Conv,6623232,25088,0,12544,0,0,0,0,0
relu_43,Relu,12544,12544,0,6272,0,0,0,0,0
conv_44,Conv,40140800,45900288,0,22937600,25088,0,0,0,0
conv_44,Conv,40140800,100352,0,50176,0,0,0,0,0
relu_44,Relu,50176,50176,0,25088,0,0,0,0,0
maxpool_10,Pooling,0,103488,0,0,103488,0,0,0,0
conv_45,Conv,26492928,30302720,0,15138816,25088,0,0,0,0
conv_45,Conv,26492928,100352,0,50176,0,0,0,0,0
relu_45,Relu,50176,50176,0,25088,0,0,0,0,0
maxpool_11,Pooling,0,39936,0,0,39936,0,0,0,0
conv_46,Conv,20873216,27275520,0,13631488,12544,0,0,0,0
conv_46,Conv,20873216,50176,0,25088,0,0,0,0,0
relu_46,Relu,25088,25088,0,12544,0,0,0,0,0
conv_47,Conv,13045760,17047200,0,8519680,7840,0,0,0,0
conv_47,Conv,13045760,31360,0,15680,0,0,0,0,0
relu_47,Relu,15680,15680,0,7840,0,0,0,0,0
conv_48,Conv,45158400,58998080,0,29491200,15680,0,0,0,0
conv_48,Conv,45158400,62720,0,31360,0,0,0,0,0
relu_48,Relu,31360,31360,0,15680,0,0,0,0,0
conv_49,Conv,2609152,3409440,0,1703936,1568,0,0,0,0
conv_49,Conv,2609152,6272,0,3136,0,0,0,0,0
relu_49,Relu,3136,3136,0,1568,0,0,0,0,0
conv_50,Conv,10035200,13113472,0,6553600,6272,0,0,0,0
conv_50,Conv,10035200,25088,0,12544,0,0,0,0,0
relu_50,Relu,12544,12544,0,6272,0,0,0,0,0
maxpool_12,Pooling,0,40768,0,0,40768,0,0,0,0
conv_51,Conv,10436608,13637760,0,6815744,6272,0,0,0,0
conv_51,Conv,10436608,25088,0,12544,0,0,0,0,0
relu_51,Relu,12544,12544,0,6272,0,0,0,0,0
conv_52,Conv,31309824,40913280,0,20447232,18816,0,0,0,0
conv_52,Conv,31309824,75264,0,37632,0,0,0,0,0
relu_52,Relu,37632,37632,0,18816,0,0,0,0,0
conv_53,Conv,15654912,20456640,0,10223616,9408,0,0,0,0
conv_53,Conv,15654912,37632,0,18816,0,0,0,0,0
relu_53,Relu,18816,18816,0,9408,0,0,0,0,0
conv_54,Conv,65028096,84953472,0,42467328,18816,0,0,0,0
conv_54,Conv,65028096,75264,0,37632,0,0,0,0,0
relu_54,Relu,37632,37632,0,18816,0,0,0,0,0
conv_55,Conv,3913728,6818096,0,3407872,2352,0,0,0,0
conv_55,Conv,3913728,9408,0,4704,0,0,0,0,0
relu_55,Relu,4704,4704,0,2352,0,0,0,0,0
conv_56,Conv,15052800,19667072,0,9830400,6272,0,0,0,0
conv_56,Conv,15052800,25088,0,12544,0,0,0,0,0
relu_56,Relu,12544,12544,0,6272,0,0,0,0,0
maxpool_13,Pooling,0,40768,0,0,40768,0,0,0,0
conv_57,Conv,10436608,13637760,0,6815744,6272,0,0,0,0
conv_57,Conv,10436608,25088,0,12544,0,0,0,0,0
relu_57,Relu,12544,12544,0,6272,0,0,0,0,0
averagepool_1,Pooling,50176,72704,57344,7168,1024,1024,0,0,0
dropout_1,Dropout,0,8693,2048,3072,501,2080,0,0,0
dropout_1,Dropout,0,8693,2048,3072,501,2080,0,0,0
gemm_1,Gemm,2049000,2137512,23000,1025000,64512,0,0,0,0
softmax_1,Softmax,3000,11260,2256,2002,5000,2001,0,0,0
