LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
Minus340,ElementWise,4096,16384,0,8192,0,0,0,0,0
Block352,ElementWise,8192,16384,0,4096,8192,0,0,0,0
Convolution362,Conv,4718592,8175872,0,3964928,246016,0,0,0,0
Plus364,ElementWise,262144,1048576,0,524288,0,0,0,0,0
ReLU366,Relu,524288,524288,0,262144,0,0,0,0,0
Convolution380,Conv,301989888,285720832,0,142737408,246016,0,0,0,0
Plus382,ElementWise,262144,1048576,0,524288,0,0,0,0,0
ReLU384,Relu,524288,524288,0,262144,0,0,0,0,0
Pooling398,Pooling,0,65536,0,0,65536,0,0,0,0
Dropout408,Dropout,0,557077,131072,196608,32789,133120,0,0,0
Convolution418,Conv,150994944,136954368,0,68419584,115200,0,0,0,0
Plus420,ElementWise,131072,524288,0,262144,0,0,0,0,0
ReLU422,Relu,262144,262144,0,131072,0,0,0,0,0
Convolution436,Conv,301989888,273793536,0,136839168,115200,0,0,0,0
Plus438,ElementWise,131072,524288,0,262144,0,0,0,0,0
ReLU440,Relu,262144,262144,0,131072,0,0,0,0,0
Pooling454,Pooling,0,32768,0,0,32768,0,0,0,0
Dropout464,Dropout,0,278533,65536,98304,16389,66560,0,0,0
Convolution474,Conv,150994944,132170752,0,66060288,50176,0,0,0,0
Plus476,ElementWise,65536,262144,0,131072,0,0,0,0,0
ReLU478,Relu,131072,131072,0,65536,0,0,0,0,0
Convolution492,Conv,301989888,264291328,0,132120576,50176,0,0,0,0
Plus494,ElementWise,65536,262144,0,131072,0,0,0,0,0
ReLU496,Relu,131072,131072,0,65536,0,0,0,0,0
Convolution510,Conv,301989888,264291328,0,132120576,50176,0,0,0,0
Plus512,ElementWise,65536,262144,0,131072,0,0,0,0,0
ReLU514,Relu,131072,131072,0,65536,0,0,0,0,0
Pooling528,Pooling,0,16384,0,0,16384,0,0,0,0
Dropout538,Dropout,0,139241,32768,49152,8169,33280,0,0,0
Convolution548,Conv,75497472,75506688,0,37748736,9216,0,0,0,0
Plus550,ElementWise,16384,65536,0,32768,0,0,0,0,0
ReLU552,Relu,32768,32768,0,16384,0,0,0,0,0
Convolution566,Conv,75497472,75506688,0,37748736,9216,0,0,0,0
Plus568,ElementWise,16384,65536,0,32768,0,0,0,0,0
ReLU570,Relu,32768,32768,0,16384,0,0,0,0,0
Convolution584,Conv,75497472,75506688,0,37748736,9216,0,0,0,0
Plus586,ElementWise,16384,65536,0,32768,0,0,0,0,0
ReLU588,Relu,32768,32768,0,16384,0,0,0,0,0
Pooling602,Pooling,0,4096,0,0,4096,0,0,0,0
Dropout612,Dropout,0,34796,8192,12288,2028,8320,0,0,0
Times622,Gemm,8389632,8557568,35840,4195328,131072,0,0,0,0
Plus624,ElementWise,1024,40960000,0,20480000,0,0,0,0,0
ReLU636,Relu,2048,100352,0,50176,0,0,0,0,0
Dropout646,Dropout,0,8693,2048,3072,501,2080,0,0,0
Times656,Gemm,2098176,2141184,11264,1048576,32768,0,0,0,0
Plus658,ElementWise,1024,40960000,0,20480000,0,0,0,0,0
ReLU670,Relu,2048,100352,0,50176,0,0,0,0,0
Dropout680,Dropout,0,8693,2048,3072,501,2080,0,0,0
Times690,Gemm,16392,19192,760,8192,2048,0,0,0,0
Plus692,ElementWise,8,25088,0,12544,0,0,0,0,0
