LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
resnetv15_conv0_fwd,Conv,236027904,244858880,0,122028032,802816,0,0,0,0
resnetv15_batchnorm0_fwd,BatchNorm,1605632,15253504,3211264,4816896,2408448,1605632,0,0,0
resnetv15_relu0_fwd,Relu,1605632,1605632,0,802816,0,0,0,0,0
resnetv15_pool0_fwd,Pooling,0,200704,0,0,200704,0,0,0,0
resnetv15_stage1_conv0_fwd,Conv,231211008,231411712,0,115605504,200704,0,0,0,0
resnetv15_stage1_batchnorm0_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv15_stage1_relu0_fwd,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv15_stage1_conv1_fwd,Conv,231211008,231411712,0,115605504,200704,0,0,0,0
resnetv15_stage1_batchnorm1_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv15_stage1__plus0,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv15_stage1_activation0,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv15_stage1_conv2_fwd,Conv,231211008,231411712,0,115605504,200704,0,0,0,0
resnetv15_stage1_batchnorm2_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv15_stage1_relu1_fwd,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv15_stage1_conv3_fwd,Conv,231211008,231411712,0,115605504,200704,0,0,0,0
resnetv15_stage1_batchnorm3_fwd,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
resnetv15_stage1__plus1,ElementWise,200704,802816,0,401408,0,0,0,0,0
resnetv15_stage1_activation1,Relu,401408,401408,0,200704,0,0,0,0,0
resnetv15_stage2_conv2_fwd,Conv,12845056,13207552,0,6553600,100352,0,0,0,0
resnetv15_stage2_batchnorm2_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv15_stage2_conv0_fwd,Conv,115605504,118065152,0,58982400,100352,0,0,0,0
resnetv15_stage2_batchnorm0_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv15_stage2_relu0_fwd,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv15_stage2_conv1_fwd,Conv,231211008,236029952,0,117964800,100352,0,0,0,0
resnetv15_stage2_batchnorm1_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv15_stage2__plus0,ElementWise,100352,401408,0,200704,0,0,0,0,0
resnetv15_stage2_activation0,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv15_stage2_conv3_fwd,Conv,231211008,236029952,0,117964800,100352,0,0,0,0
resnetv15_stage2_batchnorm3_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv15_stage2_relu1_fwd,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv15_stage2_conv4_fwd,Conv,231211008,236029952,0,117964800,100352,0,0,0,0
resnetv15_stage2_batchnorm4_fwd,BatchNorm,200704,1906688,401408,602112,301056,200704,0,0,0
resnetv15_stage2__plus1,ElementWise,100352,401408,0,200704,0,0,0,0,0
resnetv15_stage2_activation1,Relu,200704,200704,0,100352,0,0,0,0,0
resnetv15_stage3_conv2_fwd,Conv,12845056,14730240,0,7340032,50176,0,0,0,0
resnetv15_stage3_batchnorm2_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv15_stage3_conv0_fwd,Conv,115605504,132170752,0,66060288,50176,0,0,0,0
resnetv15_stage3_batchnorm0_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv15_stage3_relu0_fwd,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv15_stage3_conv1_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv15_stage3_batchnorm1_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv15_stage3__plus0,ElementWise,50176,200704,0,100352,0,0,0,0,0
resnetv15_stage3_activation0,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv15_stage3_conv3_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv15_stage3_batchnorm3_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv15_stage3_relu1_fwd,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv15_stage3_conv4_fwd,Conv,231211008,264291328,0,132120576,50176,0,0,0,0
resnetv15_stage3_batchnorm4_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
resnetv15_stage3__plus1,ElementWise,50176,200704,0,100352,0,0,0,0,0
resnetv15_stage3_activation1,Relu,100352,100352,0,50176,0,0,0,0,0
resnetv15_stage4_conv2_fwd,Conv,12845056,16802304,0,8388608,25088,0,0,0,0
