LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
resnetv15_stage4_batchnorm2_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv15_stage4_conv0_fwd,Conv,115605504,151020032,0,75497472,25088,0,0,0,0
resnetv15_stage4_batchnorm0_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv15_stage4_relu0_fwd,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv15_stage4_conv1_fwd,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
resnetv15_stage4_batchnorm1_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv15_stage4__plus0,ElementWise,25088,100352,0,50176,0,0,0,0,0
resnetv15_stage4_activation0,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv15_stage4_conv3_fwd,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
resnetv15_stage4_batchnorm3_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv15_stage4_relu1_fwd,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv15_stage4_conv4_fwd,Conv,231211008,302014976,0,150994944,25088,0,0,0,0
resnetv15_stage4_batchnorm4_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
resnetv15_stage4__plus1,ElementWise,25088,100352,0,50176,0,0,0,0,0
resnetv15_stage4_activation1,Relu,50176,50176,0,25088,0,0,0,0,0
resnetv15_dense0_fwd,Gemm,1025000,1073256,15000,513000,32256,0,0,0,0
