LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
conv_1,Conv,16257024,25991168,0,12845056,301056,0,0,0,0
conv_1,Conv,16257024,1204224,0,602112,0,0,0,0,0
batchnormalization_1,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
relu_1,Relu,602112,602112,0,301056,0,0,0,0,0
maxpool_1,Pooling,0,75264,0,0,75264,0,0,0,0
batchnormalization_2,BatchNorm,702464,6673408,1404928,2107392,1053696,702464,0,0,0
relu_2,Relu,702464,702464,0,351232,0,0,0,0,0
batchnormalization_3,BatchNorm,175616,1668352,351232,526848,263424,175616,0,0,0
batchnormalization_4,BatchNorm,175616,1668352,351232,526848,263424,175616,0,0,0
averagepool_1,Pooling,169344,504024,221784,131712,18816,18816,0,0,0
relu_3,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_5,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
relu_4,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_6,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
batchnormalization_7,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
sum_1,ElementWise,106624,426496,0,213248,0,0,0,0,0
relu_5,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_8,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
relu_6,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_9,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
batchnormalization_10,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
sum_2,ElementWise,106624,426496,0,213248,0,0,0,0,0
relu_7,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_11,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
relu_8,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_12,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
batchnormalization_13,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
sum_3,ElementWise,106624,426496,0,213248,0,0,0,0,0
relu_9,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_14,BatchNorm,213248,2025856,426496,639744,319872,213248,0,0,0
relu_10,Relu,213248,213248,0,106624,0,0,0,0,0
batchnormalization_15,BatchNorm,53312,506464,106624,159936,79968,53312,0,0,0
batchnormalization_16,BatchNorm,53312,506464,106624,159936,79968,53312,0,0,0
averagepool_2,Pooling,239904,708424,308584,186592,26656,26656,0,0,0
relu_11,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_17,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_12,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_18,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_19,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_4,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_13,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_20,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_14,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_21,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_22,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_5,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_15,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_23,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_16,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_24,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_25,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_6,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_17,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_26,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_18,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_27,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_28,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_7,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_19,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_29,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_20,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_30,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_31,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_8,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_21,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_32,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_22,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_33,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_34,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_9,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_23,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_35,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_24,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_36,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
batchnormalization_37,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
sum_10,ElementWise,53312,213248,0,106624,0,0,0,0,0
relu_25,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_38,BatchNorm,106624,1012928,213248,319872,159936,106624,0,0,0
relu_26,Relu,106624,106624,0,53312,0,0,0,0,0
batchnormalization_39,BatchNorm,26656,253232,53312,79968,39984,26656,0,0,0
batchnormalization_40,BatchNorm,26656,253232,53312,79968,39984,26656,0,0,0
averagepool_3,Pooling,119952,348704,148784,93296,13328,13328,0,0,0
relu_27,Relu,53312,53312,0,26656,0,0,0,0,0
batchnormalization_41,BatchNorm,53312,506464,106624,159936,79968,53312,0,0,0
relu_28,Relu,53312,53312,0,26656,0,0,0,0,0
