LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
conv1_1_3x3_s2,Conv,552960000,665600000,0,327680000,10240000,0,0,0,0
conv1_1_3x3_s2/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv1_1_3x3_s2/relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv1_2_3x3,Conv,11796480000,11806720000,0,5898240000,10240000,0,0,0,0
conv1_2_3x3/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv1_2_3x3/relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv1_3_3x3,Conv,23592960000,11110875136,399392768,5355716608,49152,0,0,0,0
conv1_3_3x3/bn,BatchNorm,40960000,389120000,81920000,122880000,61440000,40960000,0,0,0
conv1_3_3x3/relu,Relu,40960000,40960000,0,20480000,0,0,0,0,0
pool1_3x3_s2,Pooling,0,5068928,0,0,5068928,0,0,0,0
conv2_1_1x1_reduce,Conv,648822784,651603008,0,324534272,2534464,0,0,0,0
conv2_1_1x1_reduce/bn,BatchNorm,5068928,48154816,10137856,15206784,7603392,5068928,0,0,0
conv2_1_1x1_reduce/relu,Relu,5068928,5068928,0,2534464,0,0,0,0,0
conv2_1_3x3,Conv,2919702528,2923342912,0,1460404224,2534464,0,0,0,0
conv2_1_3x3/bn,BatchNorm,5068928,48154816,10137856,15206784,7603392,5068928,0,0,0
conv2_1_3x3/relu,Relu,5068928,5068928,0,2534464,0,0,0,0,0
conv2_1_1x1_increase,Conv,1297645568,1308274944,0,649068544,10137856,0,0,0,0
conv2_1_1x1_increase/bn,BatchNorm,20275712,192619264,40551424,60827136,30413568,20275712,0,0,0
conv2_1_1x1_proj,Conv,2595291136,2606412032,0,1298137088,10137856,0,0,0,0
conv2_1_1x1_proj/bn,BatchNorm,20275712,192619264,40551424,60827136,30413568,20275712,0,0,0
conv2_1,ElementWise,10137856,40551424,0,20275712,0,0,0,0,0
conv2_1_relu,Relu,20275712,20275712,0,10137856,0,0,0,0,0
conv2_2_1x1_reduce,Conv,1297645568,1300671552,0,649068544,2534464,0,0,0,0
conv2_2_1x1_reduce/bn,BatchNorm,5068928,48154816,10137856,15206784,7603392,5068928,0,0,0
conv2_2_1x1_reduce/relu,Relu,5068928,5068928,0,2534464,0,0,0,0,0
conv2_2_3x3,Conv,2919702528,2923342912,0,1460404224,2534464,0,0,0,0
conv2_2_3x3/bn,BatchNorm,5068928,48154816,10137856,15206784,7603392,5068928,0,0,0
conv2_2_3x3/relu,Relu,5068928,5068928,0,2534464,0,0,0,0,0
conv2_2_1x1_increase,Conv,1297645568,1308274944,0,649068544,10137856,0,0,0,0
conv2_2_1x1_increase/bn,BatchNorm,20275712,192619264,40551424,60827136,30413568,20275712,0,0,0
conv2_2,ElementWise,10137856,40551424,0,20275712,0,0,0,0,0
conv2_2_relu,Relu,20275712,20275712,0,10137856,0,0,0,0,0
conv2_3_1x1_reduce,Conv,1297645568,1300671552,0,649068544,2534464,0,0,0,0
conv2_3_1x1_reduce/bn,BatchNorm,5068928,48154816,10137856,15206784,7603392,5068928,0,0,0
conv2_3_1x1_reduce/relu,Relu,5068928,5068928,0,2534464,0,0,0,0,0
conv2_3_3x3,Conv,2919702528,2923342912,0,1460404224,2534464,0,0,0,0
conv2_3_3x3/bn,BatchNorm,5068928,48154816,10137856,15206784,7603392,5068928,0,0,0
conv2_3_3x3/relu,Relu,5068928,5068928,0,2534464,0,0,0,0,0
conv2_3_1x1_increase,Conv,1297645568,1308274944,0,649068544,10137856,0,0,0,0
conv2_3_1x1_increase/bn,BatchNorm,20275712,192619264,40551424,60827136,30413568,20275712,0,0,0
conv2_3,ElementWise,10137856,40551424,0,20275712,0,0,0,0,0
conv2_3_relu,Relu,20275712,20275712,0,10137856,0,0,0,0,0
conv3_1_1x1_reduce,Conv,655360000,659785728,0,329252864,1280000,0,0,0,0
conv3_1_1x1_reduce/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_1_1x1_reduce/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_1_3x3,Conv,2949120000,2964555776,0,1481637888,1280000,0,0,0,0
conv3_1_3x3/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_1_3x3/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_1_1x1_increase,Conv,1310720000,1317937152,0,656408576,5120000,0,0,0,0
conv3_1_1x1_increase/bn,BatchNorm,10240000,97280000,20480000,30720000,15360000,10240000,0,0,0
conv3_1_1x1_proj,Conv,2621440000,2639142912,0,1317011456,5120000,0,0,0,0
conv3_1_1x1_proj/bn,BatchNorm,10240000,97280000,20480000,30720000,15360000,10240000,0,0,0
conv3_1,ElementWise,5120000,20480000,0,10240000,0,0,0,0,0
conv3_1_relu,Relu,10240000,10240000,0,5120000,0,0,0,0,0
conv3_2_1x1_reduce,Conv,1310720000,1318291456,0,658505728,1280000,0,0,0,0
conv3_2_1x1_reduce/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_2_1x1_reduce/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_2_3x3,Conv,2949120000,2964555776,0,1481637888,1280000,0,0,0,0
conv3_2_3x3/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_2_3x3/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_2_1x1_increase,Conv,1310720000,1317937152,0,656408576,5120000,0,0,0,0
conv3_2_1x1_increase/bn,BatchNorm,10240000,97280000,20480000,30720000,15360000,10240000,0,0,0
conv3_2,ElementWise,5120000,20480000,0,10240000,0,0,0,0,0
conv3_2_relu,Relu,10240000,10240000,0,5120000,0,0,0,0,0
conv3_3_1x1_reduce,Conv,1310720000,1318291456,0,658505728,1280000,0,0,0,0
conv3_3_1x1_reduce/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_3_1x1_reduce/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_3_3x3,Conv,2949120000,2964555776,0,1481637888,1280000,0,0,0,0
conv3_3_3x3/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_3_3x3/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_3_1x1_increase,Conv,1310720000,1317937152,0,656408576,5120000,0,0,0,0
conv3_3_1x1_increase/bn,BatchNorm,10240000,97280000,20480000,30720000,15360000,10240000,0,0,0
conv3_3,ElementWise,5120000,20480000,0,10240000,0,0,0,0,0
conv3_3_relu,Relu,10240000,10240000,0,5120000,0,0,0,0,0
conv3_4_1x1_reduce,Conv,1310720000,1318291456,0,658505728,1280000,0,0,0,0
conv3_4_1x1_reduce/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_4_1x1_reduce/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_4_3x3,Conv,2949120000,2964555776,0,1481637888,1280000,0,0,0,0
conv3_4_3x3/bn,BatchNorm,2560000,24320000,5120000,7680000,3840000,2560000,0,0,0
conv3_4_3x3/relu,Relu,2560000,2560000,0,1280000,0,0,0,0,0
conv3_4_1x1_increase,Conv,1310720000,1317937152,0,656408576,5120000,0,0,0,0
conv3_4_1x1_increase/bn,BatchNorm,10240000,97280000,20480000,30720000,15360000,10240000,0,0,0
conv3_4,ElementWise,5120000,20480000,0,10240000,0,0,0,0,0
conv3_4_relu,Relu,10240000,10240000,0,5120000,0,0,0,0,0
conv4_1_1x1_reduce,Conv,2621440000,2636582912,0,1317011456,2560000,0,0,0,0
conv4_1_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_1_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_1_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_1_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_1_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_1_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_1_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_1_1x1_proj,Conv,10485760000,10546331648,0,5268045824,10240000,0,0,0,0
conv4_1_1x1_proj/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_1,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_1_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_2_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
