LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
conv4_2_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_2_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_2_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_2_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_2_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_2_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_2_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_2,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_2_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_3_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_3_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_3_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_3_3x3,Conv,158597120000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_3_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_3_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_3_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_3_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_3,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_3_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_4_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_4_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_4_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_4_3x3,Conv,473169920000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_4_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_4_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_4_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_4_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_4,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_4_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_5_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_5_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_5_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_5_3x3,Conv,11796480000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_5_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_5_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_5_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_5_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_5,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_5_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_6_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_6_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_6_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_6_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_6_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_6_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_6_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_6_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_6,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_6_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_7_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_7_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_7_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_7_3x3,Conv,158597120000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_7_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_7_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_7_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_7_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_7,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_7_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_8_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_8_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_8_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_8_3x3,Conv,473169920000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_8_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_8_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_8_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_8_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_8,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_8_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_9_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_9_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_9_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_9_3x3,Conv,11796480000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_9_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_9_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_9_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_9_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_9,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_9_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_10_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_10_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_10_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_10_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_10_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_10_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_10_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_10_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_10,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_10_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_11_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_11_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_11_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_11_3x3,Conv,158597120000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_11_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_11_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_11_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_11_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_11,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_11_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_12_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_12_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_12_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_12_3x3,Conv,473169920000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_12_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_12_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_12_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_12_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_12,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_12_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_13_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_13_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_13_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_13_3x3,Conv,11796480000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_13_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_13_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_13_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_13_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_13,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_13_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_14_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_14_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_14_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_14_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_14_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_14_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_14_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_14_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_14,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_14_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_15_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_15_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_15_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_15_3x3,Conv,158597120000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_15_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_15_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_15_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_15_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_15,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_15_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_16_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_16_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_16_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_16_3x3,Conv,473169920000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_16_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_16_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_16_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_16_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_16,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_16_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_17_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_17_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_17_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_17_3x3,Conv,11796480000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_17_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_17_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_17_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_17_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_17,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_17_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_18_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_18_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_18_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_18_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_18_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_18_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_18_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_18_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_18,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_18_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_19_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_19_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_19_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_19_3x3,Conv,158597120000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_19_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_19_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_19_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_19_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_19,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_19_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_20_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_20_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_20_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_20_3x3,Conv,473169920000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_20_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_20_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_20_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_20_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_20,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_20_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_21_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_21_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_21_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_21_3x3,Conv,11796480000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_21_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_21_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_21_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_21_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_21,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
conv4_21_relu,Relu,20480000,20480000,0,10240000,0,0,0,0,0
conv4_22_1x1_reduce,Conv,5242880000,5270605824,0,2634022912,2560000,0,0,0,0
conv4_22_1x1_reduce/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_22_1x1_reduce/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_22_3x3,Conv,32768000000,11855663104,0,5926551552,2560000,0,0,0,0
conv4_22_3x3/bn,BatchNorm,5120000,48640000,10240000,15360000,7680000,5120000,0,0,0
conv4_22_3x3/relu,Relu,5120000,5120000,0,2560000,0,0,0,0,0
conv4_22_1x1_increase,Conv,5242880000,5278285824,0,2634022912,10240000,0,0,0,0
conv4_22_1x1_increase/bn,BatchNorm,20480000,194560000,40960000,61440000,30720000,20480000,0,0,0
conv4_22,ElementWise,10240000,40960000,0,20480000,0,0,0,0,0
