LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
conv_1,Conv,236027904,244858880,0,122028032,802816,0,0,0,0
batchnormalization_1,BatchNorm,1605632,15253504,3211264,4816896,2408448,1605632,0,0,0
mul_1,ElementWise,1605632,3211264,0,802816,1605632,0,0,0,0
add_1,ElementWise,802816,3211264,0,1605632,0,0,0,0,0
relu_1,Relu,1605632,1605632,0,802816,0,0,0,0,0
maxpool_1,Pooling,0,200704,0,0,200704,0,0,0,0
conv_2,Conv,25690112,25890816,0,12845056,200704,0,0,0,0
batchnormalization_2,BatchNorm,401408,3813376,802816,1204224,602112,401408,0,0,0
mul_2,ElementWise,401408,802816,0,200704,401408,0,0,0,0
add_2,ElementWise,200704,802816,0,401408,0,0,0,0,0
relu_2,Relu,401408,401408,0,200704,0,0,0,0,0
conv_3,Conv,693633024,694235136,0,346816512,602112,0,0,0,0
batchnormalization_3,BatchNorm,1204224,11440128,2408448,3612672,1806336,1204224,0,0,0
mul_3,ElementWise,1204224,2408448,0,602112,1204224,0,0,0,0
add_3,ElementWise,602112,2408448,0,1204224,0,0,0,0,0
relu_3,Relu,1204224,1204224,0,602112,0,0,0,0,0
maxpool_2,Pooling,0,145152,0,0,145152,0,0,0,0
conv_4,Conv,19267584,19710976,0,9830400,50176,0,0,0,0
batchnormalization_4,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
mul_4,ElementWise,100352,200704,0,50176,100352,0,0,0,0
add_4,ElementWise,50176,200704,0,100352,0,0,0,0,0
relu_4,Relu,100352,100352,0,50176,0,0,0,0,0
conv_5,Conv,19267584,19710976,0,9830400,50176,0,0,0,0
batchnormalization_5,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
mul_5,ElementWise,100352,200704,0,50176,100352,0,0,0,0
add_5,ElementWise,50176,200704,0,100352,0,0,0,0,0
relu_5,Relu,100352,100352,0,50176,0,0,0,0,0
conv_6,Conv,57802752,59032576,0,29491200,50176,0,0,0,0
batchnormalization_6,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
mul_6,ElementWise,100352,200704,0,50176,100352,0,0,0,0
add_6,ElementWise,50176,200704,0,100352,0,0,0,0,0
