LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
mobilenetv20_features_conv0_fwd,Conv,21676032,26091520,0,12845056,401408,0,0,0,0
mobilenetv20_features_batchnorm0_fwd,BatchNorm,802816,2424832,417792,802816,401408,16384,0,0,0
mobilenetv20_features_relu0_fwd,Relu,802816,802816,0,401408,0,0,0,0,0
mobilenetv20_features_linearbottleneck0_conv0_fwd,Conv,25690112,26091520,0,12845056,401408,0,0,0,0
mobilenetv20_features_linearbottleneck0_batchnorm0_fwd,BatchNorm,802816,2424832,417792,802816,401408,16384,0,0,0
mobilenetv20_features_linearbottleneck0_relu0_fwd,Relu,802816,802816,0,401408,0,0,0,0,0
mobilenetv20_features_linearbottleneck0_batchnorm1_fwd,BatchNorm,802816,2424832,417792,802816,401408,16384,0,0,0
mobilenetv20_features_linearbottleneck0_relu1_fwd,Relu,802816,802816,0,401408,0,0,0,0,0
mobilenetv20_features_linearbottleneck0_conv2_fwd,Conv,12845056,25890816,0,12845056,200704,0,0,0,0
mobilenetv20_features_linearbottleneck0_batchnorm2_fwd,BatchNorm,401408,1212416,208896,401408,200704,8192,0,0,0
mobilenetv20_features_linearbottleneck1_conv0_fwd,Conv,38535168,39739392,0,19267584,1204224,0,0,0,0
mobilenetv20_features_linearbottleneck1_batchnorm0_fwd,BatchNorm,2408448,7274496,1253376,2408448,1204224,49152,0,0,0
mobilenetv20_features_linearbottleneck1_relu0_fwd,Relu,2408448,2408448,0,1204224,0,0,0,0,0
mobilenetv20_features_linearbottleneck1_batchnorm1_fwd,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
mobilenetv20_features_linearbottleneck1_relu1_fwd,Relu,602112,602112,0,301056,0,0,0,0,0
mobilenetv20_features_linearbottleneck1_conv2_fwd,Conv,14450688,19342848,0,9633792,75264,0,0,0,0
mobilenetv20_features_linearbottleneck1_batchnorm2_fwd,BatchNorm,150528,463872,87552,150528,75264,12288,0,0,0
mobilenetv20_features_linearbottleneck2_conv0_fwd,Conv,21676032,24536064,0,12042240,451584,0,0,0,0
mobilenetv20_features_linearbottleneck2_batchnorm0_fwd,BatchNorm,903168,2783232,525312,903168,451584,73728,0,0,0
mobilenetv20_features_linearbottleneck2_relu0_fwd,Relu,903168,903168,0,451584,0,0,0,0,0
mobilenetv20_features_linearbottleneck2_batchnorm1_fwd,BatchNorm,903168,2783232,525312,903168,451584,73728,0,0,0
mobilenetv20_features_linearbottleneck2_relu1_fwd,Relu,903168,903168,0,451584,0,0,0,0,0
mobilenetv20_features_linearbottleneck2_conv2_fwd,Conv,21676032,28976640,0,14450688,75264,0,0,0,0
mobilenetv20_features_linearbottleneck2_batchnorm2_fwd,BatchNorm,150528,463872,87552,150528,75264,12288,0,0,0
mobilenetv20_features_linearbottleneck2_elemwise_add0,ElementWise,75264,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck3_conv0_fwd,Conv,21676032,24536064,0,12042240,451584,0,0,0,0
mobilenetv20_features_linearbottleneck3_batchnorm0_fwd,BatchNorm,903168,2783232,525312,903168,451584,73728,0,0,0
mobilenetv20_features_linearbottleneck3_relu0_fwd,Relu,903168,903168,0,451584,0,0,0,0,0
mobilenetv20_features_linearbottleneck3_batchnorm1_fwd,BatchNorm,225792,714240,149760,225792,112896,36864,0,0,0
mobilenetv20_features_linearbottleneck3_relu1_fwd,Relu,225792,225792,0,112896,0,0,0,0,0
mobilenetv20_features_linearbottleneck3_conv2_fwd,Conv,7225344,7397888,0,3686400,25088,0,0,0,0
mobilenetv20_features_linearbottleneck3_batchnorm2_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
mobilenetv20_features_linearbottleneck4_conv0_fwd,Conv,9633792,9980928,0,4915200,150528,0,0,0,0
mobilenetv20_features_linearbottleneck4_batchnorm0_fwd,BatchNorm,301056,2860032,602112,903168,451584,301056,0,0,0
mobilenetv20_features_linearbottleneck4_relu0_fwd,Relu,301056,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck4_batchnorm1_fwd,BatchNorm,301056,2860032,602112,903168,451584,301056,0,0,0
mobilenetv20_features_linearbottleneck4_relu1_fwd,Relu,301056,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck4_conv2_fwd,Conv,9633792,9855488,0,4915200,25088,0,0,0,0
mobilenetv20_features_linearbottleneck4_batchnorm2_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
mobilenetv20_features_linearbottleneck4_elemwise_add0,ElementWise,25088,100352,0,50176,0,0,0,0,0
mobilenetv20_features_linearbottleneck5_conv0_fwd,Conv,9633792,9980928,0,4915200,150528,0,0,0,0
mobilenetv20_features_linearbottleneck5_batchnorm0_fwd,BatchNorm,301056,2860032,602112,903168,451584,301056,0,0,0
mobilenetv20_features_linearbottleneck5_relu0_fwd,Relu,301056,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck5_batchnorm1_fwd,BatchNorm,301056,2860032,602112,903168,451584,301056,0,0,0
mobilenetv20_features_linearbottleneck5_relu1_fwd,Relu,301056,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck5_conv2_fwd,Conv,9633792,9855488,0,4915200,25088,0,0,0,0
mobilenetv20_features_linearbottleneck5_batchnorm2_fwd,BatchNorm,50176,476672,100352,150528,75264,50176,0,0,0
mobilenetv20_features_linearbottleneck5_elemwise_add0,ElementWise,25088,100352,0,50176,0,0,0,0,0
mobilenetv20_features_linearbottleneck6_conv0_fwd,Conv,9633792,9980928,0,4915200,150528,0,0,0,0
mobilenetv20_features_linearbottleneck6_batchnorm0_fwd,BatchNorm,301056,2860032,602112,903168,451584,301056,0,0,0
mobilenetv20_features_linearbottleneck6_relu0_fwd,Relu,301056,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck6_batchnorm1_fwd,BatchNorm,301056,2860032,602112,903168,451584,301056,0,0,0
mobilenetv20_features_linearbottleneck6_relu1_fwd,Relu,301056,301056,0,150528,0,0,0,0,0
mobilenetv20_features_linearbottleneck6_conv2_fwd,Conv,19267584,19710976,0,9830400,50176,0,0,0,0
mobilenetv20_features_linearbottleneck6_batchnorm2_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
mobilenetv20_features_linearbottleneck7_conv0_fwd,Conv,38535168,39622656,0,19660800,301056,0,0,0,0
mobilenetv20_features_linearbottleneck7_batchnorm0_fwd,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
mobilenetv20_features_linearbottleneck7_relu0_fwd,Relu,602112,602112,0,301056,0,0,0,0,0
mobilenetv20_features_linearbottleneck7_batchnorm1_fwd,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
mobilenetv20_features_linearbottleneck7_relu1_fwd,Relu,602112,602112,0,301056,0,0,0,0,0
mobilenetv20_features_linearbottleneck7_conv2_fwd,Conv,38535168,39371776,0,19660800,50176,0,0,0,0
mobilenetv20_features_linearbottleneck7_batchnorm2_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
mobilenetv20_features_linearbottleneck7_elemwise_add0,ElementWise,50176,200704,0,100352,0,0,0,0,0
mobilenetv20_features_linearbottleneck8_conv0_fwd,Conv,38535168,39622656,0,19660800,301056,0,0,0,0
mobilenetv20_features_linearbottleneck8_batchnorm0_fwd,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
mobilenetv20_features_linearbottleneck8_relu0_fwd,Relu,602112,602112,0,301056,0,0,0,0,0
mobilenetv20_features_linearbottleneck8_batchnorm1_fwd,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
mobilenetv20_features_linearbottleneck8_relu1_fwd,Relu,602112,602112,0,301056,0,0,0,0,0
mobilenetv20_features_linearbottleneck8_conv2_fwd,Conv,38535168,39371776,0,19660800,50176,0,0,0,0
mobilenetv20_features_linearbottleneck8_batchnorm2_fwd,BatchNorm,100352,953344,200704,301056,150528,100352,0,0,0
mobilenetv20_features_linearbottleneck8_elemwise_add0,ElementWise,50176,200704,0,100352,0,0,0,0,0
mobilenetv20_features_linearbottleneck9_conv0_fwd,Conv,38535168,39622656,0,19660800,301056,0,0,0,0
mobilenetv20_features_linearbottleneck9_batchnorm0_fwd,BatchNorm,602112,5720064,1204224,1806336,903168,602112,0,0,0
