LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv24_batchnorm0_fwd,BatchNorm,2408448,7237632
resnetv24_conv0_fwd,Conv,944111616,1958871040
resnetv24_batchnorm1_fwd,BatchNorm,12845056,38797312
resnetv24_relu0_fwd,Relu,12845056,12845056
resnetv24_pool0_fwd,Pooling,14450688,1605632
resnetv24_stage1_batchnorm0_fwd,BatchNorm,3211264,9895936
resnetv24_stage1_activation0,Relu,3211264,3211264
resnetv24_stage1_conv0_fwd,Conv,102760448,208732160
resnetv24_stage1_batchnorm1_fwd,BatchNorm,3211264,9895936
resnetv24_stage1_activation1,Relu,3211264,3211264
resnetv24_stage1_conv1_fwd,Conv,924844032,1851293696
resnetv24_stage1_batchnorm2_fwd,BatchNorm,3211264,9895936
resnetv24_stage1_activation2,Relu,3211264,3211264
resnetv24_stage1_conv2_fwd,Conv,411041792,828506112
resnetv24_stage1_conv3_fwd,Conv,411041792,828506112
resnetv24_stage1__plus0,ElementWise,6422528,25690112
resnetv24_stage1_batchnorm3_fwd,BatchNorm,12845056,39583744
resnetv24_stage1_activation3,Relu,12845056,12845056
resnetv24_stage1_conv4_fwd,Conv,411041792,823689216
resnetv24_stage1_batchnorm4_fwd,BatchNorm,3211264,9895936
resnetv24_stage1_activation4,Relu,3211264,3211264
resnetv24_stage1_conv5_fwd,Conv,924844032,1851293696
resnetv24_stage1_batchnorm5_fwd,BatchNorm,3211264,9895936
resnetv24_stage1_activation5,Relu,3211264,3211264
resnetv24_stage1_conv6_fwd,Conv,411041792,828506112
resnetv24_stage1__plus1,ElementWise,6422528,25690112
resnetv24_stage1_batchnorm6_fwd,BatchNorm,12845056,39583744
resnetv24_stage1_activation6,Relu,12845056,12845056
resnetv24_stage1_conv7_fwd,Conv,411041792,823689216
resnetv24_stage1_batchnorm7_fwd,BatchNorm,3211264,9895936
resnetv24_stage1_activation7,Relu,3211264,3211264
resnetv24_stage1_conv8_fwd,Conv,924844032,1851293696
