LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,118013952,244858880
conv_1,Conv,118013952,3211264
relu_1,Relu,1605632,1605632
maxpool_1,Pooling,1742400,193600
conv_2,Conv,12390400,25097280
conv_2,Conv,12390400,774400
relu_2,Relu,387200,387200
conv_3,Conv,334540800,672980160
conv_3,Conv,334540800,2323200
relu_3,Relu,1161600,1161600
maxpool_2,Pooling,1259712,139968
conv_4,Conv,8957952,18134592
conv_4,Conv,8957952,186624
relu_4,Relu,93312,93312
conv_5,Conv,13436928,27201888
conv_5,Conv,13436928,279936
relu_5,Relu,139968,139968
conv_6,Conv,80621568,162884736
conv_6,Conv,80621568,373248
relu_6,Relu,186624,186624
conv_7,Conv,2239488,9055632
conv_7,Conv,2239488,46656
relu_7,Relu,23328,23328
conv_8,Conv,9331200,18864928
conv_8,Conv,9331200,93312
relu_8,Relu,46656,46656
maxpool_3,Pooling,1259712,139968
conv_9,Conv,4478976,9067296
conv_9,Conv,4478976,93312
relu_9,Relu,46656,46656
conv_10,Conv,23887872,48327808
conv_10,Conv,23887872,373248
relu_10,Relu,186624,186624
conv_11,Conv,23887872,48327808
conv_11,Conv,23887872,373248
relu_11,Relu,186624,186624
conv_12,Conv,161243136,325722816
conv_12,Conv,161243136,559872
relu_12,Relu,279936,279936
conv_13,Conv,5971968,12081952
conv_13,Conv,5971968,93312
relu_13,Relu,46656,46656
conv_14,Conv,55987200,113119584
conv_14,Conv,55987200,279936
relu_14,Relu,139968,139968
maxpool_4,Pooling,1679616,186624
conv_15,Conv,11943936,24163904
conv_15,Conv,11943936,186624
relu_15,Relu,93312,93312
maxpool_5,Pooling,730080,81120
conv_16,Conv,15575040,35421888
conv_16,Conv,15575040,129792
relu_16,Relu,64896,64896
conv_17,Conv,7787520,17710944
conv_17,Conv,7787520,64896
relu_17,Relu,32448,32448
conv_18,Conv,30371328,74352976
conv_18,Conv,30371328,140608
relu_18,Relu,70304,70304
conv_19,Conv,1297920,5900944
conv_19,Conv,1297920,10816
relu_19,Relu,5408,5408
conv_20,Conv,3244800,9838512
conv_20,Conv,3244800,32448
relu_20,Relu,16224,16224
maxpool_6,Pooling,730080,81120
conv_21,Conv,5191680,11807296
conv_21,Conv,5191680,43264
relu_21,Relu,21632,21632
conv_22,Conv,13844480,31484320
conv_22,Conv,13844480,108160
relu_22,Relu,54080,54080
conv_23,Conv,9691136,25184752
conv_23,Conv,9691136,75712
relu_23,Relu,37856,37856
conv_24,Conv,38158848,86741984
conv_24,Conv,38158848,151424
relu_24,Relu,75712,75712
conv_25,Conv,2076672,6295512
conv_25,Conv,2076672,16224
relu_25,Relu,8112,8112
conv_26,Conv,6489600,14756416
conv_26,Conv,6489600,43264
relu_26,Relu,21632,21632
maxpool_7,Pooling,778752,86528
conv_27,Conv,5537792,12593728
conv_27,Conv,5537792,43264
relu_27,Relu,21632,21632
conv_28,Conv,11075584,25187456
conv_28,Conv,11075584,86528
relu_28,Relu,43264,43264
conv_29,Conv,11075584,25187456
conv_29,Conv,11075584,86528
relu_29,Relu,43264,43264
conv_30,Conv,49840128,113289472
conv_30,Conv,49840128,173056
relu_30,Relu,86528,86528
conv_31,Conv,2076672,6295512
conv_31,Conv,2076672,16224
relu_31,Relu,8112,8112
conv_32,Conv,6489600,14756416
conv_32,Conv,6489600,43264
relu_32,Relu,21632,21632
maxpool_8,Pooling,778752,86528
conv_33,Conv,5537792,12593728
conv_33,Conv,5537792,43264
relu_33,Relu,21632,21632
conv_34,Conv,9691136,25184752
conv_34,Conv,9691136,75712
relu_34,Relu,37856,37856
conv_35,Conv,12460032,31481616
conv_35,Conv,12460032,97344
relu_35,Relu,48672,48672
conv_36,Conv,63078912,143375904
conv_36,Conv,63078912,194688
relu_36,Relu,97344,97344
conv_37,Conv,2768896,6296864
conv_37,Conv,2768896,21632
relu_37,Relu,10816,10816
conv_38,Conv,8652800,19671616
conv_38,Conv,8652800,43264
relu_38,Relu,21632,21632
maxpool_9,Pooling,778752,86528
conv_39,Conv,5537792,12593728
conv_39,Conv,5537792,43264
relu_39,Relu,21632,21632
conv_40,Conv,22843392,51947776
conv_40,Conv,22843392,173056
relu_40,Relu,86528,86528
conv_41,Conv,14277120,32467360
conv_41,Conv,14277120,108160
relu_41,Relu,54080,54080
conv_42,Conv,77875200,177001280
conv_42,Conv,77875200,216320
relu_42,Relu,108160,108160
conv_43,Conv,2855424,6493472
conv_43,Conv,2855424,21632
relu_43,Relu,10816,10816
conv_44,Conv,17305600,39343232
conv_44,Conv,17305600,86528
relu_44,Relu,43264,43264
maxpool_10,Pooling,803088,89232
conv_45,Conv,11421696,25973888
conv_45,Conv,11421696,86528
relu_45,Relu,43264,43264
maxpool_11,Pooling,269568,29952
