LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,1625868288,1650502656
conv_1,Conv,1625868288,8957952
relu_1,Relu,4478976,4478976
maxpool_1,Pooling,0,559104
conv2_2,Conv,3322675200,6686056448
conv2_2,Conv,3322675200,5537792
relu_2,Relu,2768896,2768896
maxpool_2,Pooling,0,294912
conv_3,Conv,2038431744,2038874112
conv_3,Conv,2038431744,1769472
relu_3,Relu,884736,884736
conv4_2,Conv,1528823808,3058089984
conv4_2,Conv,1528823808,1769472
relu_4,Relu,884736,884736
conv5_2,Conv,1019215872,2038726656
conv5_2,Conv,1019215872,1179648
relu_5,Relu,589824,589824
maxpool_3,Pooling,0,61440
gemm_1,Gemm,75501568,76992512
relu_6,Relu,8192,8192
dropout_1,Dropout,0,34766
dropout_1,Dropout,0,34766
gemm_2,Gemm,33558528,34230272
relu_7,Relu,8192,8192
dropout_2,Dropout,0,34766
dropout_2,Dropout,0,34766
gemm_3,Gemm,8193000,8523048
softmax_1,Softmax,3000,11389
