LayerName,LayerType,Theoretical Flops,flop_count_sp
conv1_1_3x3_s2,Conv,2211840000,5406720000
conv1_1_3x3_s2/bn,BatchNorm,163840000,1024000000
conv1_1_3x3_s2/relu,Relu,163840000,163840000
conv1_2_3x3,Conv,47185920000,384271872
conv1_2_3x3/bn,BatchNorm,163840000,1024000000
conv1_2_3x3/relu,Relu,163840000,163840000
conv1_3_3x3,Conv,94371840000,878026752
conv1_3_3x3/bn,BatchNorm,327680000,2048000000
conv1_3_3x3/relu,Relu,327680000,327680000
pool1_3x3_s2,Pooling,364962816,40551424
conv2_1_1x1_reduce,Conv,2595291136,5211251200
conv2_1_1x1_reduce/bn,BatchNorm,40551424,253446400
conv2_1_1x1_reduce/relu,Relu,40551424,40551424
conv2_1_3x3,Conv,11678810112,442866344
conv2_1_3x3/bn,BatchNorm,40551424,253446400
conv2_1_3x3/relu,Relu,40551424,40551424
conv2_1_1x1_increase,Conv,5190582272,10463053824
conv2_1_1x1_increase/bn,BatchNorm,162205696,1013785600
conv2_1_1x1_proj,Conv,10381164544,4904685858
conv2_1_1x1_proj/bn,BatchNorm,162205696,1013785600
conv2_1,ElementWise,81102848,324411392
conv2_1_relu,Relu,162205696,162205696
conv2_2_1x1_reduce,Conv,5190582272,10402226688
conv2_2_1x1_reduce/bn,BatchNorm,40551424,253446400
conv2_2_1x1_reduce/relu,Relu,40551424,40551424
conv2_2_3x3,Conv,11678810112,442866344
conv2_2_3x3/bn,BatchNorm,40551424,253446400
conv2_2_3x3/relu,Relu,40551424,40551424
conv2_2_1x1_increase,Conv,5190582272,10463053824
conv2_2_1x1_increase/bn,BatchNorm,162205696,1013785600
conv2_2,ElementWise,81102848,324411392
conv2_2_relu,Relu,162205696,162205696
conv2_3_1x1_reduce,Conv,5190582272,10402226688
conv2_3_1x1_reduce/bn,BatchNorm,40551424,253446400
conv2_3_1x1_reduce/relu,Relu,40551424,40551424
conv2_3_3x3,Conv,11678810112,442866344
conv2_3_3x3/bn,BatchNorm,40551424,253446400
conv2_3_3x3/relu,Relu,40551424,40551424
conv2_3_1x1_increase,Conv,5190582272,10463053824
conv2_3_1x1_increase/bn,BatchNorm,162205696,1013785600
conv2_3,ElementWise,81102848,324411392
conv2_3_relu,Relu,162205696,162205696
conv3_1_1x1_reduce,Conv,2621440000,5253120000
conv3_1_1x1_reduce/bn,BatchNorm,20480000,128000000
conv3_1_1x1_reduce/relu,Relu,20480000,20480000
conv3_1_3x3,Conv,11796480000,1711661056
conv3_1_3x3/bn,BatchNorm,20480000,128000000
conv3_1_3x3/relu,Relu,20480000,20480000
conv3_1_1x1_increase,Conv,5242880000,4356006912
conv3_1_1x1_increase/bn,BatchNorm,81920000,512000000
conv3_1_1x1_proj,Conv,10485760000,21012480000
conv3_1_1x1_proj/bn,BatchNorm,81920000,512000000
conv3_1,ElementWise,40960000,163840000
conv3_1_relu,Relu,81920000,81920000
conv3_2_1x1_reduce,Conv,5242880000,10496000000
conv3_2_1x1_reduce/bn,BatchNorm,20480000,128000000
conv3_2_1x1_reduce/relu,Relu,20480000,20480000
conv3_2_3x3,Conv,11796480000,1711661056
conv3_2_3x3/bn,BatchNorm,20480000,128000000
conv3_2_3x3/relu,Relu,20480000,20480000
conv3_2_1x1_increase,Conv,5242880000,4356006912
conv3_2_1x1_increase/bn,BatchNorm,81920000,512000000
conv3_2,ElementWise,40960000,163840000
conv3_2_relu,Relu,81920000,81920000
conv3_3_1x1_reduce,Conv,5242880000,10496000000
conv3_3_1x1_reduce/bn,BatchNorm,20480000,128000000
conv3_3_1x1_reduce/relu,Relu,20480000,20480000
conv3_3_3x3,Conv,11796480000,1711661056
conv3_3_3x3/bn,BatchNorm,20480000,128000000
conv3_3_3x3/relu,Relu,20480000,20480000
conv3_3_1x1_increase,Conv,5242880000,4356006912
conv3_3_1x1_increase/bn,BatchNorm,81920000,512000000
conv3_3,ElementWise,40960000,163840000
conv3_3_relu,Relu,81920000,81920000
conv3_4_1x1_reduce,Conv,5242880000,10496000000
conv3_4_1x1_reduce/bn,BatchNorm,20480000,128000000
conv3_4_1x1_reduce/relu,Relu,20480000,20480000
conv3_4_3x3,Conv,11796480000,1711661056
conv3_4_3x3/bn,BatchNorm,20480000,128000000
conv3_4_3x3/relu,Relu,20480000,20480000
conv3_4_1x1_increase,Conv,5242880000,4356006912
conv3_4_1x1_increase/bn,BatchNorm,81920000,512000000
conv3_4,ElementWise,40960000,163840000
conv3_4_relu,Relu,81920000,81920000
conv4_1_1x1_reduce,Conv,10485760000,20992000000
conv4_1_1x1_reduce/bn,BatchNorm,40960000,256000000
conv4_1_1x1_reduce/relu,Relu,40960000,40960000
conv4_1_3x3,Conv,131072000000,94412800000
conv4_1_3x3/bn,BatchNorm,40960000,256000000
conv4_1_3x3/relu,Relu,40960000,40960000
conv4_1_1x1_increase,Conv,20971520000,877363200
conv4_1_1x1_increase/bn,BatchNorm,163840000,1024000000
conv4_1_1x1_proj,Conv,41943040000,877363200
conv4_1_1x1_proj/bn,BatchNorm,163840000,1024000000
conv4_1,ElementWise,81920000,327680000
conv4_1_relu,Relu,163840000,163840000
conv4_2_1x1_reduce,Conv,20971520000,279969792
conv4_2_1x1_reduce/bn,BatchNorm,40960000,256000000
conv4_2_1x1_reduce/relu,Relu,40960000,40960000
conv4_2_3x3,Conv,131072000000,94412800000
conv4_2_3x3/bn,BatchNorm,40960000,256000000
conv4_2_3x3/relu,Relu,40960000,40960000
conv4_2_1x1_increase,Conv,20971520000,877363200
conv4_2_1x1_increase/bn,BatchNorm,163840000,1024000000
conv4_2,ElementWise,81920000,327680000
conv4_2_relu,Relu,163840000,163840000
conv4_3_1x1_reduce,Conv,20971520000,279969792
conv4_3_1x1_reduce/bn,BatchNorm,40960000,256000000
conv4_3_1x1_reduce/relu,Relu,40960000,40960000
conv4_3_3x3,Conv,634388480000,94392320000
conv4_3_3x3/bn,BatchNorm,40960000,256000000
conv4_3_3x3/relu,Relu,40960000,40960000
conv4_3_1x1_increase,Conv,20971520000,877363200
conv4_3_1x1_increase/bn,BatchNorm,163840000,1024000000
conv4_3,ElementWise,81920000,327680000
conv4_3_relu,Relu,163840000,163840000
conv4_4_1x1_reduce,Conv,20971520000,279969792
conv4_4_1x1_reduce/bn,BatchNorm,40960000,256000000
conv4_4_1x1_reduce/relu,Relu,40960000,40960000
conv4_4_3x3,Conv,1892679680000,94392320000
conv4_4_3x3/bn,BatchNorm,40960000,256000000
conv4_4_3x3/relu,Relu,40960000,40960000
conv4_4_1x1_increase,Conv,20971520000,877363200
conv4_4_1x1_increase/bn,BatchNorm,163840000,1024000000
conv4_4,ElementWise,81920000,327680000
conv4_4_relu,Relu,163840000,163840000
conv4_5_1x1_reduce,Conv,20971520000,279969792
conv4_5_1x1_reduce/bn,BatchNorm,40960000,256000000
conv4_5_1x1_reduce/relu,Relu,40960000,40960000
conv4_5_3x3,Conv,47185920000,6727035560
conv4_5_3x3/bn,BatchNorm,40960000,256000000
conv4_5_3x3/relu,Relu,40960000,40960000
conv4_5_1x1_increase,Conv,20971520000,877363200
