LayerName,LayerType,Theoretical Flops,flop_count_sp
squeezenet0_conv0_fwd,Conv,170325504,410141184
squeezenet0_conv0_fwd,Conv,170325504,25233408
squeezenet0_relu0_fwd,Relu,12616704,12616704
squeezenet0_pool0_fwd,Pooling,13939200,1548800
squeezenet0_conv1_fwd,Conv,24780800,99608704
squeezenet0_conv1_fwd,Conv,24780800,1548800
squeezenet0_relu1_fwd,Relu,774400,774400
squeezenet0_conv2_fwd,Conv,24780800,51159552
squeezenet0_conv2_fwd,Conv,24780800,6195200
squeezenet0_relu2_fwd,Relu,3097600,3097600
squeezenet0_conv3_fwd,Conv,223027200,448045568
squeezenet0_conv3_fwd,Conv,223027200,6195200
squeezenet0_relu3_fwd,Relu,3097600,3097600
squeezenet0_conv4_fwd,Conv,49561600,401571840
squeezenet0_conv4_fwd,Conv,49561600,1548800
squeezenet0_relu4_fwd,Relu,774400,774400
squeezenet0_conv5_fwd,Conv,24780800,51159552
squeezenet0_conv5_fwd,Conv,24780800,6195200
squeezenet0_relu5_fwd,Relu,3097600,3097600
squeezenet0_conv6_fwd,Conv,223027200,448045568
squeezenet0_conv6_fwd,Conv,223027200,6195200
squeezenet0_relu6_fwd,Relu,3097600,3097600
squeezenet0_pool1_fwd,Pooling,6718464,746496
squeezenet0_conv7_fwd,Conv,23887872,48158976
squeezenet0_conv7_fwd,Conv,23887872,746496
squeezenet0_relu7_fwd,Relu,373248,373248
squeezenet0_conv8_fwd,Conv,23887872,48718848
squeezenet0_conv8_fwd,Conv,23887872,2985984
squeezenet0_relu8_fwd,Relu,1492992,1492992
squeezenet0_conv9_fwd,Conv,214990848,432497664
squeezenet0_conv9_fwd,Conv,214990848,2985984
squeezenet0_relu9_fwd,Relu,1492992,1492992
squeezenet0_conv10_fwd,Conv,47775744,96131328
squeezenet0_conv10_fwd,Conv,47775744,746496
squeezenet0_relu10_fwd,Relu,373248,373248
squeezenet0_conv11_fwd,Conv,23887872,48718848
squeezenet0_conv11_fwd,Conv,23887872,2985984
squeezenet0_relu11_fwd,Relu,1492992,1492992
squeezenet0_conv12_fwd,Conv,214990848,432497664
squeezenet0_conv12_fwd,Conv,214990848,2985984
squeezenet0_relu12_fwd,Relu,1492992,1492992
squeezenet0_pool2_fwd,Pooling,3115008,346112
squeezenet0_conv13_fwd,Conv,16613376,46317568
squeezenet0_conv13_fwd,Conv,16613376,259584
squeezenet0_relu13_fwd,Relu,129792,129792
squeezenet0_conv14_fwd,Conv,12460032,25622016
squeezenet0_conv14_fwd,Conv,12460032,1038336
squeezenet0_relu14_fwd,Relu,519168,519168
squeezenet0_conv15_fwd,Conv,112140288,228521472
squeezenet0_conv15_fwd,Conv,112140288,1038336
squeezenet0_relu15_fwd,Relu,519168,519168
squeezenet0_conv16_fwd,Conv,24920064,67698048
squeezenet0_conv16_fwd,Conv,24920064,259584
squeezenet0_relu16_fwd,Relu,129792,129792
squeezenet0_conv17_fwd,Conv,12460032,25622016
squeezenet0_conv17_fwd,Conv,12460032,1038336
squeezenet0_relu17_fwd,Relu,519168,519168
squeezenet0_conv18_fwd,Conv,112140288,228521472
squeezenet0_conv18_fwd,Conv,112140288,1038336
squeezenet0_relu18_fwd,Relu,519168,519168
squeezenet0_conv19_fwd,Conv,33226752,67719680
squeezenet0_conv19_fwd,Conv,33226752,346112
squeezenet0_relu19_fwd,Relu,173056,173056
squeezenet0_conv20_fwd,Conv,22151168,45434880
squeezenet0_conv20_fwd,Conv,22151168,1384448
squeezenet0_relu20_fwd,Relu,692224,692224
squeezenet0_conv21_fwd,Conv,199360512,406145024
squeezenet0_conv21_fwd,Conv,199360512,1384448
squeezenet0_relu21_fwd,Relu,692224,692224
squeezenet0_conv22_fwd,Conv,44302336,90264064
squeezenet0_conv22_fwd,Conv,44302336,346112
squeezenet0_relu22_fwd,Relu,173056,173056
squeezenet0_conv23_fwd,Conv,22151168,45434880
squeezenet0_conv23_fwd,Conv,22151168,1384448
squeezenet0_relu23_fwd,Relu,692224,692224
squeezenet0_conv24_fwd,Conv,199360512,406145024
squeezenet0_conv24_fwd,Conv,199360512,1384448
squeezenet0_relu24_fwd,Relu,692224,692224
squeezenet0_dropout0_fwd,Dropout,692224,2549757
squeezenet0_conv25_fwd,Conv,692224000,1444192576
squeezenet0_conv25_fwd,Conv,692224000,5408000
squeezenet0_relu25_fwd,Relu,2704000,2704000
squeezenet0_pool3_fwd,Pooling,1352000,1576000
