LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,236027904,245661696
conv_1,Conv,236027904,3211264
relu_1,Relu,1605632,1605632
maxpool_1,Pooling,0,193600
conv_2,Conv,25690112,25890816
conv_2,Conv,25690112,802816
relu_2,Relu,401408,401408
conv_3,Conv,693633024,694235136
conv_3,Conv,693633024,2408448
relu_3,Relu,1204224,1204224
maxpool_2,Pooling,0,150336
conv_4,Conv,19267584,19710976
conv_4,Conv,19267584,200704
relu_4,Relu,100352,100352
conv_5,Conv,28901376,29566464
conv_5,Conv,28901376,301056
relu_5,Relu,150528,150528
conv_6,Conv,173408256,177047552
conv_6,Conv,173408256,401408
relu_6,Relu,200704,200704
conv_7,Conv,4816896,9842944
conv_7,Conv,4816896,50176
relu_7,Relu,25088,25088
conv_8,Conv,20070400,20505088
conv_8,Conv,20070400,100352
relu_8,Relu,50176,50176
maxpool_3,Pooling,0,4000512
conv_9,Conv,9633792,9855488
conv_9,Conv,9633792,100352
relu_9,Relu,50176,50176
conv_10,Conv,51380224,52529152
conv_10,Conv,51380224,401408
relu_10,Relu,200704,200704
conv_11,Conv,51380224,52529152
conv_11,Conv,51380224,401408
relu_11,Relu,200704,200704
conv_12,Conv,346816512,354044928
conv_12,Conv,346816512,602112
relu_12,Relu,301056,301056
conv_13,Conv,12845056,29474816
conv_13,Conv,12845056,100352
relu_13,Relu,50176,50176
conv_14,Conv,120422400,122955264
conv_14,Conv,120422400,301056
relu_14,Relu,150528,150528
maxpool_4,Pooling,0,5334016
conv_15,Conv,25690112,26264576
conv_15,Conv,25690112,200704
relu_15,Relu,100352,100352
maxpool_5,Pooling,0,93600
conv_16,Conv,36126720,41325312
conv_16,Conv,36126720,150528
relu_16,Relu,75264,75264
conv_17,Conv,18063360,20662656
conv_17,Conv,18063360,75264
relu_17,Relu,37632,37632
conv_18,Conv,70447104,86744896
conv_18,Conv,70447104,163072
relu_18,Relu,81536,81536
conv_19,Conv,3010560,6884416
conv_19,Conv,3010560,12544
relu_19,Relu,6272,6272
conv_20,Conv,7526400,11478208
conv_20,Conv,7526400,37632
relu_20,Relu,18816,18816
maxpool_6,Pooling,0,94080
conv_21,Conv,12042240,13775104
conv_21,Conv,12042240,50176
relu_21,Relu,25088,25088
conv_22,Conv,32112640,36731520
conv_22,Conv,32112640,125440
relu_22,Relu,62720,62720
conv_23,Conv,22478848,29382080
conv_23,Conv,22478848,87808
relu_23,Relu,43904,43904
conv_24,Conv,88510464,101198720
conv_24,Conv,88510464,175616
relu_24,Relu,87808,87808
conv_25,Conv,4816896,7344736
conv_25,Conv,4816896,18816
relu_25,Relu,9408,9408
conv_26,Conv,15052800,17215744
