LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,335329344,348546912
conv_1,Conv,335329344,4562304
relu_1,Relu,2281152,2281152
maxpool_1,Pooling,0,279936
conv_2,Conv,768000000,786592000
conv_2,Conv,768000000,640000
relu_2,Relu,320000,320000
maxpool_2,Pooling,0,36864
conv_3,Conv,339738624,377561088
conv_3,Conv,339738624,294912
relu_3,Relu,147456,147456
conv_4,Conv,679477248,755048448
conv_4,Conv,679477248,294912
relu_4,Relu,147456,147456
conv_5,Conv,679477248,755048448
conv_5,Conv,679477248,294912
relu_5,Relu,147456,147456
maxpool_3,Pooling,0,18432
gemm_1,Gemm,150999040,153964544
relu_6,Relu,8192,8192
gemm_2,Gemm,8389632,8557568
relu_7,Relu,2048,100352
gemm_3,Gemm,2049000,2137512
softmax_1,Softmax,3000,11260
