LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv17_conv0_fwd,Conv,236027904,245661696
resnetv17_batchnorm0_fwd,BatchNorm,1605632,15253504
resnetv17_relu0_fwd,Relu,1605632,1605632
resnetv17_pool0_fwd,Pooling,0,200704
resnetv17_stage1_conv0_fwd,Conv,25690112,25890816
resnetv17_stage1_conv0_fwd,Conv,25690112,802816
resnetv17_stage1_batchnorm0_fwd,BatchNorm,401408,3813376
resnetv17_stage1_relu0_fwd,Relu,401408,401408
resnetv17_stage1_conv1_fwd,Conv,231211008,231411712
resnetv17_stage1_batchnorm1_fwd,BatchNorm,401408,3813376
resnetv17_stage1_relu1_fwd,Relu,401408,401408
resnetv17_stage1_conv2_fwd,Conv,102760448,103563264
resnetv17_stage1_conv2_fwd,Conv,102760448,3211264
resnetv17_stage1_batchnorm2_fwd,BatchNorm,1605632,15253504
resnetv17_stage1_conv3_fwd,Conv,102760448,103563264
resnetv17_stage1_batchnorm3_fwd,BatchNorm,1605632,15253504
resnetv17_stage1__plus0,ElementWise,802816,3211264
resnetv17_stage1_activation0,Relu,1605632,1605632
resnetv17_stage1_conv4_fwd,Conv,102760448,102961152
resnetv17_stage1_conv4_fwd,Conv,102760448,802816
resnetv17_stage1_batchnorm4_fwd,BatchNorm,401408,3813376
resnetv17_stage1_relu2_fwd,Relu,401408,401408
resnetv17_stage1_conv5_fwd,Conv,231211008,231411712
resnetv17_stage1_batchnorm5_fwd,BatchNorm,401408,3813376
resnetv17_stage1_relu3_fwd,Relu,401408,401408
resnetv17_stage1_conv6_fwd,Conv,102760448,103563264
resnetv17_stage1_conv6_fwd,Conv,102760448,3211264
resnetv17_stage1_batchnorm6_fwd,BatchNorm,1605632,15253504
resnetv17_stage1__plus1,ElementWise,802816,3211264
resnetv17_stage1_activation1,Relu,1605632,1605632
resnetv17_stage1_conv7_fwd,Conv,102760448,102961152
resnetv17_stage1_conv7_fwd,Conv,102760448,802816
resnetv17_stage1_batchnorm7_fwd,BatchNorm,401408,3813376
resnetv17_stage1_relu4_fwd,Relu,401408,401408
resnetv17_stage1_conv8_fwd,Conv,231211008,231411712
resnetv17_stage1_batchnorm8_fwd,BatchNorm,401408,3813376
resnetv17_stage1_relu5_fwd,Relu,401408,401408
resnetv17_stage1_conv9_fwd,Conv,102760448,103563264
resnetv17_stage1_conv9_fwd,Conv,102760448,3211264
resnetv17_stage1_batchnorm9_fwd,BatchNorm,1605632,15253504
resnetv17_stage1__plus2,ElementWise,802816,3211264
resnetv17_stage1_activation2,Relu,1605632,1605632
resnetv17_stage2_conv0_fwd,Conv,51380224,52529152
resnetv17_stage2_conv0_fwd,Conv,51380224,401408
resnetv17_stage2_batchnorm0_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu0_fwd,Relu,200704,200704
resnetv17_stage2_conv1_fwd,Conv,231211008,236029952
resnetv17_stage2_batchnorm1_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu1_fwd,Relu,200704,200704
resnetv17_stage2_conv2_fwd,Conv,102760448,105259008
resnetv17_stage2_conv2_fwd,Conv,102760448,1605632
resnetv17_stage2_batchnorm2_fwd,BatchNorm,802816,7626752
resnetv17_stage2_conv3_fwd,Conv,205520896,210116608
resnetv17_stage2_batchnorm3_fwd,BatchNorm,802816,7626752
resnetv17_stage2__plus0,ElementWise,401408,1605632
resnetv17_stage2_activation0,Relu,802816,802816
resnetv17_stage2_conv4_fwd,Conv,102760448,104957952
resnetv17_stage2_conv4_fwd,Conv,102760448,401408
resnetv17_stage2_batchnorm4_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu2_fwd,Relu,200704,200704
resnetv17_stage2_conv5_fwd,Conv,231211008,236029952
resnetv17_stage2_batchnorm5_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu3_fwd,Relu,200704,200704
resnetv17_stage2_conv6_fwd,Conv,102760448,105259008
resnetv17_stage2_conv6_fwd,Conv,102760448,1605632
resnetv17_stage2_batchnorm6_fwd,BatchNorm,802816,7626752
resnetv17_stage2__plus1,ElementWise,401408,1605632
resnetv17_stage2_activation1,Relu,802816,802816
resnetv17_stage2_conv7_fwd,Conv,102760448,104957952
resnetv17_stage2_conv7_fwd,Conv,102760448,401408
resnetv17_stage2_batchnorm7_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu4_fwd,Relu,200704,200704
resnetv17_stage2_conv8_fwd,Conv,231211008,236029952
resnetv17_stage2_batchnorm8_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu5_fwd,Relu,200704,200704
resnetv17_stage2_conv9_fwd,Conv,102760448,105259008
resnetv17_stage2_conv9_fwd,Conv,102760448,1605632
resnetv17_stage2_batchnorm9_fwd,BatchNorm,802816,7626752
resnetv17_stage2__plus2,ElementWise,401408,1605632
resnetv17_stage2_activation2,Relu,802816,802816
resnetv17_stage2_conv10_fwd,Conv,102760448,104957952
resnetv17_stage2_conv10_fwd,Conv,102760448,401408
resnetv17_stage2_batchnorm10_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu6_fwd,Relu,200704,200704
resnetv17_stage2_conv11_fwd,Conv,231211008,236029952
resnetv17_stage2_batchnorm11_fwd,BatchNorm,200704,1906688
resnetv17_stage2_relu7_fwd,Relu,200704,200704
resnetv17_stage2_conv12_fwd,Conv,102760448,105259008
resnetv17_stage2_conv12_fwd,Conv,102760448,1605632
resnetv17_stage2_batchnorm12_fwd,BatchNorm,802816,7626752
resnetv17_stage2__plus3,ElementWise,401408,1605632
resnetv17_stage2_activation3,Relu,802816,802816
resnetv17_stage3_conv0_fwd,Conv,51380224,58770432
resnetv17_stage3_conv0_fwd,Conv,51380224,200704
resnetv17_stage3_batchnorm0_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu0_fwd,Relu,100352,100352
resnetv17_stage3_conv1_fwd,Conv,231211008,264291328
resnetv17_stage3_batchnorm1_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu1_fwd,Relu,100352,100352
resnetv17_stage3_conv2_fwd,Conv,102760448,117641216
resnetv17_stage3_conv2_fwd,Conv,102760448,802816
resnetv17_stage3_batchnorm2_fwd,BatchNorm,401408,3813376
resnetv17_stage3_conv3_fwd,Conv,205520896,235081728
resnetv17_stage3_batchnorm3_fwd,BatchNorm,401408,3813376
resnetv17_stage3__plus0,ElementWise,200704,802816
resnetv17_stage3_activation0,Relu,401408,2048
resnetv17_stage3_conv4_fwd,Conv,102760448,117490688
resnetv17_stage3_conv4_fwd,Conv,102760448,200704
resnetv17_stage3_batchnorm4_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu2_fwd,Relu,100352,100352
resnetv17_stage3_conv5_fwd,Conv,231211008,264291328
resnetv17_stage3_batchnorm5_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu3_fwd,Relu,100352,100352
resnetv17_stage3_conv6_fwd,Conv,102760448,117641216
resnetv17_stage3_conv6_fwd,Conv,102760448,802816
resnetv17_stage3_batchnorm6_fwd,BatchNorm,401408,3813376
resnetv17_stage3__plus1,ElementWise,200704,802816
resnetv17_stage3_activation1,Relu,401408,2048
resnetv17_stage3_conv7_fwd,Conv,102760448,117490688
resnetv17_stage3_conv7_fwd,Conv,102760448,200704
resnetv17_stage3_batchnorm7_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu4_fwd,Relu,100352,100352
resnetv17_stage3_conv8_fwd,Conv,231211008,264291328
resnetv17_stage3_batchnorm8_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu5_fwd,Relu,100352,100352
resnetv17_stage3_conv9_fwd,Conv,102760448,117641216
resnetv17_stage3_conv9_fwd,Conv,102760448,802816
resnetv17_stage3_batchnorm9_fwd,BatchNorm,401408,3813376
resnetv17_stage3__plus2,ElementWise,200704,802816
resnetv17_stage3_activation2,Relu,401408,2048
resnetv17_stage3_conv10_fwd,Conv,102760448,117490688
resnetv17_stage3_conv10_fwd,Conv,102760448,200704
resnetv17_stage3_batchnorm10_fwd,BatchNorm,100352,953344
resnetv17_stage3_relu6_fwd,Relu,100352,100352
resnetv17_stage3_conv11_fwd,Conv,231211008,264291328
resnetv17_stage3_batchnorm11_fwd,BatchNorm,100352,953344
