LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,101616768,208291200
conv_1,Conv,101616768,1119744
relu_1,Relu,559872,559872
maxpool_1,Pooling,584064,64896
conv2_2,Conv,207667200,865248256
conv2_2,Conv,207667200,692224
relu_2,Relu,346112,346112
maxpool_2,Pooling,331776,36864
conv_3,Conv,127401984,283170816
conv_3,Conv,127401984,221184
relu_3,Relu,110592,110592
conv4_2,Conv,95551488,424728576
conv4_2,Conv,95551488,221184
relu_4,Relu,110592,110592
conv5_2,Conv,63700992,283152384
conv5_2,Conv,63700992,147456
relu_5,Relu,73728,73728
maxpool_3,Pooling,82944,7680
gemm_1,Gemm,37752832,76992512
relu_6,Relu,8192,8192
dropout_1,Dropout,4096,34798
dropout_1,Dropout,4096,34798
gemm_2,Gemm,16781312,34230272
relu_7,Relu,8192,8192
dropout_2,Dropout,4096,34798
dropout_2,Dropout,4096,34798
gemm_3,Gemm,4097000,8523048
softmax_1,Softmax,3000,11260
