LayerName,LayerType,Theoretical Flops,flop_count_sp
bn0,BatchNorm,1605632,15253504
relu0,Relu,2408448,1605632
stage1_unit1_bn1,BatchNorm,1605632,15253504
stage1_unit1_bn2,BatchNorm,1605632,15253504
stage1_unit1_relu1,Relu,2408448,1605632
stage1_unit1_bn3,BatchNorm,401408,3813376
stage1_unit1_sc,BatchNorm,401408,3813376
_plus0,ElementWise,200704,802816
stage1_unit2_bn1,BatchNorm,401408,3813376
stage1_unit2_conv1,Conv,231211008,231411712
stage1_unit2_bn2,BatchNorm,401408,3813376
stage1_unit2_relu1,Relu,602112,401408
stage1_unit2_conv2,Conv,231211008,231411712
stage1_unit2_bn3,BatchNorm,401408,3813376
_plus1,ElementWise,200704,802816
stage1_unit3_bn1,BatchNorm,401408,3813376
stage1_unit3_conv1,Conv,231211008,231411712
stage1_unit3_bn2,BatchNorm,401408,3813376
stage1_unit3_relu1,Relu,602112,401408
stage1_unit3_conv2,Conv,231211008,231411712
stage1_unit3_bn3,BatchNorm,401408,3813376
_plus2,ElementWise,200704,802816
stage2_unit1_bn1,BatchNorm,401408,3813376
stage2_unit1_bn2,BatchNorm,802816,2473984
stage2_unit1_relu1,Relu,1204224,802816
stage2_unit1_conv2,Conv,231211008,264470528
stage2_unit1_bn3,BatchNorm,200704,1906688
stage2_unit1_conv1sc,Conv,12845056,13207552
stage2_unit1_sc,BatchNorm,200704,1906688
_plus3,ElementWise,100352,401408
stage2_unit2_bn1,BatchNorm,200704,1906688
stage2_unit2_conv1,Conv,231211008,236029952
stage2_unit2_bn2,BatchNorm,200704,1906688
stage2_unit2_relu1,Relu,301056,200704
stage2_unit2_conv2,Conv,231211008,236029952
stage2_unit2_bn3,BatchNorm,200704,1906688
_plus4,ElementWise,100352,401408
stage2_unit3_bn1,BatchNorm,200704,1906688
stage2_unit3_conv1,Conv,231211008,236029952
stage2_unit3_bn2,BatchNorm,200704,1906688
stage2_unit3_relu1,Relu,301056,200704
stage2_unit3_conv2,Conv,231211008,236029952
stage2_unit3_bn3,BatchNorm,200704,1906688
