LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,203233536,208291200
conv_1,Conv,203233536,1119744
relu_1,Relu,559872,559872
maxpool_1,Pooling,0,64896
conv2_2,Conv,447897600,904583424
conv2_2,Conv,447897600,746496
relu_2,Relu,373248,373248
maxpool_2,Pooling,0,46592
conv_3,Conv,299040768,339803520
conv_3,Conv,299040768,259584
relu_3,Relu,129792,129792
conv4_2,Conv,224280576,509672832
conv4_2,Conv,224280576,259584
relu_4,Relu,129792,129792
conv5_2,Conv,149520384,339781888
conv5_2,Conv,149520384,173056
relu_5,Relu,86528,86528
maxpool_3,Pooling,0,10752
gemm_1,Gemm,75501568,76992512
relu_6,Relu,8192,8192
dropout_1,Dropout,0,34798
dropout_1,Dropout,0,34798
gemm_2,Gemm,33558528,34230272
relu_7,Relu,8192,8192
dropout_2,Dropout,0,34798
dropout_2,Dropout,0,34798
gemm_3,Gemm,8193000,8523048
softmax_1,Softmax,3000,11260
