LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,118013952,245661696
batchnormalization_1,BatchNorm,1605632,15253504
mul_1,ElementWise,802816,3211264
add_1,ElementWise,802816,3211264
relu_1,Relu,1605632,1605632
maxpool_1,Pooling,1806336,197120
conv_2,Conv,12845056,25890816
batchnormalization_2,BatchNorm,401408,3813376
mul_2,ElementWise,200704,802816
add_2,ElementWise,200704,802816
relu_2,Relu,401408,401408
conv_3,Conv,346816512,694235136
batchnormalization_3,BatchNorm,1204224,11440128
mul_3,ElementWise,602112,2408448
add_3,ElementWise,602112,2408448
relu_3,Relu,1204224,1204224
maxpool_2,Pooling,1354752,145152
conv_4,Conv,9633792,19710976
batchnormalization_4,BatchNorm,100352,953344
mul_4,ElementWise,50176,200704
add_4,ElementWise,50176,200704
relu_4,Relu,100352,100352
conv_5,Conv,9633792,19710976
batchnormalization_5,BatchNorm,100352,953344
mul_5,ElementWise,50176,200704
add_5,ElementWise,50176,200704
relu_5,Relu,100352,100352
conv_6,Conv,28901376,59032576
batchnormalization_6,BatchNorm,100352,953344
mul_6,ElementWise,50176,200704
add_6,ElementWise,50176,200704
relu_6,Relu,100352,100352
conv_7,Conv,9633792,19710976
batchnormalization_7,BatchNorm,100352,953344
mul_7,ElementWise,50176,200704
add_7,ElementWise,50176,200704
relu_7,Relu,100352,100352
conv_8,Conv,43352064,88548864
batchnormalization_8,BatchNorm,150528,1430016
mul_8,ElementWise,75264,301056
add_8,ElementWise,75264,301056
relu_8,Relu,150528,150528
conv_9,Conv,65028096,132785664
batchnormalization_9,BatchNorm,150528,1430016
mul_9,ElementWise,75264,301056
add_9,ElementWise,75264,301056
relu_9,Relu,150528,150528
averagepool_1,Pooling,1354752,4000512
conv_10,Conv,4816896,9855488
batchnormalization_10,BatchNorm,50176,476672
mul_10,ElementWise,25088,100352
add_10,ElementWise,25088,100352
relu_10,Relu,50176,50176
conv_11,Conv,12845056,26264576
batchnormalization_11,BatchNorm,100352,953344
mul_11,ElementWise,50176,200704
add_11,ElementWise,50176,200704
relu_11,Relu,100352,100352
conv_12,Conv,12845056,26264576
batchnormalization_12,BatchNorm,100352,953344
mul_12,ElementWise,50176,200704
add_12,ElementWise,50176,200704
relu_12,Relu,100352,100352
conv_13,Conv,43352064,88548864
batchnormalization_13,BatchNorm,150528,1430016
mul_13,ElementWise,75264,301056
add_13,ElementWise,75264,301056
relu_13,Relu,150528,150528
conv_14,Conv,12845056,26264576
batchnormalization_14,BatchNorm,100352,953344
mul_14,ElementWise,50176,200704
add_14,ElementWise,50176,200704
relu_14,Relu,100352,100352
conv_15,Conv,43352064,88548864
batchnormalization_15,BatchNorm,150528,1430016
mul_15,ElementWise,75264,301056
add_15,ElementWise,75264,301056
relu_15,Relu,150528,150528
conv_16,Conv,65028096,132785664
batchnormalization_16,BatchNorm,150528,1430016
mul_16,ElementWise,75264,301056
add_16,ElementWise,75264,301056
relu_16,Relu,150528,150528
averagepool_2,Pooling,1806336,5334016
conv_17,Conv,12845056,26264576
batchnormalization_17,BatchNorm,100352,953344
mul_17,ElementWise,50176,200704
add_17,ElementWise,50176,200704
relu_17,Relu,100352,100352
conv_18,Conv,32112640,73629696
batchnormalization_18,BatchNorm,200704,1906688
mul_18,ElementWise,100352,401408
add_18,ElementWise,100352,401408
relu_18,Relu,200704,200704
conv_19,Conv,36126720,82606720
batchnormalization_19,BatchNorm,62720,595840
mul_19,ElementWise,31360,125440
add_19,ElementWise,31360,125440
relu_19,Relu,62720,62720
conv_20,Conv,16056320,32818176
batchnormalization_20,BatchNorm,100352,953344
mul_20,ElementWise,50176,200704
add_20,ElementWise,50176,200704
relu_20,Relu,100352,100352
conv_21,Conv,43352064,88548864
batchnormalization_21,BatchNorm,150528,1430016
mul_21,ElementWise,75264,301056
add_21,ElementWise,75264,301056
relu_21,Relu,150528,150528
conv_22,Conv,16257024,37177728
batchnormalization_22,BatchNorm,37632,357504
mul_22,ElementWise,18816,75264
add_22,ElementWise,18816,75264
relu_22,Relu,37632,37632
maxpool_3,Pooling,564480,58240
conv_23,Conv,25288704,57846656
batchnormalization_23,BatchNorm,87808,834176
mul_23,ElementWise,43904,175616
add_23,ElementWise,43904,175616
relu_23,Relu,87808,87808
conv_24,Conv,7225344,16527616
batchnormalization_24,BatchNorm,25088,238336
mul_24,ElementWise,12544,50176
add_24,ElementWise,12544,50176
relu_24,Relu,25088,25088
conv_25,Conv,10838016,24791424
batchnormalization_25,BatchNorm,37632,357504
mul_25,ElementWise,18816,75264
add_25,ElementWise,18816,75264
relu_25,Relu,37632,37632
conv_26,Conv,10838016,24791424
batchnormalization_26,BatchNorm,37632,357504
mul_26,ElementWise,18816,75264
add_26,ElementWise,18816,75264
relu_26,Relu,37632,37632
conv_27,Conv,21676032,49570304
batchnormalization_27,BatchNorm,50176,476672
mul_27,ElementWise,25088,100352
add_27,ElementWise,25088,100352
relu_27,Relu,50176,50176
conv_28,Conv,28901376,66085376
batchnormalization_28,BatchNorm,50176,476672
mul_28,ElementWise,25088,100352
add_28,ElementWise,25088,100352
relu_28,Relu,50176,50176
averagepool_3,Pooling,1016064,2953728
conv_29,Conv,14450688,33055232
batchnormalization_29,BatchNorm,50176,476672
mul_29,ElementWise,25088,100352
add_29,ElementWise,25088,100352
relu_29,Relu,50176,50176
conv_30,Conv,21676032,49582848
batchnormalization_30,BatchNorm,75264,715008
mul_30,ElementWise,37632,150528
add_30,ElementWise,37632,150528
relu_30,Relu,75264,75264
conv_31,Conv,10838016,24791424
batchnormalization_31,BatchNorm,37632,357504
mul_31,ElementWise,18816,75264
add_31,ElementWise,18816,75264
relu_31,Relu,37632,37632
conv_32,Conv,21676032,49570304
batchnormalization_32,BatchNorm,50176,476672
mul_32,ElementWise,25088,100352
add_32,ElementWise,25088,100352
relu_32,Relu,50176,50176
conv_33,Conv,10838016,24791424
batchnormalization_33,BatchNorm,37632,357504
mul_33,ElementWise,18816,75264
add_33,ElementWise,18816,75264
relu_33,Relu,37632,37632
conv_34,Conv,21676032,49570304
batchnormalization_34,BatchNorm,50176,476672
mul_34,ElementWise,25088,100352
add_34,ElementWise,25088,100352
relu_34,Relu,50176,50176
conv_35,Conv,28901376,66085376
batchnormalization_35,BatchNorm,50176,476672
mul_35,ElementWise,25088,100352
add_35,ElementWise,25088,100352
relu_35,Relu,50176,50176
averagepool_4,Pooling,1016064,2953728
conv_36,Conv,14450688,33055232
batchnormalization_36,BatchNorm,50176,476672
mul_36,ElementWise,25088,100352
add_36,ElementWise,25088,100352
relu_36,Relu,50176,50176
conv_37,Conv,18063360,41319040
batchnormalization_37,BatchNorm,62720,595840
mul_37,ElementWise,31360,125440
add_37,ElementWise,31360,125440
relu_37,Relu,62720,62720
conv_38,Conv,14450688,33055232
batchnormalization_38,BatchNorm,50176,476672
mul_38,ElementWise,25088,100352
add_38,ElementWise,25088,100352
relu_38,Relu,50176,50176
conv_39,Conv,36126720,82606720
batchnormalization_39,BatchNorm,62720,595840
mul_39,ElementWise,31360,125440
add_39,ElementWise,31360,125440
relu_39,Relu,62720,62720
conv_40,Conv,14450688,33055232
batchnormalization_40,BatchNorm,50176,476672
mul_40,ElementWise,25088,100352
add_40,ElementWise,25088,100352
relu_40,Relu,50176,50176
conv_41,Conv,36126720,82606720
batchnormalization_41,BatchNorm,62720,595840
mul_41,ElementWise,31360,125440
add_41,ElementWise,31360,125440
relu_41,Relu,62720,62720
conv_42,Conv,45158400,56391680
batchnormalization_42,BatchNorm,62720,595840
mul_42,ElementWise,31360,125440
add_42,ElementWise,31360,125440
relu_42,Relu,62720,62720
averagepool_5,Pooling,1016064,2953728
conv_43,Conv,10838016,24791424
batchnormalization_43,BatchNorm,37632,357504
mul_43,ElementWise,18816,75264
add_43,ElementWise,18816,75264
relu_43,Relu,37632,37632
conv_44,Conv,10838016,24791424
batchnormalization_44,BatchNorm,37632,357504
mul_44,ElementWise,18816,75264
add_44,ElementWise,18816,75264
relu_44,Relu,37632,37632
conv_45,Conv,14450688,33055232
batchnormalization_45,BatchNorm,50176,476672
