LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv24_batchnorm0_fwd,BatchNorm,301056,904704
resnetv24_conv0_fwd,Conv,236027904,245661696
resnetv24_batchnorm1_fwd,BatchNorm,1605632,15253504
resnetv24_relu0_fwd,Relu,1605632,1605632
resnetv24_pool0_fwd,Pooling,0,200704
resnetv24_stage1_batchnorm0_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation0,Relu,401408,401408
resnetv24_stage1_conv0_fwd,Conv,25690112,25890816
resnetv24_stage1_batchnorm1_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation1,Relu,401408,401408
resnetv24_stage1_conv1_fwd,Conv,231211008,231411712
resnetv24_stage1_batchnorm2_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation2,Relu,401408,401408
resnetv24_stage1_conv2_fwd,Conv,102760448,103563264
resnetv24_stage1_conv3_fwd,Conv,102760448,103563264
resnetv24_stage1__plus0,ElementWise,802816,3211264
resnetv24_stage1_batchnorm3_fwd,BatchNorm,1605632,15253504
resnetv24_stage1_activation3,Relu,1605632,1605632
resnetv24_stage1_conv4_fwd,Conv,102760448,102961152
resnetv24_stage1_batchnorm4_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation4,Relu,401408,401408
resnetv24_stage1_conv5_fwd,Conv,231211008,231411712
resnetv24_stage1_batchnorm5_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation5,Relu,401408,401408
resnetv24_stage1_conv6_fwd,Conv,102760448,103563264
resnetv24_stage1__plus1,ElementWise,802816,3211264
resnetv24_stage1_batchnorm6_fwd,BatchNorm,1605632,15253504
resnetv24_stage1_activation6,Relu,1605632,1605632
resnetv24_stage1_conv7_fwd,Conv,102760448,102961152
resnetv24_stage1_batchnorm7_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation7,Relu,401408,401408
resnetv24_stage1_conv8_fwd,Conv,231211008,231411712
resnetv24_stage1_batchnorm8_fwd,BatchNorm,401408,3813376
resnetv24_stage1_activation8,Relu,401408,401408
resnetv24_stage1_conv9_fwd,Conv,102760448,103563264
resnetv24_stage1__plus2,ElementWise,802816,3211264
resnetv24_stage2_batchnorm0_fwd,BatchNorm,1605632,15253504
resnetv24_stage2_activation0,Relu,1605632,1605632
resnetv24_stage2_conv0_fwd,Conv,205520896,205922304
resnetv24_stage2_batchnorm1_fwd,BatchNorm,802816,2473984
resnetv24_stage2_activation1,Relu,802816,802816
resnetv24_stage2_conv1_fwd,Conv,231211008,264470528
resnetv24_stage2_batchnorm2_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation2,Relu,200704,200704
resnetv24_stage2_conv2_fwd,Conv,102760448,105259008
resnetv24_stage2_conv3_fwd,Conv,205520896,210116608
resnetv24_stage2__plus0,ElementWise,401408,1605632
resnetv24_stage2_batchnorm3_fwd,BatchNorm,802816,7626752
resnetv24_stage2_activation3,Relu,802816,802816
resnetv24_stage2_conv4_fwd,Conv,102760448,104957952
resnetv24_stage2_batchnorm4_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation4,Relu,200704,200704
resnetv24_stage2_conv5_fwd,Conv,231211008,236029952
resnetv24_stage2_batchnorm5_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation5,Relu,200704,200704
resnetv24_stage2_conv6_fwd,Conv,102760448,105259008
resnetv24_stage2__plus1,ElementWise,401408,1605632
resnetv24_stage2_batchnorm6_fwd,BatchNorm,802816,7626752
resnetv24_stage2_activation6,Relu,802816,802816
resnetv24_stage2_conv7_fwd,Conv,102760448,104957952
resnetv24_stage2_batchnorm7_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation7,Relu,200704,200704
resnetv24_stage2_conv8_fwd,Conv,231211008,236029952
resnetv24_stage2_batchnorm8_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation8,Relu,200704,200704
resnetv24_stage2_conv9_fwd,Conv,102760448,105259008
resnetv24_stage2__plus2,ElementWise,401408,1605632
resnetv24_stage2_batchnorm9_fwd,BatchNorm,802816,7626752
resnetv24_stage2_activation9,Relu,802816,802816
resnetv24_stage2_conv10_fwd,Conv,102760448,104957952
resnetv24_stage2_batchnorm10_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation10,Relu,200704,200704
resnetv24_stage2_conv11_fwd,Conv,231211008,236029952
resnetv24_stage2_batchnorm11_fwd,BatchNorm,200704,1906688
resnetv24_stage2_activation11,Relu,200704,200704
resnetv24_stage2_conv12_fwd,Conv,102760448,105259008
resnetv24_stage2__plus3,ElementWise,401408,1605632
resnetv24_stage3_batchnorm0_fwd,BatchNorm,802816,7626752
resnetv24_stage3_activation0,Relu,802816,802816
resnetv24_stage3_conv0_fwd,Conv,205520896,209915904
resnetv24_stage3_batchnorm1_fwd,BatchNorm,401408,1269760
resnetv24_stage3_activation1,Relu,401408,401408
resnetv24_stage3_conv1_fwd,Conv,231211008,264291328
resnetv24_stage3_batchnorm2_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation2,Relu,100352,100352
resnetv24_stage3_conv2_fwd,Conv,102760448,117641216
resnetv24_stage3_conv3_fwd,Conv,205520896,235081728
resnetv24_stage3__plus0,ElementWise,200704,802816
resnetv24_stage3_batchnorm3_fwd,BatchNorm,401408,3813376
resnetv24_stage3_activation3,Relu,401408,2048
resnetv24_stage3_conv4_fwd,Conv,102760448,117490688
resnetv24_stage3_batchnorm4_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation4,Relu,100352,100352
resnetv24_stage3_conv5_fwd,Conv,231211008,264291328
resnetv24_stage3_batchnorm5_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation5,Relu,100352,100352
resnetv24_stage3_conv6_fwd,Conv,102760448,117641216
resnetv24_stage3__plus1,ElementWise,200704,802816
resnetv24_stage3_batchnorm6_fwd,BatchNorm,401408,3813376
resnetv24_stage3_activation6,Relu,401408,2048
resnetv24_stage3_conv7_fwd,Conv,102760448,117490688
resnetv24_stage3_batchnorm7_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation7,Relu,100352,100352
resnetv24_stage3_conv8_fwd,Conv,231211008,264291328
resnetv24_stage3_batchnorm8_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation8,Relu,100352,100352
resnetv24_stage3_conv9_fwd,Conv,102760448,117641216
resnetv24_stage3__plus2,ElementWise,200704,802816
resnetv24_stage3_batchnorm9_fwd,BatchNorm,401408,3813376
resnetv24_stage3_activation9,Relu,401408,2048
resnetv24_stage3_conv10_fwd,Conv,102760448,117490688
resnetv24_stage3_batchnorm10_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation10,Relu,100352,100352
resnetv24_stage3_conv11_fwd,Conv,231211008,264291328
resnetv24_stage3_batchnorm11_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation11,Relu,100352,100352
resnetv24_stage3_conv12_fwd,Conv,102760448,117641216
resnetv24_stage3__plus3,ElementWise,200704,802816
resnetv24_stage3_batchnorm12_fwd,BatchNorm,401408,3813376
resnetv24_stage3_activation12,Relu,401408,2048
resnetv24_stage3_conv13_fwd,Conv,102760448,117490688
resnetv24_stage3_batchnorm13_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation13,Relu,100352,100352
resnetv24_stage3_conv14_fwd,Conv,231211008,264291328
resnetv24_stage3_batchnorm14_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation14,Relu,100352,100352
resnetv24_stage3_conv15_fwd,Conv,102760448,117641216
resnetv24_stage3__plus4,ElementWise,200704,802816
resnetv24_stage3_batchnorm15_fwd,BatchNorm,401408,3813376
resnetv24_stage3_activation15,Relu,401408,2048
resnetv24_stage3_conv16_fwd,Conv,102760448,117490688
resnetv24_stage3_batchnorm16_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation16,Relu,100352,100352
resnetv24_stage3_conv17_fwd,Conv,231211008,264291328
resnetv24_stage3_batchnorm17_fwd,BatchNorm,100352,953344
resnetv24_stage3_activation17,Relu,100352,100352
resnetv24_stage3_conv18_fwd,Conv,102760448,117641216
resnetv24_stage3__plus5,ElementWise,200704,802816
resnetv24_stage4_batchnorm0_fwd,BatchNorm,401408,3813376
resnetv24_stage4_activation0,Relu,401408,2048
resnetv24_stage4_conv0_fwd,Conv,205520896,234981376
resnetv24_stage4_batchnorm1_fwd,BatchNorm,200704,1906688
resnetv24_stage4_activation1,Relu,200704,200704
resnetv24_stage4_conv1_fwd,Conv,231211008,302014976
resnetv24_stage4_batchnorm2_fwd,BatchNorm,50176,476672
resnetv24_stage4_activation2,Relu,50176,50176
resnetv24_stage4_conv2_fwd,Conv,102760448,268959744
resnetv24_stage4_conv3_fwd,Conv,205520896,268535808
resnetv24_stage4__plus0,ElementWise,100352,401408
resnetv24_stage4_batchnorm3_fwd,BatchNorm,200704,1906688
resnetv24_stage4_activation3,Relu,200704,200704
resnetv24_stage4_conv4_fwd,Conv,102760448,134242816
resnetv24_stage4_batchnorm4_fwd,BatchNorm,50176,476672
resnetv24_stage4_activation4,Relu,50176,50176
resnetv24_stage4_conv5_fwd,Conv,231211008,302014976
resnetv24_stage4_batchnorm5_fwd,BatchNorm,50176,476672
resnetv24_stage4_activation5,Relu,50176,50176
resnetv24_stage4_conv6_fwd,Conv,102760448,268959744
resnetv24_stage4__plus1,ElementWise,100352,401408
resnetv24_stage4_batchnorm6_fwd,BatchNorm,200704,1906688
resnetv24_stage4_activation6,Relu,200704,200704
resnetv24_stage4_conv7_fwd,Conv,102760448,134242816
resnetv24_stage4_batchnorm7_fwd,BatchNorm,50176,476672
resnetv24_stage4_activation7,Relu,50176,50176
resnetv24_stage4_conv8_fwd,Conv,231211008,302014976
resnetv24_stage4_batchnorm8_fwd,BatchNorm,50176,476672
resnetv24_stage4_activation8,Relu,50176,50176
resnetv24_stage4_conv9_fwd,Conv,102760448,268959744
resnetv24_stage4__plus2,ElementWise,100352,401408
resnetv24_batchnorm2_fwd,BatchNorm,200704,1906688
resnetv24_relu1_fwd,Relu,200704,200704
resnetv24_dense0_fwd,Gemm,4097000,4266024
