LayerName,LayerType,Theoretical Flops,flop_count_sp
mobilenetv20_features_conv0_fwd,Conv,86704128,208732160
mobilenetv20_features_batchnorm0_fwd,BatchNorm,6422528,19398656
mobilenetv20_features_relu0_fwd,Relu,6422528,3211264
mobilenetv20_features_linearbottleneck0_conv0_fwd,Conv,102760448,208732160
mobilenetv20_features_linearbottleneck0_batchnorm0_fwd,BatchNorm,6422528,19398656
mobilenetv20_features_linearbottleneck0_relu0_fwd,Relu,6422528,3211264
mobilenetv20_features_linearbottleneck0_conv1_fwd,Conv,28901376,1852899328
mobilenetv20_features_linearbottleneck0_batchnorm1_fwd,BatchNorm,6422528,19398656
mobilenetv20_features_linearbottleneck0_relu1_fwd,Relu,6422528,3211264
mobilenetv20_features_linearbottleneck0_conv2_fwd,Conv,51380224,207126528
mobilenetv20_features_linearbottleneck0_batchnorm2_fwd,BatchNorm,3211264,9699328
mobilenetv20_features_linearbottleneck1_conv0_fwd,Conv,154140672,317915136
mobilenetv20_features_linearbottleneck1_batchnorm0_fwd,BatchNorm,19267584,58195968
mobilenetv20_features_linearbottleneck1_relu0_fwd,Relu,19267584,9633792
mobilenetv20_features_linearbottleneck1_conv1_fwd,Conv,21676032,5551472640
mobilenetv20_features_linearbottleneck1_batchnorm1_fwd,BatchNorm,4816896,14843904
mobilenetv20_features_linearbottleneck1_relu1_fwd,Relu,4816896,2408448
mobilenetv20_features_linearbottleneck1_conv2_fwd,Conv,57802752,154742784
mobilenetv20_features_linearbottleneck1_batchnorm2_fwd,BatchNorm,1204224,3710976
mobilenetv20_features_linearbottleneck2_conv0_fwd,Conv,86704128,196288512
mobilenetv20_features_linearbottleneck2_batchnorm0_fwd,BatchNorm,7225344,22265856
mobilenetv20_features_linearbottleneck2_relu0_fwd,Relu,7225344,3612672
mobilenetv20_features_linearbottleneck2_conv1_fwd,Conv,32514048,5524710400
mobilenetv20_features_linearbottleneck2_batchnorm1_fwd,BatchNorm,7225344,22265856
mobilenetv20_features_linearbottleneck2_relu1_fwd,Relu,7225344,3612672
mobilenetv20_features_linearbottleneck2_conv2_fwd,Conv,86704128,231813120
mobilenetv20_features_linearbottleneck2_batchnorm2_fwd,BatchNorm,1204224,3710976
mobilenetv20_features_linearbottleneck2_elemwise_add0,ElementWise,602112,2949888
mobilenetv20_features_linearbottleneck3_conv0_fwd,Conv,86704128,196288512
