LayerName,LayerType,Theoretical Flops,flop_count_sp
vgg0_conv0_fwd,Conv,693633024,1669857280
vgg0_conv0_fwd,Conv,693633024,25625600
vgg0_relu0_fwd,Relu,51380224,25690112
vgg0_conv1_fwd,Conv,14797504512,13847207936
vgg0_conv1_fwd,Conv,14797504512,25625600
vgg0_relu1_fwd,Relu,51380224,25690112
vgg0_pool0_fwd,Pooling,25690112,6422528
vgg0_conv2_fwd,Conv,7398752256,6923960320
vgg0_conv2_fwd,Conv,7398752256,12976128
vgg0_relu2_fwd,Relu,25690112,12845056
vgg0_conv3_fwd,Conv,14797504512,13758005248
vgg0_conv3_fwd,Conv,14797504512,12976128
vgg0_relu3_fwd,Relu,25690112,12845056
vgg0_pool1_fwd,Pooling,12845056,3211264
vgg0_conv4_fwd,Conv,7398752256,7863074816
vgg0_conv4_fwd,Conv,7398752256,6557696
vgg0_relu4_fwd,Relu,12845056,6422528
vgg0_conv5_fwd,Conv,14797504512,15674769408
vgg0_conv5_fwd,Conv,14797504512,6557696
vgg0_relu5_fwd,Relu,12845056,6422528
vgg0_conv6_fwd,Conv,14797504512,15674769408
vgg0_conv6_fwd,Conv,14797504512,6557696
vgg0_relu6_fwd,Relu,12845056,6422528
vgg0_conv7_fwd,Conv,14797504512,15674769408
vgg0_conv7_fwd,Conv,14797504512,6557696
vgg0_relu7_fwd,Relu,12845056,6422528
vgg0_pool2_fwd,Pooling,6422528,1605632
vgg0_conv8_fwd,Conv,7398752256,7843086336
vgg0_conv8_fwd,Conv,7398752256,3530752
vgg0_relu8_fwd,Relu,6422528,3211264
vgg0_conv9_fwd,Conv,14797504512,416126290
vgg0_conv9_fwd,Conv,14797504512,3530752
vgg0_relu9_fwd,Relu,6422528,3211264
vgg0_conv10_fwd,Conv,14797504512,416126290
vgg0_conv10_fwd,Conv,14797504512,3530752
vgg0_relu10_fwd,Relu,6422528,3211264
vgg0_conv11_fwd,Conv,14797504512,416126290
vgg0_conv11_fwd,Conv,14797504512,3530752
vgg0_relu11_fwd,Relu,6422528,3211264
vgg0_pool3_fwd,Pooling,3211264,802816
vgg0_conv12_fwd,Conv,3699376128,110886912
vgg0_conv12_fwd,Conv,3699376128,1171456
vgg0_relu12_fwd,Relu,1605632,802816
vgg0_conv13_fwd,Conv,3699376128,110886912
vgg0_conv13_fwd,Conv,3699376128,1171456
vgg0_relu13_fwd,Relu,1605632,802816
vgg0_conv14_fwd,Conv,3699376128,110886912
vgg0_conv14_fwd,Conv,3699376128,1171456
vgg0_relu14_fwd,Relu,1605632,802816
vgg0_conv15_fwd,Conv,3699376128,110886912
vgg0_conv15_fwd,Conv,3699376128,1171456
vgg0_relu15_fwd,Relu,1605632,802816
vgg0_pool4_fwd,Pooling,802816,200704
vgg0_dense0_fwd,Gemm,16809984,269221888
vgg0_dense0_relu_fwd,Relu,65536,32768
vgg0_dropout0_fwd,Dropout,32768,161734
vgg0_dense1_fwd,Gemm,134250496,716920148
vgg0_dense1_relu_fwd,Relu,65536,32768
vgg0_dropout1_fwd,Dropout,32768,161734
vgg0_dense2_fwd,Gemm,32776000,268836864
