LayerName,LayerType,Theoretical Flops,flop_count_sp
bn0,BatchNorm,12845056,38797312
relu0,Relu,12845056,6422528
stage1_unit1_bn1,BatchNorm,12845056,38797312
stage1_unit1_bn2,BatchNorm,12845056,38797312
stage1_unit1_relu1,Relu,12845056,6422528
stage1_unit1_bn3,BatchNorm,3211264,9895936
stage1_unit1_sc,BatchNorm,3211264,9895936
_plus0,ElementWise,1605632,7866368
stage1_unit2_bn1,BatchNorm,3211264,9895936
stage1_unit2_conv1,Conv,924844032,1851293696
stage1_unit2_bn2,BatchNorm,3211264,9895936
stage1_unit2_relu1,Relu,3211264,1605632
stage1_unit2_conv2,Conv,924844032,1851293696
stage1_unit2_bn3,BatchNorm,3211264,9895936
_plus1,ElementWise,1605632,7866368
stage1_unit3_bn1,BatchNorm,3211264,9895936
stage1_unit3_conv1,Conv,924844032,1851293696
stage1_unit3_bn2,BatchNorm,3211264,9895936
stage1_unit3_relu1,Relu,3211264,1605632
stage1_unit3_conv2,Conv,924844032,1851293696
stage1_unit3_bn3,BatchNorm,3211264,9895936
_plus2,ElementWise,1605632,7866368
stage2_unit1_bn1,BatchNorm,3211264,9895936
stage2_unit1_bn2,BatchNorm,6422528,19791872
stage2_unit1_relu1,Relu,6422528,3211264
stage2_unit1_conv2,Conv,924844032,1850490880
stage2_unit1_bn3,BatchNorm,1605632,5079040
stage2_unit1_conv1sc,Conv,51380224,103563264
stage2_unit1_sc,BatchNorm,1605632,5079040
_plus3,ElementWise,802816,3966976
stage2_unit2_bn1,BatchNorm,1605632,5079040
stage2_unit2_conv1,Conv,924844032,1850490880
stage2_unit2_bn2,BatchNorm,1605632,5079040
stage2_unit2_relu1,Relu,1605632,802816
stage2_unit2_conv2,Conv,924844032,1850490880
stage2_unit2_bn3,BatchNorm,1605632,5079040
_plus4,ElementWise,802816,3966976
stage2_unit3_bn1,BatchNorm,1605632,5079040
stage2_unit3_conv1,Conv,924844032,1850490880
stage2_unit3_bn2,BatchNorm,1605632,5079040
stage2_unit3_relu1,Relu,1605632,802816
stage2_unit3_conv2,Conv,924844032,1850490880
stage2_unit3_bn3,BatchNorm,1605632,5079040
_plus5,ElementWise,802816,3966976
stage2_unit4_bn1,BatchNorm,1605632,5079040
stage2_unit4_conv1,Conv,924844032,1850490880
stage2_unit4_bn2,BatchNorm,1605632,5079040
stage2_unit4_relu1,Relu,1605632,802816
stage2_unit4_conv2,Conv,924844032,1850490880
stage2_unit4_bn3,BatchNorm,1605632,5079040
_plus6,ElementWise,802816,3966976
stage2_unit5_bn1,BatchNorm,1605632,5079040
stage2_unit5_conv1,Conv,924844032,1850490880
stage2_unit5_bn2,BatchNorm,1605632,5079040
stage2_unit5_relu1,Relu,1605632,802816
stage2_unit5_conv2,Conv,924844032,1850490880
stage2_unit5_bn3,BatchNorm,1605632,5079040
_plus7,ElementWise,802816,3966976
stage2_unit6_bn1,BatchNorm,1605632,5079040
stage2_unit6_conv1,Conv,924844032,1850490880
stage2_unit6_bn2,BatchNorm,1605632,5079040
stage2_unit6_relu1,Relu,1605632,802816
stage2_unit6_conv2,Conv,924844032,1850490880
stage2_unit6_bn3,BatchNorm,1605632,5079040
_plus8,ElementWise,802816,3966976
stage2_unit7_bn1,BatchNorm,1605632,5079040
stage2_unit7_conv1,Conv,924844032,1850490880
stage2_unit7_bn2,BatchNorm,1605632,5079040
