LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv16_conv0_fwd,Conv,944111616,1958871040
resnetv16_batchnorm0_fwd,BatchNorm,12845056,38797312
resnetv16_relu0_fwd,Relu,12845056,6422528
resnetv16_pool0_fwd,Pooling,14450688,1605632
resnetv16_stage1_conv0_fwd,Conv,924844032,1851293696
resnetv16_stage1_batchnorm0_fwd,BatchNorm,3211264,9895936
resnetv16_stage1_relu0_fwd,Relu,3211264,1605632
resnetv16_stage1_conv1_fwd,Conv,924844032,1851293696
resnetv16_stage1_batchnorm1_fwd,BatchNorm,3211264,9895936
resnetv16_stage1__plus0,ElementWise,1605632,7866368
resnetv16_stage1_activation0,Relu,3211264,1605632
resnetv16_stage1_conv2_fwd,Conv,924844032,1851293696
resnetv16_stage1_batchnorm2_fwd,BatchNorm,3211264,9895936
resnetv16_stage1_relu1_fwd,Relu,3211264,1605632
resnetv16_stage1_conv3_fwd,Conv,924844032,1851293696
resnetv16_stage1_batchnorm3_fwd,BatchNorm,3211264,9895936
resnetv16_stage1__plus1,ElementWise,1605632,7866368
resnetv16_stage1_activation1,Relu,3211264,1605632
resnetv16_stage1_conv4_fwd,Conv,924844032,1851293696
resnetv16_stage1_batchnorm4_fwd,BatchNorm,3211264,9895936
resnetv16_stage1_relu2_fwd,Relu,3211264,1605632
resnetv16_stage1_conv5_fwd,Conv,924844032,1851293696
resnetv16_stage1_batchnorm5_fwd,BatchNorm,3211264,9895936
resnetv16_stage1__plus2,ElementWise,1605632,7866368
resnetv16_stage1_activation2,Relu,3211264,1605632
resnetv16_stage2_conv2_fwd,Conv,51380224,103563264
resnetv16_stage2_batchnorm2_fwd,BatchNorm,1605632,5079040
resnetv16_stage2_conv0_fwd,Conv,462422016,925646848
resnetv16_stage2_batchnorm0_fwd,BatchNorm,1605632,5079040
resnetv16_stage2_relu0_fwd,Relu,1605632,802816
resnetv16_stage2_conv1_fwd,Conv,924844032,1850490880
resnetv16_stage2_batchnorm1_fwd,BatchNorm,1605632,5079040
resnetv16_stage2__plus0,ElementWise,802816,3966976
resnetv16_stage2_activation0,Relu,1605632,802816
