LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,1888223232,1958871040
conv_1,Conv,1888223232,6488064
relu_1,Relu,12845056,6422528
maxpool_1,Pooling,0,1605120
conv_2,Conv,205520896,207126528
conv_2,Conv,205520896,1639424
relu_2,Relu,3211264,1605632
conv_3,Conv,5549064192,2967920640
conv_3,Conv,5549064192,4918272
relu_3,Relu,9633792,4816896
maxpool_2,Pooling,0,1202688
conv_4,Conv,154140672,154542080
conv_4,Conv,154140672,457728
relu_4,Relu,802816,401408
conv_5,Conv,231211008,308883456
conv_5,Conv,231211008,686592
relu_5,Relu,1204224,602112
conv_6,Conv,1387266048,1388068864
conv_6,Conv,1387266048,882688
relu_6,Relu,1605632,802816
conv_7,Conv,38535168,77170688
conv_7,Conv,38535168,114688
relu_7,Relu,200704,100352
conv_8,Conv,160563200,160763904
conv_8,Conv,160563200,285696
relu_8,Relu,401408,200704
maxpool_3,Pooling,0,32004096
conv_9,Conv,77070336,77271040
conv_9,Conv,77070336,285696
relu_9,Relu,401408,200704
conv_10,Conv,411041792,411844608
conv_10,Conv,411041792,882688
relu_10,Relu,1605632,802816
conv_11,Conv,411041792,411844608
conv_11,Conv,411041792,882688
relu_11,Relu,1605632,802816
conv_12,Conv,2774532096,2775736320
conv_12,Conv,2774532096,1324032
relu_12,Relu,2408448,1204224
conv_13,Conv,102760448,102961152
conv_13,Conv,102760448,285696
relu_13,Relu,401408,200704
conv_14,Conv,963379200,963981312
conv_14,Conv,963379200,686592
relu_14,Relu,1204224,602112
maxpool_4,Pooling,0,42672128
conv_15,Conv,205520896,205922304
conv_15,Conv,205520896,457728
relu_15,Relu,802816,401408
maxpool_5,Pooling,0,748800
conv_16,Conv,289013760,289314816
conv_16,Conv,289013760,439296
relu_16,Relu,602112,301056
conv_17,Conv,144506880,144657408
conv_17,Conv,144506880,219648
relu_17,Relu,301056,150528
conv_18,Conv,563576832,324380672
conv_18,Conv,563576832,475904
relu_18,Relu,652288,326144
conv_19,Conv,24084480,48194048
conv_19,Conv,24084480,32768
relu_19,Relu,50176,25088
conv_20,Conv,60211200,80356864
conv_20,Conv,60211200,150528
relu_20,Relu,150528,75264
maxpool_6,Pooling,0,752640
conv_21,Conv,96337920,96438272
conv_21,Conv,96337920,146432
relu_21,Relu,200704,100352
conv_22,Conv,256901120,257152000
conv_22,Conv,256901120,366080
relu_22,Relu,501760,250880
conv_23,Conv,179830784,209890816
conv_23,Conv,179830784,256256
relu_23,Relu,351232,175616
conv_24,Conv,708083712,252953940
conv_24,Conv,708083712,512512
relu_24,Relu,702464,351232
conv_25,Conv,38535168,51417856
conv_25,Conv,38535168,49152
relu_25,Relu,75264,37632
conv_26,Conv,120422400,120522752
conv_26,Conv,120422400,146432
relu_26,Relu,200704,100352
maxpool_7,Pooling,0,802816
conv_27,Conv,102760448,102860800
conv_27,Conv,102760448,146432
relu_27,Relu,200704,100352
conv_28,Conv,205520896,209915904
conv_28,Conv,205520896,292864
relu_28,Relu,401408,200704
conv_29,Conv,205520896,209915904
conv_29,Conv,205520896,292864
relu_29,Relu,401408,200704
conv_30,Conv,924844032,330082986
conv_30,Conv,924844032,585728
relu_30,Relu,802816,401408
conv_31,Conv,38535168,51417856
conv_31,Conv,38535168,49152
relu_31,Relu,75264,37632
conv_32,Conv,120422400,120522752
conv_32,Conv,120422400,146432
relu_32,Relu,200704,100352
maxpool_8,Pooling,0,802816
conv_33,Conv,102760448,102860800
conv_33,Conv,102760448,146432
relu_33,Relu,200704,100352
conv_34,Conv,179830784,209890816
conv_34,Conv,179830784,256256
relu_34,Relu,351232,175616
conv_35,Conv,231211008,257126912
conv_35,Conv,231211008,329472
relu_35,Relu,451584,225792
conv_36,Conv,1170505728,1170957312
conv_36,Conv,1170505728,658944
relu_36,Relu,903168,451584
conv_37,Conv,51380224,51430400
conv_37,Conv,51380224,100352
relu_37,Relu,100352,50176
conv_38,Conv,160563200,160663552
conv_38,Conv,160563200,146432
relu_38,Relu,200704,100352
maxpool_9,Pooling,0,802816
conv_39,Conv,102760448,102860800
conv_39,Conv,102760448,146432
relu_39,Relu,200704,100352
conv_40,Conv,423886848,432939008
conv_40,Conv,423886848,585728
relu_40,Relu,802816,401408
conv_41,Conv,264929280,265180160
conv_41,Conv,264929280,366080
relu_41,Relu,501760,250880
conv_42,Conv,1445068800,1769973760
conv_42,Conv,1445068800,732160
relu_42,Relu,1003520,501760
conv_43,Conv,52985856,53036032
conv_43,Conv,52985856,100352
relu_43,Relu,100352,50176
conv_44,Conv,321126400,327880704
conv_44,Conv,321126400,292864
relu_44,Relu,401408,200704
maxpool_10,Pooling,0,827904
conv_45,Conv,211943424,212144128
conv_45,Conv,211943424,292864
relu_45,Relu,401408,200704
maxpool_11,Pooling,0,319488
conv_46,Conv,166985728,177309696
conv_46,Conv,166985728,200704
relu_46,Relu,200704,100352
conv_47,Conv,104366080,110818560
conv_47,Conv,104366080,125440
relu_47,Relu,125440,62720
conv_48,Conv,361267200,383511040
conv_48,Conv,361267200,250880
relu_48,Relu,250880,125440
conv_49,Conv,20873216,22163712
conv_49,Conv,20873216,25088
relu_49,Relu,25088,12544
conv_50,Conv,80281600,85246976
conv_50,Conv,80281600,100352
relu_50,Relu,100352,50176
maxpool_12,Pooling,0,326144
conv_51,Conv,83492864,88654848
conv_51,Conv,83492864,100352
relu_51,Relu,100352,50176
conv_52,Conv,250478592,265964544
conv_52,Conv,250478592,301056
relu_52,Relu,301056,150528
conv_53,Conv,125239296,132982272
conv_53,Conv,125239296,150528
relu_53,Relu,150528,75264
conv_54,Conv,520224768,552225792
conv_54,Conv,520224768,301056
relu_54,Relu,301056,150528
conv_55,Conv,31309824,44321152
conv_55,Conv,31309824,37632
relu_55,Relu,37632,18816
conv_56,Conv,120422400,127845376
conv_56,Conv,120422400,100352
relu_56,Relu,100352,50176
maxpool_13,Pooling,0,326144
conv_57,Conv,83492864,88654848
conv_57,Conv,83492864,100352
relu_57,Relu,100352,50176
averagepool_1,Pooling,401408,581632
dropout_1,Dropout,0,69601
dropout_1,Dropout,0,69601
gemm_1,Gemm,2049000,2137512
softmax_1,Softmax,3000,11260
