LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv17_conv0_fwd,Conv,1888223232,1958871040
resnetv17_batchnorm0_fwd,BatchNorm,12845056,38797312
resnetv17_relu0_fwd,Relu,12845056,6422528
resnetv17_pool0_fwd,Pooling,0,1576960
resnetv17_stage1_conv0_fwd,Conv,205520896,207126528
resnetv17_stage1_conv0_fwd,Conv,205520896,1639424
resnetv17_stage1_batchnorm0_fwd,BatchNorm,3211264,9895936
resnetv17_stage1_relu0_fwd,Relu,3211264,1605632
resnetv17_stage1_conv1_fwd,Conv,1849688064,1851293696
resnetv17_stage1_batchnorm1_fwd,BatchNorm,3211264,9895936
resnetv17_stage1_relu1_fwd,Relu,3211264,1605632
resnetv17_stage1_conv2_fwd,Conv,822083584,828506112
resnetv17_stage1_conv2_fwd,Conv,822083584,6557696
resnetv17_stage1_batchnorm2_fwd,BatchNorm,12845056,39583744
resnetv17_stage1_conv3_fwd,Conv,822083584,828506112
resnetv17_stage1_batchnorm3_fwd,BatchNorm,12845056,39583744
resnetv17_stage1__plus0,ElementWise,6422528,31465472
resnetv17_stage1_activation0,Relu,12845056,6422528
resnetv17_stage1_conv4_fwd,Conv,822083584,823689216
resnetv17_stage1_conv4_fwd,Conv,822083584,1639424
resnetv17_stage1_batchnorm4_fwd,BatchNorm,3211264,9895936
resnetv17_stage1_relu2_fwd,Relu,3211264,1605632
resnetv17_stage1_conv5_fwd,Conv,1849688064,1851293696
resnetv17_stage1_batchnorm5_fwd,BatchNorm,3211264,9895936
resnetv17_stage1_relu3_fwd,Relu,3211264,1605632
resnetv17_stage1_conv6_fwd,Conv,822083584,828506112
resnetv17_stage1_conv6_fwd,Conv,822083584,6557696
resnetv17_stage1_batchnorm6_fwd,BatchNorm,12845056,39583744
resnetv17_stage1__plus1,ElementWise,6422528,31465472
resnetv17_stage1_activation1,Relu,12845056,6422528
resnetv17_stage1_conv7_fwd,Conv,822083584,823689216
resnetv17_stage1_conv7_fwd,Conv,822083584,1639424
resnetv17_stage1_batchnorm7_fwd,BatchNorm,3211264,9895936
resnetv17_stage1_relu4_fwd,Relu,3211264,1605632
resnetv17_stage1_conv8_fwd,Conv,1849688064,1851293696
resnetv17_stage1_batchnorm8_fwd,BatchNorm,3211264,9895936
resnetv17_stage1_relu5_fwd,Relu,3211264,1605632
resnetv17_stage1_conv9_fwd,Conv,822083584,828506112
resnetv17_stage1_conv9_fwd,Conv,822083584,6557696
resnetv17_stage1_batchnorm9_fwd,BatchNorm,12845056,39583744
resnetv17_stage1__plus2,ElementWise,6422528,31465472
resnetv17_stage1_activation2,Relu,12845056,6422528
resnetv17_stage2_conv0_fwd,Conv,411041792,411844608
resnetv17_stage2_conv0_fwd,Conv,411041792,882688
resnetv17_stage2_batchnorm0_fwd,BatchNorm,1605632,5079040
resnetv17_stage2_relu0_fwd,Relu,1605632,802816
resnetv17_stage2_conv1_fwd,Conv,1849688064,1850490880
resnetv17_stage2_batchnorm1_fwd,BatchNorm,1605632,5079040
resnetv17_stage2_relu1_fwd,Relu,1605632,802816
resnetv17_stage2_conv2_fwd,Conv,822083584,825294848
resnetv17_stage2_conv2_fwd,Conv,822083584,3530752
resnetv17_stage2_batchnorm2_fwd,BatchNorm,6422528,20316160
resnetv17_stage2_conv3_fwd,Conv,1644167168,1647378432
resnetv17_stage2_batchnorm3_fwd,BatchNorm,6422528,20316160
resnetv17_stage2__plus0,ElementWise,3211264,15867904
resnetv17_stage2_activation0,Relu,6422528,3211264
resnetv17_stage2_conv4_fwd,Conv,822083584,822886400
resnetv17_stage2_conv4_fwd,Conv,822083584,882688
resnetv17_stage2_batchnorm4_fwd,BatchNorm,1605632,5079040
resnetv17_stage2_relu2_fwd,Relu,1605632,802816
resnetv17_stage2_conv5_fwd,Conv,1849688064,1850490880
