LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,812934144,1650502656
conv_1,Conv,812934144,2260992
relu_1,Relu,4478976,2239488
maxpool_1,Pooling,4672512,519168
conv2_2,Conv,1661337600,882490025
conv2_2,Conv,1661337600,1523712
relu_2,Relu,2768896,1384448
maxpool_2,Pooling,2654208,294912
conv_3,Conv,1019215872,2038874112
conv_3,Conv,1019215872,681984
relu_3,Relu,884736,442368
conv4_2,Conv,764411904,3058089984
conv4_2,Conv,764411904,681984
relu_4,Relu,884736,442368
conv5_2,Conv,509607936,2038726656
conv5_2,Conv,509607936,454656
relu_5,Relu,589824,294912
maxpool_3,Pooling,663552,61440
gemm_1,Gemm,37752832,76992512
relu_6,Relu,8192,4096
dropout_1,Dropout,4096,34794
dropout_1,Dropout,4096,34794
gemm_2,Gemm,16781312,34230272
relu_7,Relu,8192,4096
dropout_2,Dropout,4096,34794
dropout_2,Dropout,4096,34794
gemm_3,Gemm,4097000,8523048
softmax_1,Softmax,3000,11260
