LayerName,LayerType,Theoretical Flops,flop_count_sp
mobilenetv20_features_conv0_fwd,Conv,21676032,26091520
mobilenetv20_features_batchnorm0_fwd,BatchNorm,802816,2424832
mobilenetv20_features_relu0_fwd,Relu,1204224,401408
mobilenetv20_features_linearbottleneck0_conv0_fwd,Conv,25690112,26091520
mobilenetv20_features_linearbottleneck0_batchnorm0_fwd,BatchNorm,802816,2424832
mobilenetv20_features_linearbottleneck0_relu0_fwd,Relu,1204224,401408
mobilenetv20_features_linearbottleneck0_conv1_fwd,Conv,7225344,231612416
mobilenetv20_features_linearbottleneck0_batchnorm1_fwd,BatchNorm,802816,2424832
mobilenetv20_features_linearbottleneck0_relu1_fwd,Relu,1204224,401408
mobilenetv20_features_linearbottleneck0_conv2_fwd,Conv,12845056,25890816
mobilenetv20_features_linearbottleneck0_batchnorm2_fwd,BatchNorm,401408,1212416
mobilenetv20_features_linearbottleneck1_conv0_fwd,Conv,38535168,39739392
mobilenetv20_features_linearbottleneck1_batchnorm0_fwd,BatchNorm,2408448,7274496
mobilenetv20_features_linearbottleneck1_relu0_fwd,Relu,3612672,1204224
mobilenetv20_features_linearbottleneck1_conv1_fwd,Conv,5419008,520525824
mobilenetv20_features_linearbottleneck1_batchnorm1_fwd,BatchNorm,602112,5720064
mobilenetv20_features_linearbottleneck1_relu1_fwd,Relu,903168,301056
mobilenetv20_features_linearbottleneck1_conv2_fwd,Conv,14450688,19342848
mobilenetv20_features_linearbottleneck1_batchnorm2_fwd,BatchNorm,150528,463872
mobilenetv20_features_linearbottleneck2_conv0_fwd,Conv,21676032,24536064
mobilenetv20_features_linearbottleneck2_batchnorm0_fwd,BatchNorm,903168,2783232
mobilenetv20_features_linearbottleneck2_relu0_fwd,Relu,1354752,451584
mobilenetv20_features_linearbottleneck2_conv1_fwd,Conv,8128512,1301013504
mobilenetv20_features_linearbottleneck2_batchnorm1_fwd,BatchNorm,903168,2783232
mobilenetv20_features_linearbottleneck2_relu1_fwd,Relu,1354752,451584
mobilenetv20_features_linearbottleneck2_conv2_fwd,Conv,21676032,28976640
mobilenetv20_features_linearbottleneck2_batchnorm2_fwd,BatchNorm,150528,463872
