LayerName,LayerType,Theoretical Flops,flop_count_sp
conv1_1_3x3_s2,Conv,552960000,665600000
conv1_1_3x3_s2/bn,BatchNorm,20480000,194560000
conv1_1_3x3_s2/relu,Relu,30720000,10240000
conv1_2_3x3,Conv,11796480000,5519597568
conv1_2_3x3/bn,BatchNorm,20480000,194560000
conv1_2_3x3/relu,Relu,30720000,10240000
conv1_3_3x3,Conv,23592960000,11039195136
conv1_3_3x3/bn,BatchNorm,40960000,389120000
conv1_3_3x3/relu,Relu,61440000,20480000
pool1_3x3_s2,Pooling,45620352,5068928
conv2_1_1x1_reduce,Conv,648822784,651603008
conv2_1_1x1_reduce/bn,BatchNorm,5068928,48154816
conv2_1_1x1_reduce/relu,Relu,7603392,2534464
conv2_1_3x3,Conv,2919702528,2923342912
conv2_1_3x3/bn,BatchNorm,5068928,48154816
conv2_1_3x3/relu,Relu,7603392,2534464
conv2_1_1x1_increase,Conv,1297645568,1308274944
conv2_1_1x1_increase/bn,BatchNorm,20275712,192619264
conv2_1_1x1_proj,Conv,2595291136,2606412032
conv2_1_1x1_proj/bn,BatchNorm,20275712,192619264
conv2_1,ElementWise,10137856,50643968
conv2_1_relu,Relu,30413568,10137856
conv2_2_1x1_reduce,Conv,1297645568,1300671552
conv2_2_1x1_reduce/bn,BatchNorm,5068928,48154816
conv2_2_1x1_reduce/relu,Relu,7603392,2534464
conv2_2_3x3,Conv,2919702528,2923342912
conv2_2_3x3/bn,BatchNorm,5068928,48154816
conv2_2_3x3/relu,Relu,7603392,2534464
conv2_2_1x1_increase,Conv,1297645568,1308274944
conv2_2_1x1_increase/bn,BatchNorm,20275712,192619264
conv2_2,ElementWise,10137856,50643968
conv2_2_relu,Relu,30413568,10137856
conv2_3_1x1_reduce,Conv,1297645568,1300671552
conv2_3_1x1_reduce/bn,BatchNorm,5068928,48154816
conv2_3_1x1_reduce/relu,Relu,7603392,2534464
conv2_3_3x3,Conv,2919702528,2923342912
conv2_3_3x3/bn,BatchNorm,5068928,48154816
conv2_3_3x3/relu,Relu,7603392,2534464
conv2_3_1x1_increase,Conv,1297645568,1308274944
conv2_3_1x1_increase/bn,BatchNorm,20275712,192619264
conv2_3,ElementWise,10137856,50643968
conv2_3_relu,Relu,30413568,10137856
conv3_1_1x1_reduce,Conv,655360000,659785728
conv3_1_1x1_reduce/bn,BatchNorm,2560000,24320000
conv3_1_1x1_reduce/relu,Relu,3840000,1280000
conv3_1_3x3,Conv,2949120000,2964555776
conv3_1_3x3/bn,BatchNorm,2560000,24320000
conv3_1_3x3/relu,Relu,3840000,1280000
conv3_1_1x1_increase,Conv,1310720000,1322131456
conv3_1_1x1_increase/bn,BatchNorm,10240000,97280000
