LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_1,Conv,8128512,25991168
conv_1,Conv,8128512,328704
batchnormalization_1,BatchNorm,602112,5720064
relu_1,Relu,602112,301056
maxpool_1,Pooling,677376,75264
conv2_4,Conv,2107392,19618816
batchnormalization_2,BatchNorm,702464,6673408
relu_2,Relu,702464,351232
conv3_112,Conv,790272,206526208
batchnormalization_3,BatchNorm,175616,1668352
conv4_4,Conv,2458624,23025408
batchnormalization_4,BatchNorm,175616,1668352
averagepool_1,Pooling,169344,504024
relu_3,Relu,213248,106624
conv5_4,Conv,3625216,34922624
batchnormalization_5,BatchNorm,213248,2025856
relu_4,Relu,213248,106624
conv6_136,Conv,959616,313450624
batchnormalization_6,BatchNorm,213248,2025856
conv7_4,Conv,3625216,34922624
batchnormalization_7,BatchNorm,213248,2025856
sum_1,ElementWise,106624,496128
relu_5,Relu,213248,106624
conv8_4,Conv,3625216,34922624
batchnormalization_8,BatchNorm,213248,2025856
relu_6,Relu,213248,106624
conv9_136,Conv,959616,313450624
batchnormalization_9,BatchNorm,213248,2025856
conv10_4,Conv,3625216,34922624
batchnormalization_10,BatchNorm,213248,2025856
sum_2,ElementWise,106624,496128
relu_7,Relu,213248,106624
conv11_4,Conv,3625216,34922624
batchnormalization_11,BatchNorm,213248,2025856
relu_8,Relu,213248,106624
conv12_136,Conv,959616,313450624
batchnormalization_12,BatchNorm,213248,2025856
conv13_4,Conv,3625216,34922624
batchnormalization_13,BatchNorm,213248,2025856
sum_3,ElementWise,106624,496128
relu_9,Relu,213248,106624
conv14_4,Conv,3625216,34922624
batchnormalization_14,BatchNorm,213248,2025856
relu_10,Relu,213248,106624
conv15_136,Conv,239904,87762976
batchnormalization_15,BatchNorm,53312,506464
conv16_4,Conv,906304,9775136
batchnormalization_16,BatchNorm,53312,506464
averagepool_2,Pooling,239904,708424
relu_11,Relu,106624,53312
conv17_4,Conv,3625216,35147840
batchnormalization_17,BatchNorm,106624,1012928
relu_12,Relu,106624,53312
conv18_272,Conv,479808,315904064
batchnormalization_18,BatchNorm,106624,1012928
conv19_4,Conv,3625216,35147840
batchnormalization_19,BatchNorm,106624,1012928
sum_4,ElementWise,53312,213248
relu_13,Relu,106624,53312
conv20_4,Conv,3625216,35147840
batchnormalization_20,BatchNorm,106624,1012928
relu_14,Relu,106624,53312
conv21_272,Conv,479808,315904064
batchnormalization_21,BatchNorm,106624,1012928
conv22_4,Conv,3625216,35147840
batchnormalization_22,BatchNorm,106624,1012928
sum_5,ElementWise,53312,213248
relu_15,Relu,106624,53312
conv23_4,Conv,3625216,35147840
batchnormalization_23,BatchNorm,106624,1012928
relu_16,Relu,106624,53312
conv24_272,Conv,479808,315904064
batchnormalization_24,BatchNorm,106624,1012928
conv25_4,Conv,3625216,35147840
batchnormalization_25,BatchNorm,106624,1012928
sum_6,ElementWise,53312,213248
relu_17,Relu,106624,53312
conv26_4,Conv,3625216,35147840
batchnormalization_26,BatchNorm,106624,1012928
relu_18,Relu,106624,53312
conv27_272,Conv,479808,315904064
batchnormalization_27,BatchNorm,106624,1012928
conv28_4,Conv,3625216,35147840
batchnormalization_28,BatchNorm,106624,1012928
sum_7,ElementWise,53312,213248
relu_19,Relu,106624,53312
conv29_4,Conv,3625216,35147840
batchnormalization_29,BatchNorm,106624,1012928
relu_20,Relu,106624,53312
conv30_272,Conv,479808,315904064
batchnormalization_30,BatchNorm,106624,1012928
conv31_4,Conv,3625216,35147840
batchnormalization_31,BatchNorm,106624,1012928
sum_8,ElementWise,53312,213248
relu_21,Relu,106624,53312
conv32_4,Conv,3625216,35147840
batchnormalization_32,BatchNorm,106624,1012928
relu_22,Relu,106624,53312
conv33_272,Conv,479808,315904064
batchnormalization_33,BatchNorm,106624,1012928
conv34_4,Conv,3625216,35147840
batchnormalization_34,BatchNorm,106624,1012928
sum_9,ElementWise,53312,213248
relu_23,Relu,106624,53312
conv35_4,Conv,3625216,35147840
batchnormalization_35,BatchNorm,106624,1012928
relu_24,Relu,106624,53312
conv36_272,Conv,479808,315904064
batchnormalization_36,BatchNorm,106624,1012928
conv37_4,Conv,3625216,35147840
batchnormalization_37,BatchNorm,106624,1012928
sum_10,ElementWise,53312,213248
relu_25,Relu,106624,53312
conv38_4,Conv,3625216,35147840
batchnormalization_38,BatchNorm,106624,1012928
relu_26,Relu,106624,53312
conv39_272,Conv,119952,90256400
batchnormalization_39,BatchNorm,26656,253232
conv40_4,Conv,906304,10040336
batchnormalization_40,BatchNorm,26656,253232
averagepool_3,Pooling,119952,348704
relu_27,Relu,53312,26656
conv41_4,Conv,3625216,37906464
batchnormalization_41,BatchNorm,53312,506464
relu_28,Relu,53312,26656
conv42_544,Conv,239904,340944928
batchnormalization_42,BatchNorm,53312,506464
conv43_4,Conv,3625216,37906464
batchnormalization_43,BatchNorm,53312,506464
sum_11,ElementWise,26656,106624
relu_29,Relu,53312,26656
conv44_4,Conv,3625216,37906464
batchnormalization_44,BatchNorm,53312,506464
relu_30,Relu,53312,26656
conv45_544,Conv,239904,340944928
batchnormalization_45,BatchNorm,53312,506464
conv46_4,Conv,3625216,37906464
batchnormalization_46,BatchNorm,53312,506464
sum_12,ElementWise,26656,106624
relu_31,Relu,53312,26656
conv47_4,Conv,3625216,37906464
batchnormalization_47,BatchNorm,53312,506464
relu_32,Relu,53312,26656
conv48_544,Conv,239904,340944928
batchnormalization_48,BatchNorm,53312,506464
conv49_4,Conv,3625216,37906464
batchnormalization_49,BatchNorm,53312,506464
sum_13,ElementWise,26656,106624
relu_33,Relu,53312,26656
averagepool_4,Pooling,26656,38624
gemm_1,Gemm,545000,1147272
softmax_1,Softmax,3000,11260
