LayerName,LayerType,Theoretical Flops,flop_count_sp
convolution,Conv,149520384,353818688
batchnorm,BatchNorm,5537792,16621568
activation,Relu,8306688,2768896
pooling,Pooling,2768896,692224
convolution1,Conv,398721024,392706176
batchnorm1,BatchNorm,2768896,8323072
activation1,Relu,4153344,1384448
pooling1,Pooling,1384448,346112
convolution2,Conv,398721024,385231104
batchnorm2,BatchNorm,1384448,4186112
activation2,Relu,2076672,692224
pooling2,Pooling,692224,173056
convolution3,Conv,398721024,377807360
batchnorm3,BatchNorm,692224,2142208
activation3,Relu,1038336,346112
pooling3,Pooling,346112,86528
convolution4,Conv,398721024,339886080
batchnorm4,BatchNorm,346112,1103872
activation4,Relu,519168,173056
pooling4,Pooling,173056,43264
convolution5,Conv,398721024,302051840
batchnorm5,BatchNorm,173056,551936
activation5,Relu,259584,86528
pooling5,Pooling,294912,73728
convolution6,Conv,1358954496,805442900
batchnorm6,BatchNorm,294912,950272
activation6,Relu,442368,147456
convolution7,Conv,2717908992,2416123904
batchnorm7,BatchNorm,294912,950272
activation7,Relu,442368,147456
convolution8,Conv,36864000,41961040
convolution8,Conv,36864000,32000
