LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
mobilenetv20_features_conv0_fwd,Conv,21676032,0,0
mobilenetv20_features_batchnorm0_fwd,BatchNorm,802816,0,0
mobilenetv20_features_relu0_fwd,Relu,802816,0,0
mobilenetv20_features_linearbottleneck0_conv0_fwd,Conv,25690112,0,0
mobilenetv20_features_linearbottleneck0_batchnorm0_fwd,BatchNorm,802816,0,0
mobilenetv20_features_linearbottleneck0_relu0_fwd,Relu,802816,0,0
mobilenetv20_features_linearbottleneck0_batchnorm1_fwd,BatchNorm,802816,0,0
mobilenetv20_features_linearbottleneck0_relu1_fwd,Relu,802816,0,0
mobilenetv20_features_linearbottleneck0_conv2_fwd,Conv,12845056,0,0
mobilenetv20_features_linearbottleneck0_batchnorm2_fwd,BatchNorm,401408,0,0
mobilenetv20_features_linearbottleneck1_conv0_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck1_batchnorm0_fwd,BatchNorm,2408448,0,0
mobilenetv20_features_linearbottleneck1_relu0_fwd,Relu,2408448,0,0
mobilenetv20_features_linearbottleneck1_batchnorm1_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck1_relu1_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck1_conv2_fwd,Conv,14450688,0,0
mobilenetv20_features_linearbottleneck1_batchnorm2_fwd,BatchNorm,150528,0,0
mobilenetv20_features_linearbottleneck2_conv0_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck2_batchnorm0_fwd,BatchNorm,903168,0,0
mobilenetv20_features_linearbottleneck2_relu0_fwd,Relu,903168,0,0
mobilenetv20_features_linearbottleneck2_batchnorm1_fwd,BatchNorm,903168,0,0
mobilenetv20_features_linearbottleneck2_relu1_fwd,Relu,903168,0,0
mobilenetv20_features_linearbottleneck2_conv2_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck2_batchnorm2_fwd,BatchNorm,150528,0,0
mobilenetv20_features_linearbottleneck2_elemwise_add0,ElementWise,75264,0,0
mobilenetv20_features_linearbottleneck3_conv0_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck3_batchnorm0_fwd,BatchNorm,903168,0,0
mobilenetv20_features_linearbottleneck3_relu0_fwd,Relu,903168,0,0
mobilenetv20_features_linearbottleneck3_batchnorm1_fwd,BatchNorm,225792,0,0
mobilenetv20_features_linearbottleneck3_relu1_fwd,Relu,225792,0,0
mobilenetv20_features_linearbottleneck3_conv2_fwd,Conv,7225344,0,0
mobilenetv20_features_linearbottleneck3_batchnorm2_fwd,BatchNorm,50176,0,0
mobilenetv20_features_linearbottleneck4_conv0_fwd,Conv,9633792,0,0
mobilenetv20_features_linearbottleneck4_batchnorm0_fwd,BatchNorm,301056,0,0
mobilenetv20_features_linearbottleneck4_relu0_fwd,Relu,301056,0,0
mobilenetv20_features_linearbottleneck4_batchnorm1_fwd,BatchNorm,301056,0,0
mobilenetv20_features_linearbottleneck4_relu1_fwd,Relu,301056,0,0
mobilenetv20_features_linearbottleneck4_conv2_fwd,Conv,9633792,0,0
mobilenetv20_features_linearbottleneck4_batchnorm2_fwd,BatchNorm,50176,0,0
mobilenetv20_features_linearbottleneck4_elemwise_add0,ElementWise,25088,0,0
mobilenetv20_features_linearbottleneck5_conv0_fwd,Conv,9633792,0,0
mobilenetv20_features_linearbottleneck5_batchnorm0_fwd,BatchNorm,301056,0,0
mobilenetv20_features_linearbottleneck5_relu0_fwd,Relu,301056,0,0
mobilenetv20_features_linearbottleneck5_batchnorm1_fwd,BatchNorm,301056,0,0
mobilenetv20_features_linearbottleneck5_relu1_fwd,Relu,301056,0,0
mobilenetv20_features_linearbottleneck5_conv2_fwd,Conv,9633792,0,0
mobilenetv20_features_linearbottleneck5_batchnorm2_fwd,BatchNorm,50176,0,0
mobilenetv20_features_linearbottleneck5_elemwise_add0,ElementWise,25088,0,0
mobilenetv20_features_linearbottleneck6_conv0_fwd,Conv,9633792,0,0
mobilenetv20_features_linearbottleneck6_batchnorm0_fwd,BatchNorm,301056,0,0
mobilenetv20_features_linearbottleneck6_relu0_fwd,Relu,301056,0,0
mobilenetv20_features_linearbottleneck6_batchnorm1_fwd,BatchNorm,301056,0,0
mobilenetv20_features_linearbottleneck6_relu1_fwd,Relu,301056,0,0
mobilenetv20_features_linearbottleneck6_conv2_fwd,Conv,19267584,0,0
mobilenetv20_features_linearbottleneck6_batchnorm2_fwd,BatchNorm,100352,0,0
mobilenetv20_features_linearbottleneck7_conv0_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck7_batchnorm0_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck7_relu0_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck7_batchnorm1_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck7_relu1_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck7_conv2_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck7_batchnorm2_fwd,BatchNorm,100352,0,0
mobilenetv20_features_linearbottleneck7_elemwise_add0,ElementWise,50176,0,0
mobilenetv20_features_linearbottleneck8_conv0_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck8_batchnorm0_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck8_relu0_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck8_batchnorm1_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck8_relu1_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck8_conv2_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck8_batchnorm2_fwd,BatchNorm,100352,0,0
mobilenetv20_features_linearbottleneck8_elemwise_add0,ElementWise,50176,0,0
mobilenetv20_features_linearbottleneck9_conv0_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck9_batchnorm0_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck9_relu0_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck9_batchnorm1_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck9_relu1_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck9_conv2_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck9_batchnorm2_fwd,BatchNorm,100352,0,0
mobilenetv20_features_linearbottleneck9_elemwise_add0,ElementWise,50176,0,0
mobilenetv20_features_linearbottleneck10_conv0_fwd,Conv,38535168,0,0
mobilenetv20_features_linearbottleneck10_batchnorm0_fwd,BatchNorm,602112,0,0
mobilenetv20_features_linearbottleneck10_relu0_fwd,Relu,602112,0,0
mobilenetv20_features_linearbottleneck10_batchnorm1_fwd,BatchNorm,150528,0,0
mobilenetv20_features_linearbottleneck10_relu1_fwd,Relu,150528,0,0
mobilenetv20_features_linearbottleneck10_conv2_fwd,Conv,14450688,0,0
mobilenetv20_features_linearbottleneck10_batchnorm2_fwd,BatchNorm,37632,0,0
mobilenetv20_features_linearbottleneck11_conv0_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck11_batchnorm0_fwd,BatchNorm,225792,0,0
mobilenetv20_features_linearbottleneck11_relu0_fwd,Relu,225792,0,0
mobilenetv20_features_linearbottleneck11_batchnorm1_fwd,BatchNorm,225792,0,0
