LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
mobilenetv20_features_linearbottleneck11_relu1_fwd,Relu,225792,0,0
mobilenetv20_features_linearbottleneck11_conv2_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck11_batchnorm2_fwd,BatchNorm,37632,0,0
mobilenetv20_features_linearbottleneck11_elemwise_add0,ElementWise,18816,0,0
mobilenetv20_features_linearbottleneck12_conv0_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck12_batchnorm0_fwd,BatchNorm,225792,0,0
mobilenetv20_features_linearbottleneck12_relu0_fwd,Relu,225792,0,0
mobilenetv20_features_linearbottleneck12_batchnorm1_fwd,BatchNorm,225792,0,0
mobilenetv20_features_linearbottleneck12_relu1_fwd,Relu,225792,0,0
mobilenetv20_features_linearbottleneck12_conv2_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck12_batchnorm2_fwd,BatchNorm,37632,0,0
mobilenetv20_features_linearbottleneck12_elemwise_add0,ElementWise,18816,0,0
mobilenetv20_features_linearbottleneck13_conv0_fwd,Conv,21676032,0,0
mobilenetv20_features_linearbottleneck13_batchnorm0_fwd,BatchNorm,225792,0,0
mobilenetv20_features_linearbottleneck13_relu0_fwd,Relu,225792,0,0
mobilenetv20_features_linearbottleneck13_batchnorm1_fwd,BatchNorm,56448,0,0
mobilenetv20_features_linearbottleneck13_relu1_fwd,Relu,56448,0,0
mobilenetv20_features_linearbottleneck13_conv2_fwd,Conv,9031680,0,0
mobilenetv20_features_linearbottleneck13_batchnorm2_fwd,BatchNorm,15680,0,0
mobilenetv20_features_linearbottleneck14_conv0_fwd,Conv,15052800,0,0
mobilenetv20_features_linearbottleneck14_batchnorm0_fwd,BatchNorm,94080,0,0
mobilenetv20_features_linearbottleneck14_relu0_fwd,Relu,94080,0,0
mobilenetv20_features_linearbottleneck14_batchnorm1_fwd,BatchNorm,94080,0,0
mobilenetv20_features_linearbottleneck14_relu1_fwd,Relu,94080,0,0
mobilenetv20_features_linearbottleneck14_conv2_fwd,Conv,15052800,0,0
mobilenetv20_features_linearbottleneck14_batchnorm2_fwd,BatchNorm,15680,0,0
mobilenetv20_features_linearbottleneck14_elemwise_add0,ElementWise,7840,0,0
mobilenetv20_features_linearbottleneck15_conv0_fwd,Conv,15052800,0,0
mobilenetv20_features_linearbottleneck15_batchnorm0_fwd,BatchNorm,94080,0,0
mobilenetv20_features_linearbottleneck15_relu0_fwd,Relu,94080,0,0
mobilenetv20_features_linearbottleneck15_batchnorm1_fwd,BatchNorm,94080,0,0
mobilenetv20_features_linearbottleneck15_relu1_fwd,Relu,94080,0,0
mobilenetv20_features_linearbottleneck15_conv2_fwd,Conv,15052800,0,0
mobilenetv20_features_linearbottleneck15_batchnorm2_fwd,BatchNorm,15680,0,0
mobilenetv20_features_linearbottleneck15_elemwise_add0,ElementWise,7840,0,0
mobilenetv20_features_linearbottleneck16_conv0_fwd,Conv,15052800,0,0
mobilenetv20_features_linearbottleneck16_batchnorm0_fwd,BatchNorm,94080,0,0
mobilenetv20_features_linearbottleneck16_relu0_fwd,Relu,94080,0,0
mobilenetv20_features_linearbottleneck16_batchnorm1_fwd,BatchNorm,94080,0,0
mobilenetv20_features_linearbottleneck16_relu1_fwd,Relu,94080,0,0
mobilenetv20_features_linearbottleneck16_conv2_fwd,Conv,30105600,0,0
mobilenetv20_features_linearbottleneck16_batchnorm2_fwd,BatchNorm,31360,0,0
mobilenetv20_features_conv1_fwd,Conv,40140800,0,0
mobilenetv20_features_batchnorm1_fwd,BatchNorm,125440,0,0
mobilenetv20_features_relu1_fwd,Relu,125440,0,0
mobilenetv20_output_pred_fwd,Conv,2560000,0,0
