LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
conv_1,Conv,236027904,0,0
batchnormalization_1,BatchNorm,1605632,0,0
mul_1,ElementWise,1605632,0,0
add_1,ElementWise,802816,0,0
relu_1,Relu,1605632,0,0
maxpool_1,Pooling,0,0,0
batchnormalization_2,BatchNorm,401408,0,0
mul_2,ElementWise,401408,0,0
add_2,ElementWise,200704,0,0
relu_2,Relu,401408,0,0
conv_2,Conv,51380224,0,0
batchnormalization_3,BatchNorm,802816,0,0
mul_3,ElementWise,802816,0,0
add_3,ElementWise,401408,0,0
relu_3,Relu,802816,0,0
conv_3,Conv,231211008,0,0
batchnormalization_4,BatchNorm,602112,0,0
mul_4,ElementWise,602112,0,0
add_4,ElementWise,301056,0,0
relu_4,Relu,602112,0,0
conv_4,Conv,77070336,0,0
batchnormalization_5,BatchNorm,802816,0,0
mul_5,ElementWise,802816,0,0
add_5,ElementWise,401408,0,0
relu_5,Relu,802816,0,0
conv_5,Conv,231211008,0,0
batchnormalization_6,BatchNorm,802816,0,0
mul_6,ElementWise,802816,0,0
add_6,ElementWise,401408,0,0
relu_6,Relu,802816,0,0
conv_6,Conv,102760448,0,0
batchnormalization_7,BatchNorm,802816,0,0
mul_7,ElementWise,802816,0,0
add_7,ElementWise,401408,0,0
relu_7,Relu,802816,0,0
conv_7,Conv,231211008,0,0
batchnormalization_8,BatchNorm,1003520,0,0
mul_8,ElementWise,1003520,0,0
add_8,ElementWise,501760,0,0
relu_8,Relu,1003520,0,0
conv_8,Conv,128450560,0,0
batchnormalization_9,BatchNorm,802816,0,0
mul_9,ElementWise,802816,0,0
add_9,ElementWise,401408,0,0
relu_9,Relu,802816,0,0
conv_9,Conv,231211008,0,0
batchnormalization_10,BatchNorm,1204224,0,0
mul_10,ElementWise,1204224,0,0
add_10,ElementWise,602112,0,0
relu_10,Relu,1204224,0,0
conv_10,Conv,154140672,0,0
batchnormalization_11,BatchNorm,802816,0,0
mul_11,ElementWise,802816,0,0
add_11,ElementWise,401408,0,0
relu_11,Relu,802816,0,0
conv_11,Conv,231211008,0,0
batchnormalization_12,BatchNorm,1404928,0,0
mul_12,ElementWise,1404928,0,0
add_12,ElementWise,702464,0,0
relu_12,Relu,1404928,0,0
conv_12,Conv,179830784,0,0
batchnormalization_13,BatchNorm,802816,0,0
mul_13,ElementWise,802816,0,0
add_13,ElementWise,401408,0,0
relu_13,Relu,802816,0,0
conv_13,Conv,231211008,0,0
batchnormalization_14,BatchNorm,1605632,0,0
mul_14,ElementWise,1605632,0,0
add_14,ElementWise,802816,0,0
relu_14,Relu,1605632,0,0
conv_14,Conv,205520896,0,0
