LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
averagepool_1,Pooling,401408,0,0
batchnormalization_15,BatchNorm,200704,0,0
mul_15,ElementWise,200704,0,0
add_15,ElementWise,100352,0,0
relu_15,Relu,200704,0,0
conv_15,Conv,25690112,0,0
batchnormalization_16,BatchNorm,200704,0,0
mul_16,ElementWise,200704,0,0
add_16,ElementWise,100352,0,0
relu_16,Relu,200704,0,0
conv_16,Conv,57802752,0,0
batchnormalization_17,BatchNorm,250880,0,0
mul_17,ElementWise,250880,0,0
add_17,ElementWise,125440,0,0
relu_17,Relu,250880,0,0
conv_17,Conv,32112640,0,0
batchnormalization_18,BatchNorm,200704,0,0
mul_18,ElementWise,200704,0,0
add_18,ElementWise,100352,0,0
relu_18,Relu,200704,0,0
conv_18,Conv,57802752,0,0
batchnormalization_19,BatchNorm,301056,0,0
mul_19,ElementWise,301056,0,0
add_19,ElementWise,150528,0,0
relu_19,Relu,301056,0,0
conv_19,Conv,38535168,0,0
batchnormalization_20,BatchNorm,200704,0,0
mul_20,ElementWise,200704,0,0
add_20,ElementWise,100352,0,0
relu_20,Relu,200704,0,0
conv_20,Conv,57802752,0,0
batchnormalization_21,BatchNorm,351232,0,0
mul_21,ElementWise,351232,0,0
add_21,ElementWise,175616,0,0
relu_21,Relu,351232,0,0
conv_21,Conv,44957696,0,0
batchnormalization_22,BatchNorm,200704,0,0
mul_22,ElementWise,200704,0,0
add_22,ElementWise,100352,0,0
relu_22,Relu,200704,0,0
conv_22,Conv,57802752,0,0
batchnormalization_23,BatchNorm,401408,0,0
mul_23,ElementWise,401408,0,0
add_23,ElementWise,200704,0,0
relu_23,Relu,401408,0,0
conv_23,Conv,51380224,0,0
batchnormalization_24,BatchNorm,200704,0,0
mul_24,ElementWise,200704,0,0
add_24,ElementWise,100352,0,0
relu_24,Relu,200704,0,0
conv_24,Conv,57802752,0,0
batchnormalization_25,BatchNorm,451584,0,0
mul_25,ElementWise,451584,0,0
add_25,ElementWise,225792,0,0
relu_25,Relu,451584,0,0
conv_25,Conv,57802752,0,0
batchnormalization_26,BatchNorm,200704,0,0
mul_26,ElementWise,200704,0,0
add_26,ElementWise,100352,0,0
relu_26,Relu,200704,0,0
conv_26,Conv,57802752,0,0
batchnormalization_27,BatchNorm,501760,0,0
mul_27,ElementWise,501760,0,0
add_27,ElementWise,250880,0,0
relu_27,Relu,501760,0,0
conv_27,Conv,64225280,0,0
batchnormalization_28,BatchNorm,200704,0,0
mul_28,ElementWise,200704,0,0
add_28,ElementWise,100352,0,0
relu_28,Relu,200704,0,0
conv_28,Conv,57802752,0,0
batchnormalization_29,BatchNorm,551936,0,0
mul_29,ElementWise,551936,0,0
add_29,ElementWise,275968,0,0
relu_29,Relu,551936,0,0
conv_29,Conv,70647808,0,0
batchnormalization_30,BatchNorm,200704,0,0
mul_30,ElementWise,200704,0,0
add_30,ElementWise,100352,0,0
relu_30,Relu,200704,0,0
conv_30,Conv,57802752,0,0
batchnormalization_31,BatchNorm,602112,0,0
mul_31,ElementWise,602112,0,0
add_31,ElementWise,301056,0,0
relu_31,Relu,602112,0,0
conv_31,Conv,77070336,0,0
batchnormalization_32,BatchNorm,200704,0,0
mul_32,ElementWise,200704,0,0
add_32,ElementWise,100352,0,0
relu_32,Relu,200704,0,0
conv_32,Conv,57802752,0,0
batchnormalization_33,BatchNorm,652288,0,0
mul_33,ElementWise,652288,0,0
add_33,ElementWise,326144,0,0
relu_33,Relu,652288,0,0
conv_33,Conv,83492864,0,0
batchnormalization_34,BatchNorm,200704,0,0
mul_34,ElementWise,200704,0,0
add_34,ElementWise,100352,0,0
relu_34,Relu,200704,0,0
conv_34,Conv,57802752,0,0
batchnormalization_35,BatchNorm,702464,0,0
mul_35,ElementWise,702464,0,0
add_35,ElementWise,351232,0,0
relu_35,Relu,702464,0,0
conv_35,Conv,89915392,0,0
batchnormalization_36,BatchNorm,200704,0,0
mul_36,ElementWise,200704,0,0
add_36,ElementWise,100352,0,0
relu_36,Relu,200704,0,0
conv_36,Conv,57802752,0,0
batchnormalization_37,BatchNorm,752640,0,0
mul_37,ElementWise,752640,0,0
add_37,ElementWise,376320,0,0
relu_37,Relu,752640,0,0
conv_37,Conv,96337920,0,0
batchnormalization_38,BatchNorm,200704,0,0
mul_38,ElementWise,200704,0,0
add_38,ElementWise,100352,0,0
relu_38,Relu,200704,0,0
conv_38,Conv,57802752,0,0
batchnormalization_39,BatchNorm,802816,0,0
mul_39,ElementWise,802816,0,0
add_39,ElementWise,401408,0,0
relu_39,Relu,802816,0,0
conv_39,Conv,205520896,0,0
averagepool_2,Pooling,200704,0,0
batchnormalization_40,BatchNorm,100352,0,0
mul_40,ElementWise,100352,0,0
add_40,ElementWise,50176,0,0
relu_40,Relu,100352,0,0
conv_40,Conv,12845056,0,0
batchnormalization_41,BatchNorm,50176,0,0
mul_41,ElementWise,50176,0,0
add_41,ElementWise,25088,0,0
relu_41,Relu,50176,0,0
conv_41,Conv,14450688,0,0
batchnormalization_42,BatchNorm,112896,0,0
mul_42,ElementWise,112896,0,0
add_42,ElementWise,56448,0,0
relu_42,Relu,112896,0,0
conv_42,Conv,14450688,0,0
batchnormalization_43,BatchNorm,50176,0,0
mul_43,ElementWise,50176,0,0
add_43,ElementWise,25088,0,0
relu_43,Relu,50176,0,0
conv_43,Conv,14450688,0,0
batchnormalization_44,BatchNorm,125440,0,0
mul_44,ElementWise,125440,0,0
add_44,ElementWise,62720,0,0
relu_44,Relu,125440,0,0
conv_44,Conv,16056320,0,0
batchnormalization_45,BatchNorm,50176,0,0
mul_45,ElementWise,50176,0,0
add_45,ElementWise,25088,0,0
relu_45,Relu,50176,0,0
conv_45,Conv,14450688,0,0
batchnormalization_46,BatchNorm,137984,0,0
mul_46,ElementWise,137984,0,0
add_46,ElementWise,68992,0,0
relu_46,Relu,137984,0,0
conv_46,Conv,17661952,0,0
batchnormalization_47,BatchNorm,50176,0,0
mul_47,ElementWise,50176,0,0
add_47,ElementWise,25088,0,0
relu_47,Relu,50176,0,0
conv_47,Conv,14450688,0,0
batchnormalization_48,BatchNorm,150528,0,0
mul_48,ElementWise,150528,0,0
add_48,ElementWise,75264,0,0
relu_48,Relu,150528,0,0
conv_48,Conv,19267584,0,0
batchnormalization_49,BatchNorm,50176,0,0
mul_49,ElementWise,50176,0,0
add_49,ElementWise,25088,0,0
relu_49,Relu,50176,0,0
conv_49,Conv,14450688,0,0
batchnormalization_50,BatchNorm,163072,0,0
mul_50,ElementWise,163072,0,0
add_50,ElementWise,81536,0,0
relu_50,Relu,163072,0,0
conv_50,Conv,20873216,0,0
batchnormalization_51,BatchNorm,50176,0,0
mul_51,ElementWise,50176,0,0
add_51,ElementWise,25088,0,0
relu_51,Relu,50176,0,0
conv_51,Conv,14450688,0,0
batchnormalization_52,BatchNorm,175616,0,0
mul_52,ElementWise,175616,0,0
add_52,ElementWise,87808,0,0
relu_52,Relu,175616,0,0
conv_52,Conv,22478848,0,0
batchnormalization_53,BatchNorm,50176,0,0
mul_53,ElementWise,50176,0,0
add_53,ElementWise,25088,0,0
relu_53,Relu,50176,0,0
conv_53,Conv,14450688,0,0
batchnormalization_54,BatchNorm,188160,0,0
mul_54,ElementWise,188160,0,0
add_54,ElementWise,94080,0,0
relu_54,Relu,188160,0,0
conv_54,Conv,24084480,0,0
batchnormalization_55,BatchNorm,50176,0,0
mul_55,ElementWise,50176,0,0
add_55,ElementWise,25088,0,0
relu_55,Relu,50176,0,0
conv_55,Conv,14450688,0,0
batchnormalization_56,BatchNorm,200704,0,0
mul_56,ElementWise,200704,0,0
add_56,ElementWise,100352,0,0
relu_56,Relu,200704,0,0
conv_56,Conv,25690112,0,0
batchnormalization_57,BatchNorm,50176,0,0
mul_57,ElementWise,50176,0,0
add_57,ElementWise,25088,0,0
relu_57,Relu,50176,0,0
conv_57,Conv,14450688,0,0
batchnormalization_58,BatchNorm,213248,0,0
mul_58,ElementWise,213248,0,0
add_58,ElementWise,106624,0,0
relu_58,Relu,213248,0,0
conv_58,Conv,27295744,0,0
batchnormalization_59,BatchNorm,50176,0,0
mul_59,ElementWise,50176,0,0
add_59,ElementWise,25088,0,0
relu_59,Relu,50176,0,0
conv_59,Conv,14450688,0,0
batchnormalization_60,BatchNorm,225792,0,0
mul_60,ElementWise,225792,0,0
add_60,ElementWise,112896,0,0
relu_60,Relu,225792,0,0
conv_60,Conv,28901376,0,0
batchnormalization_61,BatchNorm,50176,0,0
mul_61,ElementWise,50176,0,0
add_61,ElementWise,25088,0,0
relu_61,Relu,50176,0,0
conv_61,Conv,14450688,0,0
batchnormalization_62,BatchNorm,238336,0,0
mul_62,ElementWise,238336,0,0
add_62,ElementWise,119168,0,0
relu_62,Relu,238336,0,0
conv_62,Conv,30507008,0,0
batchnormalization_63,BatchNorm,50176,0,0
mul_63,ElementWise,50176,0,0
add_63,ElementWise,25088,0,0
relu_63,Relu,50176,0,0
conv_63,Conv,14450688,0,0
batchnormalization_64,BatchNorm,250880,0,0
mul_64,ElementWise,250880,0,0
add_64,ElementWise,125440,0,0
relu_64,Relu,250880,0,0
conv_64,Conv,32112640,0,0
batchnormalization_65,BatchNorm,50176,0,0
mul_65,ElementWise,50176,0,0
add_65,ElementWise,25088,0,0
relu_65,Relu,50176,0,0
conv_65,Conv,14450688,0,0
batchnormalization_66,BatchNorm,263424,0,0
mul_66,ElementWise,263424,0,0
add_66,ElementWise,131712,0,0
relu_66,Relu,263424,0,0
conv_66,Conv,33718272,0,0
batchnormalization_67,BatchNorm,50176,0,0
mul_67,ElementWise,50176,0,0
add_67,ElementWise,25088,0,0
relu_67,Relu,50176,0,0
conv_67,Conv,14450688,0,0
batchnormalization_68,BatchNorm,275968,0,0
mul_68,ElementWise,275968,0,0
add_68,ElementWise,137984,0,0
relu_68,Relu,275968,0,0
conv_68,Conv,35323904,0,0
batchnormalization_69,BatchNorm,50176,0,0
mul_69,ElementWise,50176,0,0
add_69,ElementWise,25088,0,0
relu_69,Relu,50176,0,0
conv_69,Conv,14450688,0,0
batchnormalization_70,BatchNorm,288512,0,0
mul_70,ElementWise,288512,0,0
add_70,ElementWise,144256,0,0
relu_70,Relu,288512,0,0
conv_70,Conv,36929536,0,0
batchnormalization_71,BatchNorm,50176,0,0
mul_71,ElementWise,50176,0,0
add_71,ElementWise,25088,0,0
relu_71,Relu,50176,0,0
conv_71,Conv,14450688,0,0
batchnormalization_72,BatchNorm,301056,0,0
mul_72,ElementWise,301056,0,0
add_72,ElementWise,150528,0,0
relu_72,Relu,301056,0,0
conv_72,Conv,38535168,0,0
batchnormalization_73,BatchNorm,50176,0,0
mul_73,ElementWise,50176,0,0
add_73,ElementWise,25088,0,0
relu_73,Relu,50176,0,0
conv_73,Conv,14450688,0,0
batchnormalization_74,BatchNorm,313600,0,0
mul_74,ElementWise,313600,0,0
add_74,ElementWise,156800,0,0
relu_74,Relu,313600,0,0
conv_74,Conv,40140800,0,0
batchnormalization_75,BatchNorm,50176,0,0
mul_75,ElementWise,50176,0,0
add_75,ElementWise,25088,0,0
relu_75,Relu,50176,0,0
conv_75,Conv,14450688,0,0
batchnormalization_76,BatchNorm,326144,0,0
mul_76,ElementWise,326144,0,0
add_76,ElementWise,163072,0,0
relu_76,Relu,326144,0,0
conv_76,Conv,41746432,0,0
batchnormalization_77,BatchNorm,50176,0,0
mul_77,ElementWise,50176,0,0
add_77,ElementWise,25088,0,0
relu_77,Relu,50176,0,0
conv_77,Conv,14450688,0,0
batchnormalization_78,BatchNorm,338688,0,0
mul_78,ElementWise,338688,0,0
add_78,ElementWise,169344,0,0
relu_78,Relu,338688,0,0
conv_78,Conv,43352064,0,0
batchnormalization_79,BatchNorm,50176,0,0
mul_79,ElementWise,50176,0,0
add_79,ElementWise,25088,0,0
relu_79,Relu,50176,0,0
conv_79,Conv,14450688,0,0
batchnormalization_80,BatchNorm,351232,0,0
mul_80,ElementWise,351232,0,0
add_80,ElementWise,175616,0,0
relu_80,Relu,351232,0,0
conv_80,Conv,44957696,0,0
batchnormalization_81,BatchNorm,50176,0,0
mul_81,ElementWise,50176,0,0
add_81,ElementWise,25088,0,0
relu_81,Relu,50176,0,0
conv_81,Conv,14450688,0,0
batchnormalization_82,BatchNorm,363776,0,0
mul_82,ElementWise,363776,0,0
add_82,ElementWise,181888,0,0
relu_82,Relu,363776,0,0
conv_82,Conv,46563328,0,0
batchnormalization_83,BatchNorm,50176,0,0
mul_83,ElementWise,50176,0,0
add_83,ElementWise,25088,0,0
relu_83,Relu,50176,0,0
conv_83,Conv,14450688,0,0
batchnormalization_84,BatchNorm,376320,0,0
mul_84,ElementWise,376320,0,0
add_84,ElementWise,188160,0,0
relu_84,Relu,376320,0,0
conv_84,Conv,48168960,0,0
batchnormalization_85,BatchNorm,50176,0,0
mul_85,ElementWise,50176,0,0
add_85,ElementWise,25088,0,0
relu_85,Relu,50176,0,0
conv_85,Conv,14450688,0,0
batchnormalization_86,BatchNorm,388864,0,0
mul_86,ElementWise,388864,0,0
add_86,ElementWise,194432,0,0
relu_86,Relu,388864,0,0
conv_86,Conv,49774592,0,0
batchnormalization_87,BatchNorm,50176,0,0
mul_87,ElementWise,50176,0,0
add_87,ElementWise,25088,0,0
relu_87,Relu,50176,0,0
conv_87,Conv,14450688,0,0
batchnormalization_88,BatchNorm,401408,0,0
mul_88,ElementWise,401408,0,0
add_88,ElementWise,200704,0,0
relu_88,Relu,401408,0,0
conv_88,Conv,205520896,0,0
averagepool_3,Pooling,100352,0,0
batchnormalization_89,BatchNorm,50176,0,0
mul_89,ElementWise,50176,0,0
add_89,ElementWise,25088,0,0
relu_89,Relu,50176,0,0
conv_89,Conv,6422528,0,0
batchnormalization_90,BatchNorm,12544,0,0
mul_90,ElementWise,12544,0,0
add_90,ElementWise,6272,0,0
relu_90,Relu,12544,0,0
conv_90,Conv,3612672,0,0
batchnormalization_91,BatchNorm,53312,0,0
mul_91,ElementWise,53312,0,0
add_91,ElementWise,26656,0,0
relu_91,Relu,53312,0,0
conv_91,Conv,6823936,0,0
batchnormalization_92,BatchNorm,12544,0,0
mul_92,ElementWise,12544,0,0
add_92,ElementWise,6272,0,0
relu_92,Relu,12544,0,0
conv_92,Conv,3612672,0,0
batchnormalization_93,BatchNorm,56448,0,0
mul_93,ElementWise,56448,0,0
add_93,ElementWise,28224,0,0
relu_93,Relu,56448,0,0
conv_93,Conv,7225344,0,0
batchnormalization_94,BatchNorm,12544,0,0
mul_94,ElementWise,12544,0,0
add_94,ElementWise,6272,0,0
relu_94,Relu,12544,0,0
conv_94,Conv,3612672,0,0
batchnormalization_95,BatchNorm,59584,0,0
mul_95,ElementWise,59584,0,0
add_95,ElementWise,29792,0,0
relu_95,Relu,59584,0,0
conv_95,Conv,7626752,0,0
batchnormalization_96,BatchNorm,12544,0,0
mul_96,ElementWise,12544,0,0
add_96,ElementWise,6272,0,0
relu_96,Relu,12544,0,0
conv_96,Conv,3612672,0,0
batchnormalization_97,BatchNorm,62720,0,0
mul_97,ElementWise,62720,0,0
add_97,ElementWise,31360,0,0
relu_97,Relu,62720,0,0
conv_97,Conv,8028160,0,0
batchnormalization_98,BatchNorm,12544,0,0
mul_98,ElementWise,12544,0,0
add_98,ElementWise,6272,0,0
relu_98,Relu,12544,0,0
conv_98,Conv,3612672,0,0
batchnormalization_99,BatchNorm,65856,0,0
mul_99,ElementWise,65856,0,0
add_99,ElementWise,32928,0,0
relu_99,Relu,65856,0,0
conv_99,Conv,8429568,0,0
batchnormalization_100,BatchNorm,12544,0,0
mul_100,ElementWise,12544,0,0
add_100,ElementWise,6272,0,0
relu_100,Relu,12544,0,0
conv_100,Conv,3612672,0,0
batchnormalization_101,BatchNorm,68992,0,0
mul_101,ElementWise,68992,0,0
add_101,ElementWise,34496,0,0
relu_101,Relu,68992,0,0
conv_101,Conv,8830976,0,0
batchnormalization_102,BatchNorm,12544,0,0
mul_102,ElementWise,12544,0,0
add_102,ElementWise,6272,0,0
relu_102,Relu,12544,0,0
conv_102,Conv,3612672,0,0
batchnormalization_103,BatchNorm,72128,0,0
mul_103,ElementWise,72128,0,0
add_103,ElementWise,36064,0,0
relu_103,Relu,72128,0,0
conv_103,Conv,9232384,0,0
batchnormalization_104,BatchNorm,12544,0,0
mul_104,ElementWise,12544,0,0
add_104,ElementWise,6272,0,0
relu_104,Relu,12544,0,0
conv_104,Conv,3612672,0,0
batchnormalization_105,BatchNorm,75264,0,0
mul_105,ElementWise,75264,0,0
add_105,ElementWise,37632,0,0
relu_105,Relu,75264,0,0
conv_105,Conv,9633792,0,0
batchnormalization_106,BatchNorm,12544,0,0
mul_106,ElementWise,12544,0,0
add_106,ElementWise,6272,0,0
relu_106,Relu,12544,0,0
conv_106,Conv,3612672,0,0
batchnormalization_107,BatchNorm,78400,0,0
mul_107,ElementWise,78400,0,0
add_107,ElementWise,39200,0,0
relu_107,Relu,78400,0,0
conv_107,Conv,10035200,0,0
batchnormalization_108,BatchNorm,12544,0,0
mul_108,ElementWise,12544,0,0
add_108,ElementWise,6272,0,0
relu_108,Relu,12544,0,0
conv_108,Conv,3612672,0,0
batchnormalization_109,BatchNorm,81536,0,0
mul_109,ElementWise,81536,0,0
add_109,ElementWise,40768,0,0
relu_109,Relu,81536,0,0
conv_109,Conv,10436608,0,0
batchnormalization_110,BatchNorm,12544,0,0
mul_110,ElementWise,12544,0,0
add_110,ElementWise,6272,0,0
relu_110,Relu,12544,0,0
conv_110,Conv,3612672,0,0
batchnormalization_111,BatchNorm,84672,0,0
mul_111,ElementWise,84672,0,0
add_111,ElementWise,42336,0,0
relu_111,Relu,84672,0,0
conv_111,Conv,10838016,0,0
batchnormalization_112,BatchNorm,12544,0,0
mul_112,ElementWise,12544,0,0
add_112,ElementWise,6272,0,0
relu_112,Relu,12544,0,0
conv_112,Conv,3612672,0,0
batchnormalization_113,BatchNorm,87808,0,0
mul_113,ElementWise,87808,0,0
add_113,ElementWise,43904,0,0
relu_113,Relu,87808,0,0
conv_113,Conv,11239424,0,0
batchnormalization_114,BatchNorm,12544,0,0
mul_114,ElementWise,12544,0,0
add_114,ElementWise,6272,0,0
relu_114,Relu,12544,0,0
conv_114,Conv,3612672,0,0
batchnormalization_115,BatchNorm,90944,0,0
mul_115,ElementWise,90944,0,0
add_115,ElementWise,45472,0,0
relu_115,Relu,90944,0,0
conv_115,Conv,11640832,0,0
batchnormalization_116,BatchNorm,12544,0,0
mul_116,ElementWise,12544,0,0
add_116,ElementWise,6272,0,0
relu_116,Relu,12544,0,0
conv_116,Conv,3612672,0,0
batchnormalization_117,BatchNorm,94080,0,0
mul_117,ElementWise,94080,0,0
add_117,ElementWise,47040,0,0
relu_117,Relu,94080,0,0
conv_117,Conv,12042240,0,0
batchnormalization_118,BatchNorm,12544,0,0
mul_118,ElementWise,12544,0,0
add_118,ElementWise,6272,0,0
relu_118,Relu,12544,0,0
conv_118,Conv,3612672,0,0
batchnormalization_119,BatchNorm,97216,0,0
mul_119,ElementWise,97216,0,0
add_119,ElementWise,48608,0,0
relu_119,Relu,97216,0,0
conv_119,Conv,12443648,0,0
batchnormalization_120,BatchNorm,12544,0,0
mul_120,ElementWise,12544,0,0
add_120,ElementWise,6272,0,0
relu_120,Relu,12544,0,0
conv_120,Conv,3612672,0,0
batchnormalization_121,BatchNorm,100352,0,0
mul_121,ElementWise,100352,0,0
add_121,ElementWise,50176,0,0
relu_121,Relu,100352,0,0
conv_121,Conv,2048000,0,0
conv_121,Conv,2048000,0,0
