LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
conv4_8_1x1_reduce/relu,Relu,5120000,0,0
conv4_8_3x3,Conv,473169920000,0,0
conv4_8_3x3/bn,BatchNorm,5120000,0,0
conv4_8_3x3/relu,Relu,5120000,0,0
conv4_8_1x1_increase,Conv,5242880000,0,0
conv4_8_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_8,ElementWise,10240000,0,0
conv4_8_relu,Relu,20480000,0,0
conv4_9_1x1_reduce,Conv,5242880000,0,0
conv4_9_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_9_1x1_reduce/relu,Relu,5120000,0,0
conv4_9_3x3,Conv,11796480000,0,0
conv4_9_3x3/bn,BatchNorm,5120000,0,0
conv4_9_3x3/relu,Relu,5120000,0,0
conv4_9_1x1_increase,Conv,5242880000,0,0
conv4_9_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_9,ElementWise,10240000,0,0
conv4_9_relu,Relu,20480000,0,0
conv4_10_1x1_reduce,Conv,5242880000,0,0
conv4_10_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_10_1x1_reduce/relu,Relu,5120000,0,0
conv4_10_3x3,Conv,32768000000,0,0
conv4_10_3x3/bn,BatchNorm,5120000,0,0
conv4_10_3x3/relu,Relu,5120000,0,0
conv4_10_1x1_increase,Conv,5242880000,0,0
conv4_10_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_10,ElementWise,10240000,0,0
conv4_10_relu,Relu,20480000,0,0
conv4_11_1x1_reduce,Conv,5242880000,0,0
conv4_11_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_11_1x1_reduce/relu,Relu,5120000,0,0
conv4_11_3x3,Conv,158597120000,0,0
conv4_11_3x3/bn,BatchNorm,5120000,0,0
conv4_11_3x3/relu,Relu,5120000,0,0
conv4_11_1x1_increase,Conv,5242880000,0,0
conv4_11_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_11,ElementWise,10240000,0,0
conv4_11_relu,Relu,20480000,0,0
conv4_12_1x1_reduce,Conv,5242880000,0,0
conv4_12_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_12_1x1_reduce/relu,Relu,5120000,0,0
conv4_12_3x3,Conv,473169920000,0,0
conv4_12_3x3/bn,BatchNorm,5120000,0,0
conv4_12_3x3/relu,Relu,5120000,0,0
conv4_12_1x1_increase,Conv,5242880000,0,0
conv4_12_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_12,ElementWise,10240000,0,0
conv4_12_relu,Relu,20480000,0,0
conv4_13_1x1_reduce,Conv,5242880000,0,0
conv4_13_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_13_1x1_reduce/relu,Relu,5120000,0,0
conv4_13_3x3,Conv,11796480000,0,0
conv4_13_3x3/bn,BatchNorm,5120000,0,0
conv4_13_3x3/relu,Relu,5120000,0,0
conv4_13_1x1_increase,Conv,5242880000,0,0
conv4_13_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_13,ElementWise,10240000,0,0
conv4_13_relu,Relu,20480000,0,0
conv4_14_1x1_reduce,Conv,5242880000,0,0
conv4_14_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_14_1x1_reduce/relu,Relu,5120000,0,0
conv4_14_3x3,Conv,32768000000,0,0
conv4_14_3x3/bn,BatchNorm,5120000,0,0
conv4_14_3x3/relu,Relu,5120000,0,0
conv4_14_1x1_increase,Conv,5242880000,0,0
conv4_14_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_14,ElementWise,10240000,0,0
conv4_14_relu,Relu,20480000,0,0
conv4_15_1x1_reduce,Conv,5242880000,0,0
conv4_15_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_15_1x1_reduce/relu,Relu,5120000,0,0
conv4_15_3x3,Conv,158597120000,0,0
conv4_15_3x3/bn,BatchNorm,5120000,0,0
conv4_15_3x3/relu,Relu,5120000,0,0
conv4_15_1x1_increase,Conv,5242880000,0,0
conv4_15_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_15,ElementWise,10240000,0,0
conv4_15_relu,Relu,20480000,0,0
conv4_16_1x1_reduce,Conv,5242880000,0,0
conv4_16_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_16_1x1_reduce/relu,Relu,5120000,0,0
conv4_16_3x3,Conv,473169920000,0,0
conv4_16_3x3/bn,BatchNorm,5120000,0,0
conv4_16_3x3/relu,Relu,5120000,0,0
conv4_16_1x1_increase,Conv,5242880000,0,0
conv4_16_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_16,ElementWise,10240000,0,0
conv4_16_relu,Relu,20480000,0,0
conv4_17_1x1_reduce,Conv,5242880000,0,0
conv4_17_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_17_1x1_reduce/relu,Relu,5120000,0,0
conv4_17_3x3,Conv,11796480000,0,0
conv4_17_3x3/bn,BatchNorm,5120000,0,0
conv4_17_3x3/relu,Relu,5120000,0,0
conv4_17_1x1_increase,Conv,5242880000,0,0
conv4_17_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_17,ElementWise,10240000,0,0
conv4_17_relu,Relu,20480000,0,0
conv4_18_1x1_reduce,Conv,5242880000,0,0
conv4_18_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_18_1x1_reduce/relu,Relu,5120000,0,0
conv4_18_3x3,Conv,32768000000,0,0
conv4_18_3x3/bn,BatchNorm,5120000,0,0
conv4_18_3x3/relu,Relu,5120000,0,0
conv4_18_1x1_increase,Conv,5242880000,0,0
conv4_18_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_18,ElementWise,10240000,0,0
conv4_18_relu,Relu,20480000,0,0
conv4_19_1x1_reduce,Conv,5242880000,0,0
conv4_19_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_19_1x1_reduce/relu,Relu,5120000,0,0
conv4_19_3x3,Conv,158597120000,0,0
conv4_19_3x3/bn,BatchNorm,5120000,0,0
conv4_19_3x3/relu,Relu,5120000,0,0
conv4_19_1x1_increase,Conv,5242880000,0,0
conv4_19_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_19,ElementWise,10240000,0,0
conv4_19_relu,Relu,20480000,0,0
conv4_20_1x1_reduce,Conv,5242880000,0,0
conv4_20_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_20_1x1_reduce/relu,Relu,5120000,0,0
conv4_20_3x3,Conv,473169920000,0,0
conv4_20_3x3/bn,BatchNorm,5120000,0,0
conv4_20_3x3/relu,Relu,5120000,0,0
conv4_20_1x1_increase,Conv,5242880000,0,0
conv4_20_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_20,ElementWise,10240000,0,0
conv4_20_relu,Relu,20480000,0,0
conv4_21_1x1_reduce,Conv,5242880000,0,0
conv4_21_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_21_1x1_reduce/relu,Relu,5120000,0,0
conv4_21_3x3,Conv,11796480000,0,0
conv4_21_3x3/bn,BatchNorm,5120000,0,0
conv4_21_3x3/relu,Relu,5120000,0,0
conv4_21_1x1_increase,Conv,5242880000,0,0
conv4_21_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_21,ElementWise,10240000,0,0
conv4_21_relu,Relu,20480000,0,0
conv4_22_1x1_reduce,Conv,5242880000,0,0
conv4_22_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_22_1x1_reduce/relu,Relu,5120000,0,0
conv4_22_3x3,Conv,32768000000,0,0
conv4_22_3x3/bn,BatchNorm,5120000,0,0
conv4_22_3x3/relu,Relu,5120000,0,0
conv4_22_1x1_increase,Conv,5242880000,0,0
conv4_22_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_22,ElementWise,10240000,0,0
conv4_22_relu,Relu,20480000,0,0
conv4_23_1x1_reduce,Conv,5242880000,0,0
conv4_23_1x1_reduce/bn,BatchNorm,5120000,0,0
conv4_23_1x1_reduce/relu,Relu,5120000,0,0
conv4_23_3x3,Conv,158597120000,0,0
conv4_23_3x3/bn,BatchNorm,5120000,0,0
conv4_23_3x3/relu,Relu,5120000,0,0
conv4_23_1x1_increase,Conv,5242880000,0,0
conv4_23_1x1_increase/bn,BatchNorm,20480000,0,0
conv4_23,ElementWise,10240000,0,0
conv4_23_relu,Relu,20480000,0,0
conv5_1_1x1_reduce,Conv,10485760000,0,0
conv5_1_1x1_reduce/bn,BatchNorm,10240000,0,0
conv5_1_1x1_reduce/relu,Relu,10240000,0,0
conv5_1_3x3,Conv,634388480000,0,0
conv5_1_3x3/bn,BatchNorm,10240000,0,0
conv5_1_3x3/relu,Relu,10240000,0,0
conv5_1_1x1_increase,Conv,20971520000,0,0
conv5_1_1x1_increase/bn,BatchNorm,40960000,0,0
conv5_1_1x1_proj,Conv,41943040000,0,0
conv5_1_1x1_proj/bn,BatchNorm,40960000,0,0
conv5_1,ElementWise,20480000,0,0
conv5_1_relu,Relu,40960000,0,0
conv5_2_1x1_reduce,Conv,20971520000,0,0
conv5_2_1x1_reduce/bn,BatchNorm,10240000,0,0
conv5_2_1x1_reduce/relu,Relu,10240000,0,0
conv5_2_3x3,Conv,1892679680000,0,0
conv5_2_3x3/bn,BatchNorm,10240000,0,0
conv5_2_3x3/relu,Relu,10240000,0,0
conv5_2_1x1_increase,Conv,20971520000,0,0
conv5_2_1x1_increase/bn,BatchNorm,40960000,0,0
conv5_2,ElementWise,20480000,0,0
conv5_2_relu,Relu,40960000,0,0
conv5_3_1x1_reduce,Conv,20971520000,0,0
conv5_3_1x1_reduce/bn,BatchNorm,10240000,0,0
conv5_3_1x1_reduce/relu,Relu,10240000,0,0
conv5_3_3x3,Conv,6422528000000,0,0
conv5_3_3x3/bn,BatchNorm,10240000,0,0
conv5_3_3x3/relu,Relu,10240000,0,0
conv5_3_1x1_increase,Conv,20971520000,0,0
conv5_3_1x1_increase/bn,BatchNorm,40960000,0,0
conv5_3,ElementWise,20480000,0,0
conv5_3_relu,Relu,40960000,0,0
fc1_cityscapes_c0,Conv,2104360960000,0,0
fc1_cityscapes_c0,Conv,2104360960000,0,0
fc1_cityscapes_c1,Conv,7782400000000,0,0
fc1_cityscapes_c1,Conv,7782400000000,0,0
fc1_cityscapes_c2,Conv,17046568960000,0,0
fc1_cityscapes_c2,Conv,17046568960000,0,0
fc1_cityscapes_c3,Conv,29896867840000,0,0
fc1_cityscapes_c3,Conv,29896867840000,0,0
fc1_cityscapes,ElementWise,9120000,0,0
seg_loss,Softmax,570000,0,0
