LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
conv_1,Conv,236027904,0,0
conv_1,Conv,236027904,0,0
relu_1,Relu,1605632,0,0
maxpool_1,Pooling,0,0,0
conv_2,Conv,24780800,0,0
conv_2,Conv,24780800,0,0
relu_2,Relu,387200,0,0
conv_3,Conv,669081600,0,0
conv_3,Conv,669081600,0,0
relu_3,Relu,1161600,0,0
maxpool_2,Pooling,0,0,0
conv_4,Conv,17915904,0,0
conv_4,Conv,17915904,0,0
relu_4,Relu,93312,0,0
conv_5,Conv,26873856,0,0
conv_5,Conv,26873856,0,0
relu_5,Relu,139968,0,0
conv_6,Conv,161243136,0,0
conv_6,Conv,161243136,0,0
relu_6,Relu,186624,0,0
conv_7,Conv,4478976,0,0
conv_7,Conv,4478976,0,0
relu_7,Relu,23328,0,0
conv_8,Conv,18662400,0,0
conv_8,Conv,18662400,0,0
relu_8,Relu,46656,0,0
maxpool_3,Pooling,0,0,0
conv_9,Conv,8957952,0,0
conv_9,Conv,8957952,0,0
relu_9,Relu,46656,0,0
conv_10,Conv,47775744,0,0
conv_10,Conv,47775744,0,0
relu_10,Relu,186624,0,0
conv_11,Conv,47775744,0,0
conv_11,Conv,47775744,0,0
relu_11,Relu,186624,0,0
conv_12,Conv,322486272,0,0
conv_12,Conv,322486272,0,0
relu_12,Relu,279936,0,0
conv_13,Conv,11943936,0,0
conv_13,Conv,11943936,0,0
relu_13,Relu,46656,0,0
conv_14,Conv,111974400,0,0
conv_14,Conv,111974400,0,0
relu_14,Relu,139968,0,0
maxpool_4,Pooling,0,0,0
conv_15,Conv,23887872,0,0
conv_15,Conv,23887872,0,0
relu_15,Relu,93312,0,0
maxpool_5,Pooling,0,0,0
conv_16,Conv,31150080,0,0
conv_16,Conv,31150080,0,0
relu_16,Relu,64896,0,0
conv_17,Conv,15575040,0,0
conv_17,Conv,15575040,0,0
relu_17,Relu,32448,0,0
conv_18,Conv,60742656,0,0
conv_18,Conv,60742656,0,0
relu_18,Relu,70304,0,0
conv_19,Conv,2595840,0,0
conv_19,Conv,2595840,0,0
relu_19,Relu,5408,0,0
conv_20,Conv,6489600,0,0
conv_20,Conv,6489600,0,0
relu_20,Relu,16224,0,0
maxpool_6,Pooling,0,0,0
conv_21,Conv,10383360,0,0
conv_21,Conv,10383360,0,0
relu_21,Relu,21632,0,0
conv_22,Conv,27688960,0,0
conv_22,Conv,27688960,0,0
relu_22,Relu,54080,0,0
conv_23,Conv,19382272,0,0
conv_23,Conv,19382272,0,0
relu_23,Relu,37856,0,0
conv_24,Conv,76317696,0,0
conv_24,Conv,76317696,0,0
relu_24,Relu,75712,0,0
conv_25,Conv,4153344,0,0
conv_25,Conv,4153344,0,0
relu_25,Relu,8112,0,0
conv_26,Conv,12979200,0,0
conv_26,Conv,12979200,0,0
relu_26,Relu,21632,0,0
maxpool_7,Pooling,0,0,0
conv_27,Conv,11075584,0,0
conv_27,Conv,11075584,0,0
relu_27,Relu,21632,0,0
conv_28,Conv,22151168,0,0
conv_28,Conv,22151168,0,0
relu_28,Relu,43264,0,0
conv_29,Conv,22151168,0,0
conv_29,Conv,22151168,0,0
relu_29,Relu,43264,0,0
conv_30,Conv,99680256,0,0
conv_30,Conv,99680256,0,0
relu_30,Relu,86528,0,0
conv_31,Conv,4153344,0,0
conv_31,Conv,4153344,0,0
relu_31,Relu,8112,0,0
conv_32,Conv,12979200,0,0
conv_32,Conv,12979200,0,0
relu_32,Relu,21632,0,0
maxpool_8,Pooling,0,0,0
conv_33,Conv,11075584,0,0
conv_33,Conv,11075584,0,0
relu_33,Relu,21632,0,0
conv_34,Conv,19382272,0,0
conv_34,Conv,19382272,0,0
relu_34,Relu,37856,0,0
conv_35,Conv,24920064,0,0
conv_35,Conv,24920064,0,0
relu_35,Relu,48672,0,0
conv_36,Conv,126157824,0,0
conv_36,Conv,126157824,0,0
relu_36,Relu,97344,0,0
conv_37,Conv,5537792,0,0
conv_37,Conv,5537792,0,0
relu_37,Relu,10816,0,0
conv_38,Conv,17305600,0,0
conv_38,Conv,17305600,0,0
relu_38,Relu,21632,0,0
maxpool_9,Pooling,0,0,0
conv_39,Conv,11075584,0,0
conv_39,Conv,11075584,0,0
relu_39,Relu,21632,0,0
conv_40,Conv,45686784,0,0
conv_40,Conv,45686784,0,0
relu_40,Relu,86528,0,0
conv_41,Conv,28554240,0,0
conv_41,Conv,28554240,0,0
relu_41,Relu,54080,0,0
conv_42,Conv,155750400,0,0
conv_42,Conv,155750400,0,0
relu_42,Relu,108160,0,0
conv_43,Conv,5710848,0,0
conv_43,Conv,5710848,0,0
relu_43,Relu,10816,0,0
conv_44,Conv,34611200,0,0
conv_44,Conv,34611200,0,0
relu_44,Relu,43264,0,0
maxpool_10,Pooling,0,0,0
conv_45,Conv,22843392,0,0
conv_45,Conv,22843392,0,0
relu_45,Relu,43264,0,0
maxpool_11,Pooling,0,0,0
conv_46,Conv,15335424,0,0
conv_46,Conv,15335424,0,0
relu_46,Relu,18432,0,0
conv_47,Conv,9584640,0,0
conv_47,Conv,9584640,0,0
relu_47,Relu,11520,0,0
conv_48,Conv,33177600,0,0
conv_48,Conv,33177600,0,0
relu_48,Relu,23040,0,0
conv_49,Conv,1916928,0,0
conv_49,Conv,1916928,0,0
relu_49,Relu,2304,0,0
conv_50,Conv,7372800,0,0
conv_50,Conv,7372800,0,0
relu_50,Relu,9216,0,0
maxpool_12,Pooling,0,0,0
conv_51,Conv,7667712,0,0
conv_51,Conv,7667712,0,0
relu_51,Relu,9216,0,0
conv_52,Conv,23003136,0,0
conv_52,Conv,23003136,0,0
relu_52,Relu,27648,0,0
conv_53,Conv,11501568,0,0
conv_53,Conv,11501568,0,0
relu_53,Relu,13824,0,0
conv_54,Conv,47775744,0,0
conv_54,Conv,47775744,0,0
relu_54,Relu,27648,0,0
conv_55,Conv,2875392,0,0
conv_55,Conv,2875392,0,0
relu_55,Relu,3456,0,0
conv_56,Conv,11059200,0,0
conv_56,Conv,11059200,0,0
relu_56,Relu,9216,0,0
maxpool_13,Pooling,0,0,0
conv_57,Conv,7667712,0,0
conv_57,Conv,7667712,0,0
relu_57,Relu,9216,0,0
dropout_1,Dropout,0,0,0
dropout_1,Dropout,0,0,0
gemm_1,Gemm,2049000,0,0
softmax_1,Softmax,3000,0,0
