LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
squeezenet0_conv0_fwd,Conv,42581376,0,0
squeezenet0_conv0_fwd,Conv,42581376,0,0
squeezenet0_relu0_fwd,Relu,1577088,0,0
squeezenet0_pool0_fwd,Pooling,0,0,0
squeezenet0_conv1_fwd,Conv,6195200,0,0
squeezenet0_conv1_fwd,Conv,6195200,0,0
squeezenet0_relu1_fwd,Relu,96800,0,0
squeezenet0_conv2_fwd,Conv,6195200,0,0
squeezenet0_conv2_fwd,Conv,6195200,0,0
squeezenet0_relu2_fwd,Relu,387200,0,0
squeezenet0_conv3_fwd,Conv,55756800,0,0
squeezenet0_conv3_fwd,Conv,55756800,0,0
squeezenet0_relu3_fwd,Relu,387200,0,0
squeezenet0_conv4_fwd,Conv,12390400,0,0
squeezenet0_conv4_fwd,Conv,12390400,0,0
squeezenet0_relu4_fwd,Relu,96800,0,0
squeezenet0_conv5_fwd,Conv,6195200,0,0
squeezenet0_conv5_fwd,Conv,6195200,0,0
squeezenet0_relu5_fwd,Relu,387200,0,0
squeezenet0_conv6_fwd,Conv,55756800,0,0
squeezenet0_conv6_fwd,Conv,55756800,0,0
squeezenet0_relu6_fwd,Relu,387200,0,0
squeezenet0_pool1_fwd,Pooling,0,0,0
squeezenet0_conv7_fwd,Conv,5971968,0,0
squeezenet0_conv7_fwd,Conv,5971968,0,0
squeezenet0_relu7_fwd,Relu,46656,0,0
squeezenet0_conv8_fwd,Conv,5971968,0,0
squeezenet0_conv8_fwd,Conv,5971968,0,0
squeezenet0_relu8_fwd,Relu,186624,0,0
squeezenet0_conv9_fwd,Conv,53747712,0,0
squeezenet0_conv9_fwd,Conv,53747712,0,0
squeezenet0_relu9_fwd,Relu,186624,0,0
squeezenet0_conv10_fwd,Conv,11943936,0,0
squeezenet0_conv10_fwd,Conv,11943936,0,0
squeezenet0_relu10_fwd,Relu,46656,0,0
squeezenet0_conv11_fwd,Conv,5971968,0,0
squeezenet0_conv11_fwd,Conv,5971968,0,0
squeezenet0_relu11_fwd,Relu,186624,0,0
squeezenet0_conv12_fwd,Conv,53747712,0,0
squeezenet0_conv12_fwd,Conv,53747712,0,0
squeezenet0_relu12_fwd,Relu,186624,0,0
squeezenet0_pool2_fwd,Pooling,0,0,0
squeezenet0_conv13_fwd,Conv,4153344,0,0
squeezenet0_conv13_fwd,Conv,4153344,0,0
squeezenet0_relu13_fwd,Relu,16224,0,0
squeezenet0_conv14_fwd,Conv,3115008,0,0
squeezenet0_conv14_fwd,Conv,3115008,0,0
squeezenet0_relu14_fwd,Relu,64896,0,0
squeezenet0_conv15_fwd,Conv,28035072,0,0
squeezenet0_conv15_fwd,Conv,28035072,0,0
squeezenet0_relu15_fwd,Relu,64896,0,0
squeezenet0_conv16_fwd,Conv,6230016,0,0
squeezenet0_conv16_fwd,Conv,6230016,0,0
squeezenet0_relu16_fwd,Relu,16224,0,0
squeezenet0_conv17_fwd,Conv,3115008,0,0
squeezenet0_conv17_fwd,Conv,3115008,0,0
squeezenet0_relu17_fwd,Relu,64896,0,0
squeezenet0_conv18_fwd,Conv,28035072,0,0
squeezenet0_conv18_fwd,Conv,28035072,0,0
squeezenet0_relu18_fwd,Relu,64896,0,0
squeezenet0_conv19_fwd,Conv,8306688,0,0
squeezenet0_conv19_fwd,Conv,8306688,0,0
squeezenet0_relu19_fwd,Relu,21632,0,0
squeezenet0_conv20_fwd,Conv,5537792,0,0
squeezenet0_conv20_fwd,Conv,5537792,0,0
squeezenet0_relu20_fwd,Relu,86528,0,0
squeezenet0_conv21_fwd,Conv,49840128,0,0
squeezenet0_conv21_fwd,Conv,49840128,0,0
squeezenet0_relu21_fwd,Relu,86528,0,0
squeezenet0_conv22_fwd,Conv,11075584,0,0
squeezenet0_conv22_fwd,Conv,11075584,0,0
squeezenet0_relu22_fwd,Relu,21632,0,0
squeezenet0_conv23_fwd,Conv,5537792,0,0
squeezenet0_conv23_fwd,Conv,5537792,0,0
squeezenet0_relu23_fwd,Relu,86528,0,0
squeezenet0_conv24_fwd,Conv,49840128,0,0
squeezenet0_conv24_fwd,Conv,49840128,0,0
squeezenet0_relu24_fwd,Relu,86528,0,0
squeezenet0_dropout0_fwd,Dropout,0,0,0
squeezenet0_conv25_fwd,Conv,173056000,0,0
squeezenet0_conv25_fwd,Conv,173056000,0,0
squeezenet0_relu25_fwd,Relu,338000,0,0
squeezenet0_pool3_fwd,Pooling,169000,0,0
