LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
resnetv24_batchnorm0_fwd,BatchNorm,301056,0,0
resnetv24_conv0_fwd,Conv,236027904,0,0
resnetv24_batchnorm1_fwd,BatchNorm,1605632,0,0
resnetv24_relu0_fwd,Relu,1605632,0,0
resnetv24_pool0_fwd,Pooling,0,0,0
resnetv24_stage1_batchnorm0_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation0,Relu,401408,0,0
resnetv24_stage1_conv0_fwd,Conv,25690112,0,0
resnetv24_stage1_batchnorm1_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation1,Relu,401408,0,0
resnetv24_stage1_conv1_fwd,Conv,231211008,0,0
resnetv24_stage1_batchnorm2_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation2,Relu,401408,0,0
resnetv24_stage1_conv2_fwd,Conv,102760448,0,0
resnetv24_stage1_conv3_fwd,Conv,102760448,0,0
resnetv24_stage1__plus0,ElementWise,802816,0,0
resnetv24_stage1_batchnorm3_fwd,BatchNorm,1605632,0,0
resnetv24_stage1_activation3,Relu,1605632,0,0
resnetv24_stage1_conv4_fwd,Conv,102760448,0,0
resnetv24_stage1_batchnorm4_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation4,Relu,401408,0,0
resnetv24_stage1_conv5_fwd,Conv,231211008,0,0
resnetv24_stage1_batchnorm5_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation5,Relu,401408,0,0
resnetv24_stage1_conv6_fwd,Conv,102760448,0,0
resnetv24_stage1__plus1,ElementWise,802816,0,0
resnetv24_stage1_batchnorm6_fwd,BatchNorm,1605632,0,0
resnetv24_stage1_activation6,Relu,1605632,0,0
resnetv24_stage1_conv7_fwd,Conv,102760448,0,0
resnetv24_stage1_batchnorm7_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation7,Relu,401408,0,0
resnetv24_stage1_conv8_fwd,Conv,231211008,0,0
resnetv24_stage1_batchnorm8_fwd,BatchNorm,401408,0,0
resnetv24_stage1_activation8,Relu,401408,0,0
resnetv24_stage1_conv9_fwd,Conv,102760448,0,0
resnetv24_stage1__plus2,ElementWise,802816,0,0
resnetv24_stage2_batchnorm0_fwd,BatchNorm,1605632,0,0
resnetv24_stage2_activation0,Relu,1605632,0,0
resnetv24_stage2_conv0_fwd,Conv,205520896,0,0
resnetv24_stage2_batchnorm1_fwd,BatchNorm,802816,0,0
resnetv24_stage2_activation1,Relu,802816,0,0
resnetv24_stage2_conv1_fwd,Conv,231211008,0,0
resnetv24_stage2_batchnorm2_fwd,BatchNorm,200704,0,0
resnetv24_stage2_activation2,Relu,200704,0,0
resnetv24_stage2_conv2_fwd,Conv,102760448,0,0
resnetv24_stage2_conv3_fwd,Conv,205520896,0,0
resnetv24_stage2__plus0,ElementWise,401408,0,0
resnetv24_stage2_batchnorm3_fwd,BatchNorm,802816,0,0
resnetv24_stage2_activation3,Relu,802816,0,0
resnetv24_stage2_conv4_fwd,Conv,102760448,0,0
resnetv24_stage2_batchnorm4_fwd,BatchNorm,200704,0,0
resnetv24_stage2_activation4,Relu,200704,0,0
resnetv24_stage2_conv5_fwd,Conv,231211008,0,0
resnetv24_stage2_batchnorm5_fwd,BatchNorm,200704,0,0
resnetv24_stage2_activation5,Relu,200704,0,0
resnetv24_stage2_conv6_fwd,Conv,102760448,0,0
resnetv24_stage2__plus1,ElementWise,401408,0,0
resnetv24_stage2_batchnorm6_fwd,BatchNorm,802816,0,0
resnetv24_stage2_activation6,Relu,802816,0,0
resnetv24_stage2_conv7_fwd,Conv,102760448,0,0
resnetv24_stage2_batchnorm7_fwd,BatchNorm,200704,0,0
resnetv24_stage2_activation7,Relu,200704,0,0
