LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
Minus340,ElementWise,4096,0,0
Block352,ElementWise,8192,0,0
Convolution362,Conv,4718592,0,0
Plus364,ElementWise,262144,0,0
ReLU366,Relu,524288,0,0
Convolution380,Conv,301989888,0,0
Plus382,ElementWise,262144,0,0
ReLU384,Relu,524288,0,0
Pooling398,Pooling,0,0,0
Dropout408,Dropout,0,0,0
Convolution418,Conv,150994944,0,0
Plus420,ElementWise,131072,0,0
ReLU422,Relu,262144,0,0
Convolution436,Conv,301989888,0,0
Plus438,ElementWise,131072,0,0
ReLU440,Relu,262144,0,0
Pooling454,Pooling,0,0,0
Dropout464,Dropout,0,0,0
Convolution474,Conv,150994944,0,0
Plus476,ElementWise,65536,0,0
ReLU478,Relu,131072,0,0
Convolution492,Conv,301989888,0,0
Plus494,ElementWise,65536,0,0
ReLU496,Relu,131072,0,0
Convolution510,Conv,301989888,0,0
Plus512,ElementWise,65536,0,0
ReLU514,Relu,131072,0,0
Pooling528,Pooling,0,0,0
Dropout538,Dropout,0,0,0
Convolution548,Conv,75497472,0,0
Plus550,ElementWise,16384,0,0
ReLU552,Relu,32768,0,0
Convolution566,Conv,75497472,0,0
Plus568,ElementWise,16384,0,0
ReLU570,Relu,32768,0,0
Convolution584,Conv,75497472,0,0
Plus586,ElementWise,16384,0,0
ReLU588,Relu,32768,0,0
Pooling602,Pooling,0,0,0
Dropout612,Dropout,0,0,0
Times622,Gemm,8389632,0,0
Plus624,ElementWise,1024,0,0
ReLU636,Relu,2048,0,0
Dropout646,Dropout,0,0,0
Times656,Gemm,2098176,0,0
Plus658,ElementWise,1024,0,0
ReLU670,Relu,2048,0,0
Dropout680,Dropout,0,0,0
Times690,Gemm,16392,0,0
Plus692,ElementWise,8,0,0
