LayerName,LayerType,Theoretical Flops,flop_count_sp
conv_33,Conv,6422528,50176
relu_33,Relu,25088,25088
conv_34,Conv,11239424,29382080
conv_34,Conv,11239424,87808
relu_34,Relu,43904,43904
conv_35,Conv,14450688,36728384
conv_35,Conv,14450688,112896
relu_35,Relu,56448,56448
conv_36,Conv,73156608,167271552
conv_36,Conv,73156608,225792
relu_36,Relu,112896,112896
conv_37,Conv,3211264,7346304
conv_37,Conv,3211264,25088
relu_37,Relu,12544,12544
conv_38,Conv,10035200,22950144
conv_38,Conv,10035200,50176
relu_38,Relu,25088,25088
maxpool_9,Pooling,903168,100352
conv_39,Conv,6422528,14692608
conv_39,Conv,6422528,50176
relu_39,Relu,25088,25088
conv_40,Conv,26492928,60605440
conv_40,Conv,26492928,200704
relu_40,Relu,100352,100352
conv_41,Conv,16558080,37878400
conv_41,Conv,16558080,125440
relu_41,Relu,62720,62720
conv_42,Conv,90316800,206501120
conv_42,Conv,90316800,250880
relu_42,Relu,125440,125440
conv_43,Conv,3311616,7575680
conv_43,Conv,3311616,25088
relu_43,Relu,12544,12544
conv_44,Conv,20070400,45900288
conv_44,Conv,20070400,100352
relu_44,Relu,50176,50176
maxpool_10,Pooling,931392,103488
conv_45,Conv,13246464,30302720
conv_45,Conv,13246464,100352
relu_45,Relu,50176,50176
maxpool_11,Pooling,366912,39936
conv_46,Conv,10436608,27275520
conv_46,Conv,10436608,50176
relu_46,Relu,25088,25088
conv_47,Conv,6522880,17047200
conv_47,Conv,6522880,31360
relu_47,Relu,15680,15680
conv_48,Conv,22579200,58998080
conv_48,Conv,22579200,62720
relu_48,Relu,31360,31360
conv_49,Conv,1304576,13647872
conv_49,Conv,1304576,6272
relu_49,Relu,3136,3136
conv_50,Conv,5017600,13113472
conv_50,Conv,5017600,25088
relu_50,Relu,12544,12544
maxpool_12,Pooling,366912,40768
conv_51,Conv,5218304,13637760
conv_51,Conv,5218304,25088
relu_51,Relu,12544,12544
conv_52,Conv,15654912,40913280
conv_52,Conv,15654912,75264
relu_52,Relu,37632,37632
conv_53,Conv,7827456,20456640
conv_53,Conv,7827456,37632
relu_53,Relu,18816,18816
conv_54,Conv,32514048,83238912
conv_54,Conv,32514048,75264
relu_54,Relu,37632,37632
conv_55,Conv,1956864,6818096
conv_55,Conv,1956864,9408
relu_55,Relu,4704,4704
conv_56,Conv,7526400,19667072
conv_56,Conv,7526400,25088
relu_56,Relu,12544,12544
maxpool_13,Pooling,366912,40768
conv_57,Conv,5218304,13637760
conv_57,Conv,5218304,25088
relu_57,Relu,12544,12544
averagepool_1,Pooling,50176,72704
dropout_1,Dropout,1024,8691
dropout_1,Dropout,1024,8691
gemm_1,Gemm,1025000,2137512
softmax_1,Softmax,3000,11260
