LayerName,LayerType,Theoretical Flops,flop_count_sp
resnetv18_conv0_fwd,Conv,118013952,245661696
resnetv18_batchnorm0_fwd,BatchNorm,1605632,15253504
resnetv18_relu0_fwd,Relu,1605632,1605632
resnetv18_pool0_fwd,Pooling,1806336,200704
resnetv18_stage1_conv0_fwd,Conv,12845056,25890816
resnetv18_stage1_conv0_fwd,Conv,12845056,802816
resnetv18_stage1_batchnorm0_fwd,BatchNorm,401408,3813376
resnetv18_stage1_relu0_fwd,Relu,401408,401408
resnetv18_stage1_conv1_fwd,Conv,115605504,231411712
resnetv18_stage1_batchnorm1_fwd,BatchNorm,401408,3813376
resnetv18_stage1_relu1_fwd,Relu,401408,401408
resnetv18_stage1_conv2_fwd,Conv,51380224,103563264
resnetv18_stage1_conv2_fwd,Conv,51380224,3211264
resnetv18_stage1_batchnorm2_fwd,BatchNorm,1605632,15253504
resnetv18_stage1_conv3_fwd,Conv,51380224,103563264
resnetv18_stage1_batchnorm3_fwd,BatchNorm,1605632,15253504
resnetv18_stage1__plus0,ElementWise,802816,3211264
resnetv18_stage1_activation0,Relu,1605632,1605632
resnetv18_stage1_conv4_fwd,Conv,51380224,102961152
resnetv18_stage1_conv4_fwd,Conv,51380224,802816
resnetv18_stage1_batchnorm4_fwd,BatchNorm,401408,3813376
resnetv18_stage1_relu2_fwd,Relu,401408,401408
resnetv18_stage1_conv5_fwd,Conv,115605504,231411712
resnetv18_stage1_batchnorm5_fwd,BatchNorm,401408,3813376
resnetv18_stage1_relu3_fwd,Relu,401408,401408
resnetv18_stage1_conv6_fwd,Conv,51380224,103563264
resnetv18_stage1_conv6_fwd,Conv,51380224,3211264
resnetv18_stage1_batchnorm6_fwd,BatchNorm,1605632,15253504
resnetv18_stage1__plus1,ElementWise,802816,3211264
resnetv18_stage1_activation1,Relu,1605632,1605632
resnetv18_stage1_conv7_fwd,Conv,51380224,102961152
resnetv18_stage1_conv7_fwd,Conv,51380224,802816
resnetv18_stage1_batchnorm7_fwd,BatchNorm,401408,3813376
resnetv18_stage1_relu4_fwd,Relu,401408,401408
resnetv18_stage1_conv8_fwd,Conv,115605504,231411712
resnetv18_stage1_batchnorm8_fwd,BatchNorm,401408,3813376
resnetv18_stage1_relu5_fwd,Relu,401408,401408
resnetv18_stage1_conv9_fwd,Conv,51380224,103563264
resnetv18_stage1_conv9_fwd,Conv,51380224,3211264
resnetv18_stage1_batchnorm9_fwd,BatchNorm,1605632,15253504
resnetv18_stage1__plus2,ElementWise,802816,3211264
resnetv18_stage1_activation2,Relu,1605632,1605632
resnetv18_stage2_conv0_fwd,Conv,25690112,52529152
resnetv18_stage2_conv0_fwd,Conv,25690112,401408
resnetv18_stage2_batchnorm0_fwd,BatchNorm,200704,1906688
resnetv18_stage2_relu0_fwd,Relu,200704,200704
resnetv18_stage2_conv1_fwd,Conv,115605504,236029952
resnetv18_stage2_batchnorm1_fwd,BatchNorm,200704,1906688
resnetv18_stage2_relu1_fwd,Relu,200704,200704
resnetv18_stage2_conv2_fwd,Conv,51380224,105259008
resnetv18_stage2_conv2_fwd,Conv,51380224,1605632
resnetv18_stage2_batchnorm2_fwd,BatchNorm,802816,7626752
resnetv18_stage2_conv3_fwd,Conv,102760448,210116608
resnetv18_stage2_batchnorm3_fwd,BatchNorm,802816,7626752
resnetv18_stage2__plus0,ElementWise,401408,1605632
resnetv18_stage2_activation0,Relu,802816,802816
resnetv18_stage2_conv4_fwd,Conv,51380224,104957952
resnetv18_stage2_conv4_fwd,Conv,51380224,401408
resnetv18_stage2_batchnorm4_fwd,BatchNorm,200704,1906688
resnetv18_stage2_relu2_fwd,Relu,200704,200704
resnetv18_stage2_conv5_fwd,Conv,115605504,236029952
resnetv18_stage2_batchnorm5_fwd,BatchNorm,200704,1906688
resnetv18_stage2_relu3_fwd,Relu,200704,200704
resnetv18_stage2_conv6_fwd,Conv,51380224,105259008
resnetv18_stage2_conv6_fwd,Conv,51380224,1605632
resnetv18_stage2_batchnorm6_fwd,BatchNorm,802816,7626752
resnetv18_stage2__plus1,ElementWise,401408,1605632
resnetv18_stage2_activation1,Relu,802816,802816
resnetv18_stage2_conv7_fwd,Conv,51380224,104957952
resnetv18_stage2_conv7_fwd,Conv,51380224,401408
resnetv18_stage2_batchnorm7_fwd,BatchNorm,200704,1906688
resnetv18_stage2_relu4_fwd,Relu,200704,200704
resnetv18_stage2_conv8_fwd,Conv,115605504,236029952
resnetv18_stage2_batchnorm8_fwd,BatchNorm,200704,1906688
resnetv18_stage2_relu5_fwd,Relu,200704,200704
resnetv18_stage2_conv9_fwd,Conv,51380224,105259008
resnetv18_stage2_conv9_fwd,Conv,51380224,1605632
resnetv18_stage2_batchnorm9_fwd,BatchNorm,802816,7626752
resnetv18_stage2__plus2,ElementWise,401408,1605632
resnetv18_stage2_activation2,Relu,802816,802816
